Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),Main Min Current (mA),Main Min Power (mW),Main Min Voltage (V),Main Max Current (mA),Main Max Power (mW),Main Max Voltage (V),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V),USB Min Current (mA),USB Min Power (mW),USB Min Voltage (V),USB Max Current (mA),USB Max Power (mW),USB Max Voltage (V)
0.0000,-0.02,-0.1004,5.022,-0.02,-0.1004,5.022,-0.02,-0.1004,5.022,58.321,0,0,-0.02,-0.1004,0,58.321,0,5.022
0.2000,-0.017,-0.0855,5.028,-0.054,-0.2714,0,58.861,0.0855,5.03,56.529,0,0,-0.054,-0.2714,0,58.861,0.0855,5.03
0.4000,-0.02,-0.1005,5.026,-0.054,-0.2714,0,58.861,0.1005,5.03,56.906,0,0,-0.054,-0.2714,0,58.861,0.1005,5.03
0.6000,-0.018,-0.0905,5.026,-0.054,-0.2714,0,58.861,0.1207,5.03,56.771,0,0,-0.054,-0.2714,0,58.861,0.1207,5.03
0.8000,-0.024,-0.1206,5.026,-0.054,-0.2714,0,58.861,0.1207,5.03,57.109,0,0,-0.054,-0.2714,0,58.861,0.1207,5.03
1.0000,-0.011,-0.0553,5.026,-0.054,-0.2714,0,58.861,0.1207,5.03,57.19,0,0,-0.054,-0.2714,0,58.861,0.1207,5.03
1.2000,-0.009,-0.0452,5.026,-0.054,-0.2714,0,58.861,0.1207,5.03,57.406,0,0,-0.054,-0.2714,0,58.861,0.1207,5.03
1.4000,-0.022,-0.1105,5.024,-0.055,-0.2763,0,165.571,0.1207,5.03,55.113,0,0,-0.055,-0.2763,0,165.571,0.1207,5.03
1.6000,-0.011,-0.0553,5.03,-0.055,-0.2763,0,165.571,0.1207,5.032,55.073,0,0,-0.055,-0.2763,0,165.571,0.1207,5.032
1.8000,-0.019,-0.0955,5.028,-0.058,-0.2917,0,165.571,0.1207,5.032,55.101,0,0,-0.058,-0.2917,0,165.571,0.1207,5.032
2.0000,-0.035,-0.1761,5.03,-0.058,-0.2917,0,165.571,0.1207,5.032,54.993,0,0,-0.058,-0.2917,0,165.571,0.1207,5.032
2.2000,-0.024,-0.1207,5.028,-0.058,-0.2917,0,165.571,0.1207,5.032,55.249,0,0,-0.058,-0.2917,0,165.571,0.1207,5.032
2.4000,-0.011,-0.0553,5.028,-0.058,-0.2917,0,165.571,0.1207,5.032,55.477,0,0,-0.058,-0.2917,0,165.571,0.1207,5.032
2.6000,-0.007,-0.0352,5.026,-0.058,-0.2917,0,165.571,0.1207,5.032,55.275,0,0,-0.058,-0.2917,0,165.571,0.1207,5.032
2.8000,-0.008,-0.0402,5.028,-0.058,-0.2917,0,165.571,0.1207,5.032,55.573,0,0,-0.058,-0.2917,0,165.571,0.1207,5.032
3.0000,-0.01,-0.0503,5.026,-0.062,-0.3117,0,165.571,0.1207,5.032,55.627,0,0,-0.062,-0.3117,0,165.571,0.1207,5.032
3.2000,-0.013,-0.0653,5.026,-0.062,-0.3117,0,165.571,0.1207,5.032,55.721,0,0,-0.062,-0.3117,0,165.571,0.1207,5.032
3.4000,-0.016,-0.0804,5.026,-0.062,-0.3117,0,165.571,0.1207,5.032,55.733,0,0,-0.062,-0.3117,0,165.571,0.1207,5.032
3.6000,-0.018,-0.0905,5.026,-0.062,-0.3117,0,165.571,0.1207,5.032,55.801,0,0,-0.062,-0.3117,0,165.571,0.1207,5.032
3.8000,-0.015,-0.0754,5.026,-0.062,-0.3117,0,165.571,0.1207,5.032,55.815,0,0,-0.062,-0.3117,0,165.571,0.1207,5.032
4.0000,-0.032,-0.1609,5.028,-0.062,-0.3117,0,165.571,0.1207,5.032,55.91,0,0,-0.062,-0.3117,0,165.571,0.1207,5.032
