TotalTime(ms),Throughput(kbp),PDR,time
16008,0.013993,1.000000,2022-06-07T13:32:52Z
28653,0.015635,1.000000,2022-06-07T13:33:05Z
41328,0.016260,1.000000,2022-06-07T13:33:18Z
53977,0.016600,1.000000,2022-06-07T13:33:30Z
79322,0.014120,0.833333,2022-06-07T13:33:56Z
92218,0.014574,0.857143,2022-06-07T13:34:09Z
104880,0.014950,0.875000,2022-06-07T13:34:21Z
117364,0.015269,0.888889,2022-06-07T13:34:34Z
130009,0.015507,0.900000,2022-06-07T13:34:46Z
142708,0.015696,0.909091,2022-06-07T13:34:59Z
155565,0.015839,0.916667,2022-06-07T13:35:12Z
168243,0.015977,0.923077,2022-06-07T13:35:25Z
180771,0.016109,0.928571,2022-06-07T13:35:37Z
193581,0.016200,0.933333,2022-06-07T13:35:50Z
206034,0.016308,0.937500,2022-06-07T13:36:02Z
218739,0.016385,0.941176,2022-06-07T13:36:15Z
231373,0.016458,0.944444,2022-06-07T13:36:28Z
244265,0.016507,0.947368,2022-06-07T13:36:41Z
256731,0.016578,0.950000,2022-06-07T13:36:53Z
269416,0.016629,0.952381,2022-06-07T13:37:06Z
282282,0.016664,0.954545,2022-06-07T13:37:19Z
294953,0.016708,0.956522,2022-06-07T13:37:31Z
307402,0.016760,0.958333,2022-06-07T13:37:44Z
320292,0.016785,0.960000,2022-06-07T13:37:57Z
332749,0.016829,0.961538,2022-06-07T13:38:09Z
345642,0.016850,0.962963,2022-06-07T13:38:22Z
358090,0.016890,0.964286,2022-06-07T13:38:34Z
370983,0.016906,0.965517,2022-06-07T13:38:47Z
396324,0.016391,0.935484,2022-06-07T13:39:13Z
408781,0.016439,0.937500,2022-06-07T13:39:25Z
446800,0.015542,0.885714,2022-06-07T13:40:03Z
459474,0.015600,0.888889,2022-06-07T13:40:16Z
472361,0.015649,0.891892,2022-06-07T13:40:29Z
484809,0.015709,0.894737,2022-06-07T13:40:41Z
497481,0.015759,0.897436,2022-06-07T13:40:54Z
510382,0.015800,0.900000,2022-06-07T13:41:07Z
522965,0.015848,0.902439,2022-06-07T13:41:19Z
535555,0.015894,0.904762,2022-06-07T13:41:32Z
560843,0.015577,0.886364,2022-06-07T13:41:57Z
573541,0.015622,0.888889,2022-06-07T13:42:10Z
586183,0.015667,0.891304,2022-06-07T13:42:22Z
598856,0.015710,0.893617,2022-06-07T13:42:35Z
611526,0.015751,0.895833,2022-06-07T13:42:48Z
624413,0.015784,0.897959,2022-06-07T13:43:01Z
649547,0.015518,0.882353,2022-06-07T13:43:26Z
662213,0.015560,0.884615,2022-06-07T13:43:38Z
675101,0.015595,0.886792,2022-06-07T13:43:51Z
687554,0.015638,0.888889,2022-06-07T13:44:04Z
700232,0.015675,0.890909,2022-06-07T13:44:17Z
713112,0.015706,0.892857,2022-06-07T13:44:29Z
725783,0.015740,0.894737,2022-06-07T13:44:42Z
738239,0.015778,0.896552,2022-06-07T13:44:55Z
750905,0.015810,0.898305,2022-06-07T13:45:07Z
763583,0.015841,0.900000,2022-06-07T13:45:20Z
776476,0.015867,0.901639,2022-06-07T13:45:33Z
788926,0.015900,0.903226,2022-06-07T13:45:45Z
801601,0.015928,0.904762,2022-06-07T13:45:58Z
814490,0.015951,0.906250,2022-06-07T13:46:11Z
827116,0.015978,0.907692,2022-06-07T13:46:23Z
839828,0.016003,0.909091,2022-06-07T13:46:36Z
852505,0.016028,0.910448,2022-06-07T13:46:49Z
864954,0.016056,0.911765,2022-06-07T13:47:01Z
877845,0.016076,0.913043,2022-06-07T13:47:14Z
890302,0.016102,0.914286,2022-06-07T13:47:27Z
902997,0.016124,0.915493,2022-06-07T13:47:39Z
915646,0.016146,0.916667,2022-06-07T13:47:52Z
928532,0.016163,0.917808,2022-06-07T13:48:05Z
940988,0.016187,0.918919,2022-06-07T13:48:17Z
953669,0.016207,0.920000,2022-06-07T13:48:30Z
966332,0.016226,0.921053,2022-06-07T13:48:43Z
979230,0.016241,0.922078,2022-06-07T13:48:56Z
991890,0.016260,0.923077,2022-06-07T13:49:08Z
1004565,0.016278,0.924051,2022-06-07T13:49:21Z
1017057,0.016298,0.925000,2022-06-07T13:49:33Z
1029910,0.016312,0.925926,2022-06-07T13:49:46Z
1042356,0.016332,0.926829,2022-06-07T13:49:59Z
1055030,0.016348,0.927711,2022-06-07T13:50:11Z
1067710,0.016364,0.928571,2022-06-07T13:50:24Z
1080408,0.016379,0.929412,2022-06-07T13:50:37Z
