TotalTime(ms),Throughput(kbp),PDR,data,time
14659,0.015281,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:33:03Z
27335,0.016389,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:33:15Z
39993,0.016803,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:33:28Z
52669,0.017012,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:33:41Z
65377,0.017131,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:33:54Z
116025,0.011584,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:34:44Z
128703,0.012183,0.700000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:34:57Z
154044,0.011633,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:35:22Z
179391,0.011238,0.642857,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:35:48Z
217409,0.010303,0.588235,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:36:26Z
255414,0.009647,0.550000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:37:04Z
293449,0.009160,0.521739,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:37:42Z
306103,0.009513,0.541667,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:37:54Z
344124,0.009113,0.518519,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:38:32Z
356811,0.009417,0.535714,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:38:45Z
382137,0.009379,0.533333,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:39:10Z
407489,0.009345,0.531250,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:39:36Z
420149,0.009597,0.545455,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:39:48Z
432826,0.009833,0.558824,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:40:01Z
483524,0.009265,0.526316,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:40:52Z
496179,0.009480,0.538462,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:41:04Z
508857,0.009684,0.550000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:41:17Z
534198,0.009644,0.547619,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:41:42Z
559549,0.009608,0.545455,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:42:08Z
572213,0.009787,0.555556,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:42:20Z
597562,0.009746,0.553191,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:42:46Z
610257,0.009911,0.562500,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:42:58Z
673588,0.009311,0.528302,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:44:02Z
686257,0.009466,0.537037,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:44:14Z
736950,0.009119,0.517241,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:45:05Z
749615,0.009263,0.525424,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:45:18Z
762289,0.009403,0.533333,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:45:30Z
787636,0.009385,0.532258,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:45:56Z
800314,0.009516,0.539683,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:46:08Z
825645,0.009496,0.538462,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:46:34Z
863663,0.009337,0.529412,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:47:12Z
889006,0.009323,0.528571,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:47:37Z
914355,0.009309,0.527778,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:48:02Z
939715,0.009296,0.527027,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:48:28Z
952373,0.009408,0.533333,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:48:41Z
977732,0.009393,0.532468,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:49:06Z
1015727,0.009262,0.525000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:49:44Z
1041077,0.009252,0.524390,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:50:09Z
1053753,0.009353,0.530120,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:50:22Z
1066419,0.009452,0.535714,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:50:35Z
1104429,0.009330,0.528736,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:51:13Z
1117103,0.009424,0.534091,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:51:25Z
1129777,0.009517,0.539326,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:51:38Z
1142443,0.009607,0.544444,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:51:51Z
1180482,0.009488,0.537634,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:52:29Z
1193135,0.009575,0.542553,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:52:41Z
1205814,0.009660,0.547368,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:52:54Z
1243829,0.009545,0.540816,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:53:32Z
1269195,0.009530,0.540000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:53:57Z
1294514,0.009517,0.539216,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:54:23Z
1319860,0.009504,0.538462,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:54:48Z
1332532,0.009582,0.542857,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:55:01Z
1357873,0.009568,0.542056,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:55:26Z
1370545,0.009643,0.546296,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:55:39Z
1395889,0.009628,0.545455,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:56:04Z
1421239,0.009614,0.544643,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:56:29Z
1446577,0.009601,0.543860,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:56:55Z
1484593,0.009506,0.538462,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:57:33Z
1497265,0.009575,0.542373,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:57:45Z
1509940,0.009643,0.546218,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:57:58Z
1522613,0.009710,0.550000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:58:11Z
1547953,0.009695,0.549180,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:58:36Z
1560621,0.009760,0.552846,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:58:49Z
1573293,0.009824,0.556452,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:59:01Z
1585965,0.009887,0.560000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:59:14Z
1623985,0.009793,0.554688,AWcAAAJoAAMCAAAEAgAA,2022-06-14T18:59:52Z
1636680,0.009854,0.558140,AWcAAAJoAAMCAAAEAgAA,2022-06-14T19:00:05Z
1649330,0.009914,0.561538,AWcAAAJoAAMCAAAEAgAA,2022-06-14T19:00:17Z
1674670,0.009898,0.560606,AWcAAAJoAAMCAAAEAgAA,2022-06-14T19:00:43Z
1712684,0.009809,0.555556,AWcAAAJoAAMCAAAEAgAA,2022-06-14T19:01:21Z
1750704,0.009724,0.550725,AWcAAAJoAAMCAAAEAgAA,2022-06-14T19:01:59Z
1776053,0.009711,0.550000,AWcAAAJoAAMCAAAEAgAA,2022-06-14T19:02:24Z
1801385,0.009699,0.549296,AWcAAAJoAAMCAAAEAgAA,2022-06-14T19:02:50Z
1814064,0.009755,0.552448,AWcAAAJoAAMCAAAEAgAA,2022-06-14T19:03:02Z
