TotalTime(ms),Throughput(kbp),PDR,data,time
2849,0.078637,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:40Z
3851,0.116345,1.250000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:41Z
4863,0.138188,1.500000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:42Z
5873,0.152554,1.750000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:43Z
6878,0.162847,2.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:44Z
7884,0.170472,2.250000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:45Z
13904,0.112774,2.500000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:51Z
14918,0.120124,2.750000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:52Z
15924,0.126599,3.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:53Z
16938,0.132245,3.250000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:54Z
17953,0.137248,3.500000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:55Z
18961,0.141766,3.750000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T13:31:56Z
