TotalTime(ms),Throughput(kbp),PDR,data,time
14283,0.015683,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:31:38Z
26945,0.016626,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:31:50Z
39611,0.016965,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:32:03Z
52315,0.017127,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:32:16Z
65027,0.017224,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:32:29Z
77633,0.017312,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:32:41Z
90303,0.017364,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:32:54Z
102974,0.017402,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:33:07Z
115639,0.017434,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:33:19Z
128313,0.017457,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:33:32Z
140978,0.017478,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:33:45Z
153671,0.017492,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:33:57Z
166327,0.017508,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:34:10Z
178993,0.017520,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:34:23Z
191668,0.017530,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:34:35Z
204338,0.017540,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:34:48Z
217092,0.017541,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:35:01Z
229687,0.017554,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:35:13Z
242368,0.017560,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:35:26Z
255017,0.017567,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:35:39Z
267705,0.017572,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:35:51Z
280374,0.017577,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:36:04Z
293063,0.017580,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:36:17Z
305729,0.017584,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:36:29Z
318383,0.017589,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:36:42Z
331055,0.017592,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:36:55Z
343764,0.017593,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:37:07Z
356430,0.017597,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:37:20Z
369071,0.017601,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:37:33Z
381757,0.017603,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:37:45Z
394429,0.017605,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:37:58Z
407078,0.017608,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:38:11Z
419895,0.017604,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:38:23Z
432568,0.017606,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:38:36Z
445097,0.017614,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:38:49Z
457803,0.017615,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:39:01Z
470441,0.017618,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:39:14Z
483119,0.017619,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:39:27Z
495785,0.017621,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:39:39Z
508460,0.017622,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:39:52Z
521161,0.017622,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:40:05Z
533798,0.017625,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:40:17Z
546477,0.017626,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:40:30Z
559138,0.017627,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:40:43Z
571812,0.017628,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:40:55Z
584565,0.017627,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:41:08Z
597160,0.017630,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:41:21Z
609866,0.017630,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:41:33Z
622504,0.017632,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:41:46Z
635171,0.017633,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:41:59Z
647847,0.017634,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:42:11Z
660538,0.017634,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:42:24Z
673204,0.017635,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:42:37Z
685856,0.017636,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:42:49Z
698605,0.017635,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:43:02Z
711236,0.017637,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:43:15Z
723873,0.017638,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:43:27Z
736543,0.017639,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:43:40Z
749214,0.017640,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:43:53Z
761883,0.017640,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:44:05Z
774565,0.017641,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:44:18Z
787225,0.017642,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:44:31Z
799899,0.017642,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:44:43Z
812592,0.017642,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:44:56Z
825268,0.017643,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:45:09Z
838132,0.017639,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:45:22Z
850872,0.017638,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:45:34Z
863262,0.017645,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:45:47Z
875937,0.017645,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:45:59Z
888604,0.017646,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:46:12Z
901278,0.017646,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:46:25Z
913940,0.017647,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:46:37Z
926767,0.017644,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:46:50Z
939284,0.017647,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:47:03Z
951960,0.017648,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:47:15Z
964629,0.017648,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:47:28Z
977320,0.017648,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:47:41Z
989995,0.017649,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:47:54Z
1002647,0.017649,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:48:06Z
1015317,0.017650,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:48:19Z
1027994,0.017650,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:48:32Z
1040707,0.017650,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:48:44Z
1053332,0.017651,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:48:57Z
1066003,0.017651,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:49:10Z
1078694,0.017651,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:49:22Z
1091346,0.017652,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:49:35Z
1104020,0.017652,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:49:48Z
1116689,0.017652,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:50:00Z
1129442,0.017651,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:50:13Z
1142039,0.017653,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:50:26Z
1154706,0.017653,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:50:38Z
1167379,0.017653,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:50:51Z
1180194,0.017651,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:51:04Z
1192726,0.017654,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:51:16Z
1205391,0.017654,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:51:29Z
1218068,0.017654,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:51:42Z
1230751,0.017654,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:51:54Z
1243409,0.017655,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:52:07Z
1268756,0.017479,0.990000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:52:32Z
1281511,0.017479,0.990099,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:52:45Z
1294095,0.017482,0.990196,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:52:58Z
1306783,0.017484,0.990291,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:53:10Z
1319442,0.017486,0.990385,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:53:23Z
1332157,0.017487,0.990476,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:53:36Z
1344999,0.017487,0.990566,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:53:49Z
1357465,0.017491,0.990654,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:54:01Z
1370142,0.017493,0.990741,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:54:14Z
1382801,0.017495,0.990826,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:54:26Z
1395479,0.017496,0.990909,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:54:39Z
1408146,0.017498,0.990991,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:54:52Z
1420810,0.017500,0.991071,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:55:04Z
1433697,0.017499,0.991150,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:55:17Z
1446152,0.017503,0.991228,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:55:30Z
1471501,0.017354,0.982759,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:55:55Z
1484170,0.017357,0.982906,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:56:08Z
1496852,0.017359,0.983051,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:56:20Z
1509508,0.017362,0.983193,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:56:33Z
1522192,0.017364,0.983333,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:56:46Z
1534860,0.017367,0.983471,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:56:58Z
1547603,0.017369,0.983607,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:57:11Z
1560203,0.017372,0.983740,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:57:24Z
1572865,0.017375,0.983871,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:57:36Z
1598211,0.017239,0.976190,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:58:02Z
1610885,0.017243,0.976378,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:58:14Z
1623552,0.017246,0.976562,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:58:27Z
1636237,0.017249,0.976744,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:58:40Z
1648902,0.017253,0.976923,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:58:52Z
1661642,0.017255,0.977099,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:59:05Z
1674239,0.017259,0.977273,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:59:18Z
1686921,0.017262,0.977444,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:59:30Z
1699598,0.017265,0.977612,AWcAAAJoAAMCAAAEAgAA,2022-04-11T19:59:43Z
