TotalTime(ms),Throughput(kbp),PDR,data,time
17721,0.012640,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:09:31Z
30397,0.014738,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:09:44Z
43072,0.015602,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:09:56Z
55732,0.016077,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:10:09Z
68415,0.016371,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:10:22Z
81104,0.016571,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:10:34Z
93750,0.016725,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:10:47Z
119177,0.015037,0.888889,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:11:12Z
131764,0.015300,0.900000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:11:25Z
144450,0.015507,0.909091,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:11:38Z
157119,0.015682,0.916667,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:11:50Z
169811,0.015829,0.923077,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:12:03Z
182453,0.015960,0.928571,AWcAAAJoAAMCAAAEAgAA,2022-04-11T16:12:16Z
