TotalTime(ms),Throughput(kbp),PDR,data,time
12227,0.018320,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:55:14Z
24940,0.017963,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:55:27Z
37568,0.017887,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:55:40Z
50238,0.017835,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:55:52Z
62956,0.017790,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:56:05Z
75589,0.017780,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:56:18Z
113599,0.013803,0.777778,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:56:56Z
126261,0.014193,0.800000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:57:08Z
138942,0.014510,0.818182,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:57:21Z
151671,0.014769,0.833333,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:57:34Z
164310,0.014996,0.846154,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:57:46Z
176957,0.015190,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:57:59Z
189737,0.015348,0.866667,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:58:12Z
202293,0.015502,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:58:24Z
214976,0.015630,0.882353,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:58:37Z
227635,0.015745,0.888889,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:58:50Z
240331,0.015845,0.894737,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:59:02Z
252970,0.015939,0.900000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:59:15Z
265738,0.016016,0.904762,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:59:28Z
278318,0.016097,0.909091,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:59:40Z
290986,0.016166,0.913043,AWcAAAJoAAMCAAAEAgAA,2022-04-10T18:59:53Z
303661,0.016229,0.916667,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:00:06Z
316342,0.016286,0.920000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:00:18Z
329004,0.016340,0.923077,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:00:31Z
341684,0.016389,0.925926,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:00:44Z
354342,0.016436,0.928571,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:00:56Z
367033,0.016478,0.931034,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:01:09Z
379688,0.016519,0.933333,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:01:22Z
392366,0.016556,0.935484,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:01:34Z
405028,0.016591,0.937500,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:01:47Z
417705,0.016624,0.939394,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:02:00Z
443039,0.016179,0.914286,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:02:25Z
455747,0.016220,0.916667,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:02:38Z
468402,0.016260,0.918919,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:02:50Z
481056,0.016297,0.921053,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:03:03Z
493728,0.016333,0.923077,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:03:16Z
506397,0.016367,0.925000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:03:28Z
519112,0.016397,0.926829,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:03:41Z
531753,0.016429,0.928571,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:03:54Z
544420,0.016458,0.930233,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:04:06Z
557093,0.016486,0.931818,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:04:19Z
569767,0.016512,0.933333,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:04:32Z
582425,0.016538,0.934783,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:04:44Z
595099,0.016562,0.936170,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:04:57Z
607774,0.016585,0.937500,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:05:10Z
620442,0.016608,0.938776,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:05:22Z
633132,0.016628,0.940000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:05:35Z
645783,0.016650,0.941176,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:05:48Z
658449,0.016669,0.942308,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:06:00Z
671141,0.016688,0.943396,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:06:13Z
683805,0.016707,0.944444,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:06:26Z
696484,0.016724,0.945455,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:06:39Z
709281,0.016738,0.946429,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:06:51Z
721823,0.016758,0.947368,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:07:04Z
734482,0.016774,0.948276,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:07:17Z
747169,0.016789,0.949153,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:07:29Z
759827,0.016804,0.950000,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:07:42Z
772511,0.016818,0.950820,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:07:55Z
785170,0.016832,0.951613,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:08:07Z
797839,0.016846,0.952381,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:08:20Z
810532,0.016858,0.953125,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:08:33Z
823189,0.016871,0.953846,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:08:45Z
848549,0.016631,0.940299,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:09:11Z
861200,0.016647,0.941176,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:09:23Z
873878,0.016661,0.942029,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:09:36Z
886545,0.016676,0.942857,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:09:49Z
899223,0.016690,0.943662,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:10:01Z
911889,0.016704,0.944444,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:10:14Z
924565,0.016717,0.945205,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:10:27Z
937232,0.016730,0.945946,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:10:39Z
949900,0.016743,0.946667,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:10:52Z
962575,0.016755,0.947368,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:11:05Z
975256,0.016767,0.948052,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:11:17Z
1000592,0.016566,0.936709,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:11:43Z
1013264,0.016580,0.937500,AWcAAAJoAAMCAAAEAgAA,2022-04-10T19:11:55Z
