TotalTime(ms),Throughput(kbp),PDR,data,time
12181,0.018390,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:29:55Z
24874,0.018011,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:30:08Z
37509,0.017916,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:30:20Z
50228,0.017839,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:30:33Z
75525,0.014829,0.833333,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:30:58Z
113755,0.011815,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:31:37Z
126214,0.012423,0.700000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:31:49Z
138883,0.012903,0.727273,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:32:02Z
189784,0.010623,0.600000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:32:53Z
202246,0.011076,0.625000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:33:05Z
215125,0.011454,0.647059,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:33:18Z
227588,0.011811,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:33:31Z
240467,0.012110,0.684211,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:33:43Z
252927,0.012399,0.700000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:33:56Z
291251,0.011536,0.652174,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:34:34Z
303621,0.011804,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:34:47Z
316404,0.012035,0.680000,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:34:59Z
328952,0.012257,0.692308,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:35:12Z
354304,0.012012,0.678571,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:35:37Z
379657,0.011800,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:36:03Z
392532,0.011984,0.677419,AWcAAAJoAAMCAAAEAgAA,2022-04-11T10:36:15Z
