TotalTime(ms),Throughput(kbp),PDR,data,time
24870,0.009007,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:20:09Z
37543,0.011933,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:20:22Z
50274,0.013367,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:20:35Z
62880,0.014249,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:20:47Z
75555,0.014824,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:21:00Z
100911,0.013319,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:21:25Z
113567,0.013807,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:21:38Z
126252,0.014194,0.888889,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:21:51Z
138968,0.014507,0.900000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:22:03Z
151582,0.014777,0.909091,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:22:16Z
176917,0.013927,0.846154,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:22:41Z
189588,0.014178,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:22:54Z
202270,0.014397,0.866667,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:23:07Z
214938,0.014590,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:23:19Z
227598,0.014763,0.882353,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:23:32Z
240364,0.014911,0.888889,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:23:45Z
252951,0.015054,0.894737,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:23:57Z
265610,0.015180,0.900000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:24:10Z
278502,0.015282,0.904762,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:24:23Z
290975,0.015397,0.909091,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:24:35Z
303645,0.015492,0.913043,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:24:48Z
316297,0.015580,0.916667,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:25:01Z
328995,0.015660,0.920000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:25:13Z
354463,0.015167,0.888889,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:25:39Z
367162,0.015252,0.892857,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:25:51Z
392327,0.014845,0.866667,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:26:17Z
405029,0.014932,0.870968,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:26:29Z
417674,0.015016,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:26:42Z
430559,0.015087,0.878788,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:26:55Z
455685,0.014747,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:27:20Z
468360,0.014826,0.861111,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:27:33Z
481041,0.014901,0.864865,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:27:45Z
493738,0.014972,0.868421,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:27:58Z
506670,0.015031,0.871795,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:28:11Z
519194,0.015100,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:28:24Z
532107,0.015155,0.878049,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:28:36Z
547978,0.015125,0.880952,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:28:52Z
557068,0.015280,0.883721,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:29:01Z
569722,0.015334,0.886364,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:29:14Z
595072,0.015057,0.869565,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:29:39Z
607737,0.015112,0.872340,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:29:52Z
620428,0.015164,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:30:05Z
633078,0.015215,0.877551,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:30:17Z
645778,0.015262,0.880000,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:30:30Z
671115,0.015020,0.865385,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:30:55Z
683764,0.015070,0.867925,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:31:08Z
696431,0.015117,0.870370,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:31:21Z
709108,0.015163,0.872727,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:31:33Z
734478,0.014944,0.859649,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:31:59Z
747122,0.014991,0.862069,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:32:11Z
759793,0.015036,0.864407,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:32:24Z
772459,0.015079,0.866667,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:32:37Z
797804,0.014881,0.854839,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:33:02Z
810473,0.014925,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:33:15Z
823164,0.014967,0.859375,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:33:27Z
835854,0.015007,0.861538,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:33:40Z
861169,0.014826,0.850746,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:34:05Z
873850,0.014868,0.852941,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:34:18Z
886656,0.014905,0.855072,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:34:31Z
899170,0.014947,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:34:43Z
911874,0.014985,0.859155,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:34:56Z
924514,0.015022,0.861111,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:35:09Z
937194,0.015058,0.863014,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:35:22Z
950427,0.015084,0.864865,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:35:35Z
962528,0.015127,0.866667,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:35:47Z
987909,0.014965,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:36:12Z
1000546,0.015000,0.858974,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:36:25Z
1013232,0.015033,0.860759,AWcAAAJoAAMCAAAEAgAA,2022-04-08T09:36:38Z
