TotalTime(ms),Throughput(kbp),PDR,data,time
11629,0.019262,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:17:51Z
24293,0.018442,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:18:04Z
36966,0.018179,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:18:16Z
49638,0.018051,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:18:29Z
62521,0.017914,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:18:42Z
74978,0.017925,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:18:54Z
100320,0.015630,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:19:20Z
113204,0.015830,0.888889,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:19:32Z
125661,0.016043,0.900000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:19:45Z
138332,0.016193,0.909091,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:19:58Z
151007,0.016317,0.916667,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:20:10Z
189020,0.014221,0.800000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:20:48Z
201687,0.014438,0.812500,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:21:01Z
227034,0.013813,0.777778,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:21:26Z
252365,0.013314,0.750000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:21:52Z
277718,0.012905,0.727273,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:22:17Z
303063,0.012565,0.708333,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:22:42Z
315952,0.012761,0.720000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:22:55Z
328398,0.012960,0.730769,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:23:08Z
353750,0.012664,0.714286,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:23:33Z
366682,0.012829,0.724138,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:23:46Z
379084,0.013000,0.733333,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:23:58Z
404430,0.012739,0.718750,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:24:24Z
429769,0.012509,0.705882,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:24:49Z
442447,0.012657,0.714286,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:25:02Z
455111,0.012797,0.722222,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:25:14Z
480462,0.012588,0.710526,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:25:40Z
493131,0.012719,0.717949,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:25:52Z
506022,0.012837,0.725000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:26:05Z
518691,0.012956,0.731707,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:26:18Z
531152,0.013073,0.738095,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:26:30Z
543876,0.013179,0.744186,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:26:43Z
556494,0.013283,0.750000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:26:56Z
569279,0.013378,0.755556,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:27:09Z
581825,0.013475,0.760870,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:27:21Z
594499,0.013564,0.765957,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:27:34Z
607251,0.013648,0.770833,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:27:47Z
620059,0.013728,0.775510,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:27:59Z
632516,0.013812,0.780000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:28:12Z
645181,0.013888,0.784314,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:28:24Z
657852,0.013961,0.788462,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:28:37Z
683197,0.013771,0.777778,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:29:02Z
696084,0.013837,0.781818,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:29:15Z
708622,0.013909,0.785714,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:29:28Z
733883,0.013735,0.775862,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:29:53Z
746568,0.013802,0.779661,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:30:06Z
759220,0.013867,0.783333,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:30:19Z
784572,0.013704,0.774194,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:30:44Z
797245,0.013767,0.777778,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:30:57Z
809910,0.013829,0.781250,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:31:09Z
860600,0.013274,0.750000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:32:00Z
873483,0.013335,0.753623,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:32:13Z
885939,0.013400,0.757143,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:32:25Z
898612,0.013461,0.760563,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:32:38Z
911278,0.013519,0.763889,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:32:51Z
936620,0.013393,0.756757,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:33:16Z
949298,0.013450,0.760000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:33:29Z
961976,0.013506,0.763158,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:33:41Z
987308,0.013386,0.756410,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:34:07Z
1012653,0.013272,0.750000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:34:32Z
1038003,0.013164,0.743902,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:34:57Z
1050671,0.013218,0.746988,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:35:10Z
1063340,0.013271,0.750000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:35:23Z
1088685,0.013168,0.744186,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:35:48Z
1101352,0.013220,0.747126,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:36:01Z
1114024,0.013271,0.750000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:36:13Z
1126911,0.013318,0.752809,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:36:26Z
1139366,0.013369,0.755556,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:36:39Z
1152255,0.013414,0.758242,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:36:52Z
1190052,0.013176,0.744681,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:37:29Z
1202720,0.013223,0.747368,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:37:42Z
1215400,0.013270,0.750000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:37:55Z
1228292,0.013313,0.752577,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:38:08Z
1240740,0.013360,0.755102,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:38:20Z
1253417,0.013403,0.757576,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:38:33Z
1266082,0.013446,0.760000,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:38:45Z
1278987,0.013486,0.762376,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:38:58Z
1291425,0.013529,0.764706,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:39:11Z
1316788,0.013439,0.759615,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:39:36Z
1342110,0.013352,0.754717,AWcAAAJoAAMCAAAEAgAA,2022-04-09T20:40:01Z
