TotalTime(ms),Flag,EE1,EE2,EE3,EE4,EE5,EE6,EE7,EE8,minEE,Fair index,Loopcount,SF1,TP1,PRR1,InstantPRR1,Received1,TotalTime1,TotalPower1,InstantEE1,ExisTP1,IncreGain1,SF2,TP2,PRR2,InstantPRR2,Received2,TotalTime2,TotalPower2,InstantEE2,ExisTP2,IncreGain2,SF3,TP3,PRR3,InstantPRR3,Received3,TotalTime3,TotalPower3,InstantEE3,ExisTP3,IncreGain3,SF4,TP4,PRR4,InstantPRR4,Received4,TotalTime4,TotalPower4,InstantEE4,ExisTP4,IncreGain4,SF5,TP5,PRR5,InstantPRR5,Received5,TotalTime5,TotalPower5,InstantEE5,ExisTP5,IncreGain5,SF6,TP6,PRR6,InstantPRR6,Received6,TotalTime6,TotalPower6,InstantEE6,ExisTP6,IncreGain6,SF7,TP7,PRR7,InstantPRR7,Received7,TotalTime7,TotalPower7,InstantEE7,ExisTP7,IncreGain7,SF8,TP8,PRR8,InstantPRR8,Received8,TotalTime8,TotalPower8,InstantEE8,ExisTP8,IncreGain8,time
145889,0,2.967826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.967826,NaN,32.000000,7.000000,1.000000,0.798505,1.000000,3360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3136.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3136.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3136.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T21:26:13Z
146902,1,2.967826,0.640181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.640181,NaN,32.000000,7.000000,1.000000,0.798505,1.000000,3360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.000000,1.000000,1.000000,3360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3136.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3136.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T21:26:14Z
147899,2,2.967826,0.640181,3.263921,0.000000,0.000000,0.000000,0.000000,0.000000,0.640181,NaN,32.000000,7.000000,1.000000,0.798505,1.000000,3360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.000000,1.000000,1.000000,3360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,1.000000,0.878170,1.000000,3360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3136.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T21:26:15Z
148904,3,2.967826,0.640181,3.263921,0.603275,0.000000,0.000000,0.000000,0.000000,0.603275,NaN,32.000000,7.000000,1.000000,0.798505,1.000000,3360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.000000,1.000000,1.000000,3360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,1.000000,0.878170,1.000000,3360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,1.000000,1.000000,1.000000,3360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T21:26:16Z
297507,1,2.967826,0.632566,3.263921,0.603275,0.000000,0.000000,0.000000,0.000000,0.603275,0.689298,32.000000,7.000000,1.000000,0.798505,1.000000,6048.000000,0.801792,723.216384,3.716730,0.000000,-1.200000,10.000000,2.000000,0.988105,1.000000,6720.000000,6.174720,5248.512000,0.640181,2.000000,-2.500000,7.000000,1.000000,0.878170,1.000000,6272.000000,0.868608,783.484416,3.716730,0.000000,-1.200000,10.000000,1.000000,1.000000,1.000000,6496.000000,5.763072,5198.290944,0.603275,0.000000,-1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T21:28:45Z
299524,3,2.967826,0.632566,3.263921,2.827979,0.000000,0.000000,0.000000,0.000000,0.632566,0.843007,32.000000,7.000000,1.000000,0.798505,1.000000,6048.000000,0.801792,723.216384,3.716730,0.000000,-1.200000,10.000000,2.000000,0.988105,1.000000,6720.000000,6.174720,5248.512000,0.640181,2.000000,-2.500000,7.000000,1.000000,0.878170,1.000000,6496.000000,0.935424,843.752448,3.716730,0.000000,-1.200000,7.000000,0.000000,0.960799,1.000000,6720.000000,6.174720,5569.597440,0.603275,1.000000,-1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T21:28:47Z
308559,2,2.967826,0.632566,3.274951,2.827979,0.000000,0.000000,0.000000,0.000000,0.632566,0.842745,32.000000,7.000000,1.000000,0.798505,1.000000,6272.000000,0.868608,783.484416,3.716730,0.000000,-1.200000,10.000000,2.000000,0.988105,1.000000,6944.000000,6.586368,5598.412800,0.640181,2.000000,-2.500000,7.000000,1.000000,0.881138,0.967742,6720.000000,1.002240,904.020480,3.716730,1.000000,-1.200000,7.000000,0.000000,0.960799,1.000000,6720.000000,6.174720,5569.597440,0.603275,1.000000,-1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T21:28:56Z
326608,0,2.730152,0.632566,3.274951,2.827979,0.000000,0.000000,0.000000,0.000000,0.632566,0.842831,32.000000,7.000000,1.000000,0.734558,0.909091,6720.000000,1.002240,904.020480,3.716730,1.000000,-1.200000,10.000000,2.000000,0.988105,1.000000,7168.000000,6.998016,5948.313600,0.640181,2.000000,-2.500000,7.000000,1.000000,0.881138,0.967742,6944.000000,1.069056,964.288512,3.716730,1.000000,-1.200000,7.000000,0.000000,0.960799,1.000000,7168.000000,6.308352,5721.804288,0.665524,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T21:29:14Z
448107,1,2.730152,2.675702,3.274951,2.827979,0.000000,0.000000,0.000000,0.000000,2.675702,0.993315,32.000000,7.000000,1.000000,0.734558,0.909091,8512.000000,1.536768,1386.164736,3.716730,1.000000,-1.200000,8.000000,3.000000,0.888780,1.000000,10080.000000,12.349440,10497.024000,0.640181,2.000000,-2.500000,7.000000,1.000000,0.881138,0.967742,9632.000000,1.870848,1687.504896,3.716730,1.000000,-1.200000,7.000000,0.000000,0.960799,1.000000,9856.000000,7.110144,6635.045376,0.979044,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T21:31:15Z
450146,3,2.730152,2.675702,3.274951,2.765924,0.000000,0.000000,0.000000,0.000000,2.675702,0.992972,32.000000,7.000000,1.000000,0.734558,0.909091,8512.000000,1.536768,1386.164736,3.716730,1.000000,-1.200000,8.000000,3.000000,0.888780,1.000000,10080.000000,12.349440,10497.024000,0.640181,2.000000,-2.500000,7.000000,1.000000,0.881138,0.967742,9856.000000,1.937664,1747.772928,3.716730,1.000000,-1.200000,7.000000,0.000000,0.939716,1.000000,10080.000000,7.176960,6711.148800,1.001319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T21:31:17Z
