Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-22T13:36:36Z, 14173, 0.015805
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-22T13:36:49Z, 26841, 0.016691
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-22T13:37:02Z, 39580, 0.016978
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-22T13:37:14Z, 52187, 0.017169
QBXq3gAABAABsgROlhZJHbPspEjsWWsTsuPXdA==,QBXq3gAABAABsgROlhbsHbMipEjsWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsT7OPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWewTsuPXdA==,0.800000, 2022-05-22T13:37:27Z, 65076, 0.013769
QBXq3gAABQABE/I4jZO9THygHEKgebips0vGGQ==,QBXq3gAABQABE/I4jZOgTHyFHEKgebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebipoEvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneaCps0vGGQ==,0.833333, 2022-05-22T13:37:40Z, 77527, 0.014447
QBXq3gAABgABVMNJJTl9QPrUb77UeSSSBfr7Wg==,QBXq3gAABgABVMNJJTnUQPqKb77UeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSS1Pr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GedSSBfr7Wg==,0.857143, 2022-05-22T13:37:52Z, 90197, 0.014901
QBXq3gAABwAB5OQ9879HguxI2PFI9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Iguzm2PFI9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBSKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9EgBAKGMUg==,0.875000, 2022-05-22T13:38:05Z, 102862, 0.015244
QBXq3gAACAABtnEGYBSOZlS3zkO3XEJY0/5Czg==,QBXq3gAACAABtnEGYBS3ZlRdzkO3XEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYt/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXLdY0/5Czg==,0.777778, 2022-05-22T13:38:18Z, 115757, 0.013546
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.800000, 2022-05-22T13:38:30Z, 128207, 0.013977
QBXq3gAACgAB4J5MGLcM8IYza9EzYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcz8IZxa9EzYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4MxIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYDN4zhIZKg==,0.727273, 2022-05-22T13:38:43Z, 141101, 0.012700
