TotalTime(ms),Throughput(kbp),PDR,time
3161,0.070866,1.000000,2023-05-04T10:10:26Z
4162,0.053822,1.000000,2023-05-04T10:10:27Z
5164,0.043376,1.000000,2023-05-04T10:10:28Z
6180,0.036248,1.000000,2023-05-04T10:10:29Z
7195,0.031135,1.000000,2023-05-04T10:10:30Z
8216,0.027265,1.000000,2023-05-04T10:10:31Z
9204,0.024336,1.000000,2023-05-04T10:10:32Z
10219,0.021921,1.000000,2023-05-04T10:10:33Z
11239,0.019931,1.000000,2023-05-04T10:10:34Z
12255,0.018278,1.000000,2023-05-04T10:10:35Z
13237,0.016923,1.000000,2023-05-04T10:10:36Z
14237,0.015734,1.000000,2023-05-04T10:10:37Z
15259,0.029359,1.000000,2023-05-04T10:10:38Z
16258,0.027555,1.000000,2023-05-04T10:10:39Z
17265,0.025949,1.000000,2023-05-04T10:10:40Z
18280,0.024508,1.000000,2023-05-04T10:10:41Z
19272,0.023246,1.000000,2023-05-04T10:10:42Z
20283,0.022088,1.000000,2023-05-04T10:10:43Z
21324,0.021009,1.000000,2023-05-04T10:10:45Z
22295,0.020095,1.000000,2023-05-04T10:10:46Z
23307,0.019222,1.000000,2023-05-04T10:10:47Z
24308,0.018430,1.000000,2023-05-04T10:10:48Z
25312,0.017699,1.000000,2023-05-04T10:10:49Z
26325,0.017018,1.000000,2023-05-04T10:10:50Z
27342,0.024578,1.000000,2023-05-04T10:10:51Z
28370,0.023687,1.000000,2023-05-04T10:10:52Z
29385,0.022869,1.000000,2023-05-04T10:10:53Z
30366,0.022130,1.000000,2023-05-04T10:10:54Z
31386,0.021411,1.000000,2023-05-04T10:10:55Z
32401,0.020740,1.000000,2023-05-04T10:10:56Z
33391,0.020125,1.000000,2023-05-04T10:10:57Z
34400,0.019535,1.000000,2023-05-04T10:10:58Z
35415,0.018975,1.000000,2023-05-04T10:10:59Z
36417,0.018453,1.000000,2023-05-04T10:11:00Z
37432,0.017953,1.000000,2023-05-04T10:11:01Z
38444,0.017480,1.000000,2023-05-04T10:11:02Z
39456,0.022709,1.000000,2023-05-04T10:11:03Z
40565,0.022088,1.000000,2023-05-04T10:11:04Z
41482,0.021600,1.000000,2023-05-04T10:11:05Z
42488,0.021088,1.000000,2023-05-04T10:11:06Z
43504,0.020596,1.000000,2023-05-04T10:11:07Z
44500,0.020135,1.000000,2023-05-04T10:11:08Z
45510,0.019688,1.000000,2023-05-04T10:11:09Z
46515,0.019263,1.000000,2023-05-04T10:11:10Z
47519,0.018855,1.000000,2023-05-04T10:11:11Z
48525,0.018465,1.000000,2023-05-04T10:11:12Z
49529,0.018090,1.000000,2023-05-04T10:11:13Z
50541,0.017728,1.000000,2023-05-04T10:11:14Z
51540,0.021731,1.000000,2023-05-04T10:11:15Z
52551,0.021313,1.000000,2023-05-04T10:11:16Z
53560,0.020911,1.000000,2023-05-04T10:11:17Z
54559,0.020528,1.000000,2023-05-04T10:11:18Z
55580,0.020151,1.000000,2023-05-04T10:11:19Z
56588,0.019792,1.000000,2023-05-04T10:11:20Z
57593,0.019447,1.000000,2023-05-04T10:11:21Z
58610,0.019109,1.000000,2023-05-04T10:11:22Z
59624,0.018784,1.000000,2023-05-04T10:11:23Z
60626,0.018474,1.000000,2023-05-04T10:11:24Z
61629,0.018173,1.000000,2023-05-04T10:11:25Z
62648,0.017878,1.000000,2023-05-04T10:11:26Z
75783,0.017735,0.857143,2023-05-04T10:11:39Z
76770,0.017507,0.857143,2023-05-04T10:11:40Z
77801,0.017275,0.857143,2023-05-04T10:11:41Z
78772,0.017062,0.857143,2023-05-04T10:11:42Z
79790,0.016844,0.857143,2023-05-04T10:11:43Z
80796,0.016635,0.857143,2023-05-04T10:11:44Z
81806,0.016429,0.857143,2023-05-04T10:11:45Z
82810,0.016230,0.857143,2023-05-04T10:11:46Z
83821,0.016034,0.857143,2023-05-04T10:11:47Z
84821,0.015845,0.857143,2023-05-04T10:11:48Z
85822,0.015660,0.857143,2023-05-04T10:11:49Z
86871,0.015471,0.857143,2023-05-04T10:11:50Z
87849,0.017849,0.875000,2023-05-04T10:11:51Z
88856,0.017647,0.875000,2023-05-04T10:11:52Z
89867,0.017448,0.875000,2023-05-04T10:11:53Z
90875,0.017254,0.875000,2023-05-04T10:11:54Z
91884,0.017065,0.875000,2023-05-04T10:11:55Z
92902,0.016878,0.875000,2023-05-04T10:11:56Z
93910,0.016697,0.875000,2023-05-04T10:11:57Z
94927,0.016518,0.875000,2023-05-04T10:11:58Z
95939,0.016344,0.875000,2023-05-04T10:11:59Z
96944,0.016174,0.875000,2023-05-04T10:12:00Z
97956,0.016007,0.875000,2023-05-04T10:12:01Z
98972,0.015843,0.875000,2023-05-04T10:12:02Z
112113,0.015984,0.800000,2023-05-04T10:12:15Z
113116,0.015842,0.800000,2023-05-04T10:12:16Z
114114,0.015704,0.800000,2023-05-04T10:12:17Z
115116,0.015567,0.800000,2023-05-04T10:12:18Z
116125,0.015432,0.800000,2023-05-04T10:12:19Z
117133,0.015299,0.800000,2023-05-04T10:12:20Z
118475,0.015126,0.800000,2023-05-04T10:12:22Z
119152,0.015040,0.800000,2023-05-04T10:12:22Z
120163,0.014913,0.800000,2023-05-04T10:12:23Z
121175,0.014789,0.800000,2023-05-04T10:12:24Z
122179,0.014667,0.800000,2023-05-04T10:12:25Z
123208,0.014545,0.800000,2023-05-04T10:12:26Z
136309,0.014790,0.750000,2023-05-04T10:12:40Z
137312,0.014682,0.750000,2023-05-04T10:12:41Z
138319,0.014575,0.750000,2023-05-04T10:12:42Z
139324,0.014470,0.750000,2023-05-04T10:12:43Z
140338,0.014365,0.750000,2023-05-04T10:12:44Z
141339,0.014264,0.750000,2023-05-04T10:12:45Z
142356,0.014162,0.750000,2023-05-04T10:12:46Z
143376,0.014061,0.750000,2023-05-04T10:12:47Z
144381,0.013963,0.750000,2023-05-04T10:12:48Z
145394,0.013866,0.750000,2023-05-04T10:12:49Z
146406,0.013770,0.750000,2023-05-04T10:12:50Z
147424,0.013675,0.750000,2023-05-04T10:12:51Z
160598,0.013948,0.714286,2023-05-04T10:13:04Z
161546,0.013866,0.714286,2023-05-04T10:13:05Z
162537,0.013782,0.714286,2023-05-04T10:13:06Z
163544,0.013697,0.714286,2023-05-04T10:13:07Z
164554,0.013613,0.714286,2023-05-04T10:13:08Z
165564,0.013529,0.714286,2023-05-04T10:13:09Z
166576,0.013447,0.714286,2023-05-04T10:13:10Z
167595,0.013366,0.714286,2023-05-04T10:13:11Z
168608,0.013285,0.714286,2023-05-04T10:13:12Z
169602,0.013207,0.714286,2023-05-04T10:13:13Z
170603,0.013130,0.714286,2023-05-04T10:13:14Z
171614,0.013053,0.714286,2023-05-04T10:13:15Z
172613,0.014275,0.733333,2023-05-04T10:13:16Z
173618,0.014192,0.733333,2023-05-04T10:13:17Z
174627,0.014110,0.733333,2023-05-04T10:13:18Z
175647,0.014028,0.733333,2023-05-04T10:13:19Z
176653,0.013948,0.733333,2023-05-04T10:13:20Z
177659,0.013869,0.733333,2023-05-04T10:13:21Z
178712,0.013788,0.733333,2023-05-04T10:13:22Z
179685,0.013713,0.733333,2023-05-04T10:13:23Z
180714,0.013635,0.733333,2023-05-04T10:13:24Z
181704,0.013561,0.733333,2023-05-04T10:13:25Z
182714,0.013486,0.733333,2023-05-04T10:13:26Z
183714,0.013412,0.733333,2023-05-04T10:13:27Z
208933,0.012865,0.666667,2023-05-04T10:13:52Z
209955,0.012803,0.666667,2023-05-04T10:13:53Z
210961,0.012742,0.666667,2023-05-04T10:13:54Z
211973,0.012681,0.666667,2023-05-04T10:13:55Z
212977,0.012621,0.666667,2023-05-04T10:13:56Z
213980,0.012562,0.666667,2023-05-04T10:13:57Z
214992,0.012503,0.666667,2023-05-04T10:13:58Z
216002,0.012444,0.666667,2023-05-04T10:13:59Z
217005,0.012387,0.666667,2023-05-04T10:14:00Z
218118,0.012324,0.666667,2023-05-04T10:14:01Z
219038,0.012272,0.666667,2023-05-04T10:14:02Z
220023,0.012217,0.666667,2023-05-04T10:14:03Z
221100,0.013171,0.684211,2023-05-04T10:14:04Z
222036,0.013115,0.684211,2023-05-04T10:14:05Z
223044,0.013056,0.684211,2023-05-04T10:14:06Z
224057,0.012997,0.684211,2023-05-04T10:14:07Z
225070,0.012938,0.684211,2023-05-04T10:14:08Z
226073,0.012881,0.684211,2023-05-04T10:14:09Z
227072,0.012824,0.684211,2023-05-04T10:14:10Z
228080,0.012767,0.684211,2023-05-04T10:14:11Z
229084,0.012711,0.684211,2023-05-04T10:14:12Z
230089,0.012656,0.684211,2023-05-04T10:14:13Z
231099,0.012601,0.684211,2023-05-04T10:14:14Z
232114,0.012546,0.684211,2023-05-04T10:14:15Z
233126,0.013452,0.700000,2023-05-04T10:14:16Z
234135,0.013394,0.700000,2023-05-04T10:14:17Z
235147,0.013336,0.700000,2023-05-04T10:14:18Z
236166,0.013279,0.700000,2023-05-04T10:14:19Z
237170,0.013223,0.700000,2023-05-04T10:14:20Z
238185,0.013166,0.700000,2023-05-04T10:14:21Z
239191,0.013111,0.700000,2023-05-04T10:14:22Z
240208,0.013055,0.700000,2023-05-04T10:14:23Z
241217,0.013001,0.700000,2023-05-04T10:14:24Z
242217,0.012947,0.700000,2023-05-04T10:14:25Z
243235,0.012893,0.700000,2023-05-04T10:14:26Z
244247,0.012839,0.700000,2023-05-04T10:14:27Z
257352,0.013056,0.681818,2023-05-04T10:14:41Z
258358,0.013005,0.681818,2023-05-04T10:14:42Z
259371,0.012954,0.681818,2023-05-04T10:14:43Z
260375,0.012904,0.681818,2023-05-04T10:14:44Z
261390,0.012854,0.681818,2023-05-04T10:14:45Z
262396,0.012805,0.681818,2023-05-04T10:14:46Z
263477,0.012753,0.681818,2023-05-04T10:14:47Z
264411,0.012708,0.681818,2023-05-04T10:14:48Z
265419,0.012659,0.681818,2023-05-04T10:14:49Z
266424,0.012611,0.681818,2023-05-04T10:14:50Z
267424,0.012564,0.681818,2023-05-04T10:14:51Z
268439,0.012517,0.681818,2023-05-04T10:14:52Z
269448,0.013301,0.695652,2023-05-04T10:14:53Z
270451,0.013252,0.695652,2023-05-04T10:14:54Z
271458,0.013203,0.695652,2023-05-04T10:14:55Z
272472,0.013154,0.695652,2023-05-04T10:14:56Z
273477,0.013105,0.695652,2023-05-04T10:14:57Z
274485,0.013057,0.695652,2023-05-04T10:14:58Z
275498,0.013009,0.695652,2023-05-04T10:14:59Z
276513,0.012961,0.695652,2023-05-04T10:15:00Z
277528,0.012914,0.695652,2023-05-04T10:15:01Z
278534,0.012867,0.695652,2023-05-04T10:15:02Z
279548,0.012821,0.695652,2023-05-04T10:15:03Z
280552,0.012775,0.695652,2023-05-04T10:15:04Z
281563,0.013525,0.708333,2023-05-04T10:15:05Z
282568,0.013476,0.708333,2023-05-04T10:15:06Z
283587,0.013428,0.708333,2023-05-04T10:15:07Z
284596,0.013380,0.708333,2023-05-04T10:15:08Z
285613,0.013333,0.708333,2023-05-04T10:15:09Z
286626,0.013286,0.708333,2023-05-04T10:15:10Z
287635,0.013239,0.708333,2023-05-04T10:15:11Z
288638,0.013193,0.708333,2023-05-04T10:15:12Z
289647,0.013147,0.708333,2023-05-04T10:15:13Z
290657,0.013101,0.708333,2023-05-04T10:15:14Z
291664,0.013056,0.708333,2023-05-04T10:15:15Z
292688,0.013010,0.708333,2023-05-04T10:15:16Z
317888,0.012684,0.666667,2023-05-04T10:15:41Z
318895,0.012644,0.666667,2023-05-04T10:15:42Z
319896,0.012604,0.666667,2023-05-04T10:15:43Z
320897,0.012565,0.666667,2023-05-04T10:15:44Z
321918,0.012525,0.666667,2023-05-04T10:15:45Z
322935,0.012485,0.666667,2023-05-04T10:15:46Z
323937,0.012447,0.666667,2023-05-04T10:15:47Z
324940,0.012408,0.666667,2023-05-04T10:15:48Z
325961,0.012370,0.666667,2023-05-04T10:15:49Z
326967,0.012332,0.666667,2023-05-04T10:15:50Z
327974,0.012294,0.666667,2023-05-04T10:15:51Z
328983,0.012256,0.666667,2023-05-04T10:15:52Z
329985,0.012898,0.678571,2023-05-04T10:15:53Z
330987,0.012859,0.678571,2023-05-04T10:15:54Z
332002,0.012819,0.678571,2023-05-04T10:15:55Z
333005,0.012781,0.678571,2023-05-04T10:15:56Z
334007,0.012742,0.678571,2023-05-04T10:15:57Z
335009,0.012704,0.678571,2023-05-04T10:15:58Z
336021,0.012666,0.678571,2023-05-04T10:15:59Z
337035,0.012628,0.678571,2023-05-04T10:16:00Z
338038,0.012590,0.678571,2023-05-04T10:16:01Z
339036,0.012553,0.678571,2023-05-04T10:16:02Z
340067,0.012515,0.678571,2023-05-04T10:16:03Z
341048,0.012479,0.678571,2023-05-04T10:16:04Z
342061,0.013097,0.689655,2023-05-04T10:16:05Z
343065,0.013059,0.689655,2023-05-04T10:16:06Z
344067,0.013021,0.689655,2023-05-04T10:16:07Z
345069,0.012983,0.689655,2023-05-04T10:16:08Z
346079,0.012945,0.689655,2023-05-04T10:16:09Z
347088,0.012907,0.689655,2023-05-04T10:16:10Z
348100,0.012870,0.689655,2023-05-04T10:16:11Z
349178,0.012830,0.689655,2023-05-04T10:16:12Z
350132,0.012795,0.689655,2023-05-04T10:16:13Z
351139,0.012758,0.689655,2023-05-04T10:16:14Z
352150,0.012722,0.689655,2023-05-04T10:16:15Z
353168,0.012685,0.689655,2023-05-04T10:16:16Z
354166,0.013282,0.700000,2023-05-04T10:16:17Z
355182,0.013244,0.700000,2023-05-04T10:16:18Z
356192,0.013206,0.700000,2023-05-04T10:16:19Z
357199,0.013169,0.700000,2023-05-04T10:16:20Z
358208,0.013132,0.700000,2023-05-04T10:16:21Z
359219,0.013095,0.700000,2023-05-04T10:16:22Z
360228,0.013058,0.700000,2023-05-04T10:16:23Z
361236,0.013022,0.700000,2023-05-04T10:16:24Z
362237,0.012986,0.700000,2023-05-04T10:16:25Z
363247,0.012950,0.700000,2023-05-04T10:16:26Z
364258,0.012914,0.700000,2023-05-04T10:16:27Z
365255,0.012879,0.700000,2023-05-04T10:16:28Z
378362,0.013025,0.687500,2023-05-04T10:16:42Z
379372,0.012990,0.687500,2023-05-04T10:16:43Z
380376,0.012956,0.687500,2023-05-04T10:16:44Z
381395,0.012921,0.687500,2023-05-04T10:16:45Z
382411,0.012887,0.687500,2023-05-04T10:16:46Z
383499,0.012850,0.687500,2023-05-04T10:16:47Z
384421,0.012819,0.687500,2023-05-04T10:16:48Z
385436,0.012786,0.687500,2023-05-04T10:16:49Z
386448,0.012752,0.687500,2023-05-04T10:16:50Z
387456,0.012719,0.687500,2023-05-04T10:16:51Z
388462,0.012686,0.687500,2023-05-04T10:16:52Z
389479,0.012653,0.687500,2023-05-04T10:16:53Z
402590,0.012797,0.676471,2023-05-04T10:17:06Z
403605,0.012765,0.676471,2023-05-04T10:17:07Z
404617,0.012733,0.676471,2023-05-04T10:17:08Z
405620,0.012702,0.676471,2023-05-04T10:17:09Z
406629,0.012670,0.676471,2023-05-04T10:17:10Z
407632,0.012639,0.676471,2023-05-04T10:17:11Z
408638,0.012608,0.676471,2023-05-04T10:17:12Z
409646,0.012577,0.676471,2023-05-04T10:17:13Z
410657,0.012546,0.676471,2023-05-04T10:17:14Z
411659,0.012515,0.676471,2023-05-04T10:17:15Z
412670,0.012485,0.676471,2023-05-04T10:17:16Z
413671,0.012454,0.676471,2023-05-04T10:17:17Z
414679,0.012964,0.685714,2023-05-04T10:17:18Z
415685,0.012933,0.685714,2023-05-04T10:17:19Z
416696,0.012901,0.685714,2023-05-04T10:17:20Z
417694,0.012871,0.685714,2023-05-04T10:17:21Z
418712,0.012839,0.685714,2023-05-04T10:17:22Z
419713,0.012809,0.685714,2023-05-04T10:17:23Z
420739,0.012778,0.685714,2023-05-04T10:17:24Z
421733,0.012747,0.685714,2023-05-04T10:17:25Z
422751,0.012717,0.685714,2023-05-04T10:17:26Z
423740,0.012687,0.685714,2023-05-04T10:17:27Z
424749,0.012657,0.685714,2023-05-04T10:17:28Z
425762,0.012627,0.685714,2023-05-04T10:17:29Z
450955,0.012418,0.657895,2023-05-04T10:17:54Z
451957,0.012391,0.657895,2023-05-04T10:17:55Z
452961,0.012363,0.657895,2023-05-04T10:17:56Z
453973,0.012336,0.657895,2023-05-04T10:17:57Z
454983,0.012308,0.657895,2023-05-04T10:17:58Z
456001,0.012281,0.657895,2023-05-04T10:17:59Z
457002,0.012254,0.657895,2023-05-04T10:18:00Z
458012,0.012227,0.657895,2023-05-04T10:18:01Z
459028,0.012200,0.657895,2023-05-04T10:18:02Z
460032,0.012173,0.657895,2023-05-04T10:18:03Z
461041,0.012146,0.657895,2023-05-04T10:18:04Z
463047,0.012578,0.666667,2023-05-04T10:18:06Z
464067,0.012550,0.666667,2023-05-04T10:18:07Z
465076,0.012523,0.666667,2023-05-04T10:18:08Z
466080,0.012496,0.666667,2023-05-04T10:18:09Z
467101,0.012468,0.666667,2023-05-04T10:18:10Z
468108,0.012442,0.666667,2023-05-04T10:18:11Z
469105,0.012415,0.666667,2023-05-04T10:18:12Z
470117,0.012388,0.666667,2023-05-04T10:18:13Z
471120,0.012362,0.666667,2023-05-04T10:18:14Z
472130,0.012336,0.666667,2023-05-04T10:18:15Z
473137,0.012309,0.666667,2023-05-04T10:18:16Z
475166,0.012728,0.675000,2023-05-04T10:18:18Z
476172,0.012701,0.675000,2023-05-04T10:18:19Z
477182,0.012674,0.675000,2023-05-04T10:18:20Z
478188,0.012648,0.675000,2023-05-04T10:18:21Z
479358,0.012617,0.675000,2023-05-04T10:18:23Z
480210,0.012595,0.675000,2023-05-04T10:18:23Z
481217,0.012568,0.675000,2023-05-04T10:18:24Z
482229,0.012542,0.675000,2023-05-04T10:18:25Z
483238,0.012516,0.675000,2023-05-04T10:18:26Z
484243,0.012490,0.675000,2023-05-04T10:18:27Z
485316,0.012462,0.675000,2023-05-04T10:18:29Z
499377,0.012560,0.666667,2023-05-04T10:18:43Z
500399,0.012534,0.666667,2023-05-04T10:18:44Z
501400,0.012509,0.666667,2023-05-04T10:18:45Z
502407,0.012484,0.666667,2023-05-04T10:18:46Z
503409,0.012459,0.666667,2023-05-04T10:18:47Z
504404,0.012434,0.666667,2023-05-04T10:18:48Z
505417,0.012410,0.666667,2023-05-04T10:18:49Z
506422,0.012385,0.666667,2023-05-04T10:18:50Z
507431,0.012360,0.666667,2023-05-04T10:18:51Z
508439,0.012336,0.666667,2023-05-04T10:18:52Z
509442,0.012312,0.666667,2023-05-04T10:18:53Z
511449,0.012701,0.674419,2023-05-04T10:18:55Z
512469,0.012676,0.674419,2023-05-04T10:18:56Z
513467,0.012651,0.674419,2023-05-04T10:18:57Z
514473,0.012627,0.674419,2023-05-04T10:18:58Z
515489,0.012602,0.674419,2023-05-04T10:18:59Z
516494,0.012577,0.674419,2023-05-04T10:19:00Z
517494,0.012553,0.674419,2023-05-04T10:19:01Z
518500,0.012528,0.674419,2023-05-04T10:19:02Z
519532,0.012504,0.674419,2023-05-04T10:19:03Z
520512,0.012480,0.674419,2023-05-04T10:19:04Z
521537,0.012455,0.674419,2023-05-04T10:19:05Z
523549,0.012835,0.681818,2023-05-04T10:19:07Z
524562,0.012811,0.681818,2023-05-04T10:19:08Z
525561,0.012786,0.681818,2023-05-04T10:19:09Z
526567,0.012762,0.681818,2023-05-04T10:19:10Z
527581,0.012737,0.681818,2023-05-04T10:19:11Z
528591,0.012713,0.681818,2023-05-04T10:19:12Z
529733,0.012686,0.681818,2023-05-04T10:19:13Z
530603,0.012665,0.681818,2023-05-04T10:19:14Z
531617,0.012641,0.681818,2023-05-04T10:19:15Z
532629,0.012617,0.681818,2023-05-04T10:19:16Z
533642,0.012593,0.681818,2023-05-04T10:19:17Z
535658,0.012963,0.688889,2023-05-04T10:19:19Z
536669,0.012939,0.688889,2023-05-04T10:19:20Z
537680,0.012915,0.688889,2023-05-04T10:19:21Z
538698,0.012890,0.688889,2023-05-04T10:19:22Z
539707,0.012866,0.688889,2023-05-04T10:19:23Z
540708,0.012842,0.688889,2023-05-04T10:19:24Z
541730,0.012818,0.688889,2023-05-04T10:19:25Z
542741,0.012794,0.688889,2023-05-04T10:19:26Z
543741,0.012771,0.688889,2023-05-04T10:19:27Z
544740,0.012747,0.688889,2023-05-04T10:19:28Z
545740,0.012724,0.688889,2023-05-04T10:19:29Z
559866,0.012803,0.680851,2023-05-04T10:19:43Z
560879,0.012780,0.680851,2023-05-04T10:19:44Z
561889,0.012757,0.680851,2023-05-04T10:19:45Z
562906,0.012734,0.680851,2023-05-04T10:19:46Z
563945,0.012710,0.680851,2023-05-04T10:19:47Z
564931,0.012688,0.680851,2023-05-04T10:19:48Z
565932,0.012666,0.680851,2023-05-04T10:19:49Z
566938,0.012643,0.680851,2023-05-04T10:19:50Z
567951,0.012621,0.680851,2023-05-04T10:19:51Z
568953,0.012599,0.680851,2023-05-04T10:19:52Z
569959,0.012576,0.680851,2023-05-04T10:19:53Z
571965,0.012924,0.687500,2023-05-04T10:19:55Z
572977,0.012901,0.687500,2023-05-04T10:19:56Z
573986,0.012878,0.687500,2023-05-04T10:19:57Z
