TotalTime(ms),Throughput(kbp),PDR,time
3682,0.060829,1.000000,2023-05-31T17:05:00Z
13699,0.032703,1.000000,2023-05-31T17:05:10Z
23715,0.028337,1.000000,2023-05-31T17:05:20Z
33753,0.026545,1.000000,2023-05-31T17:05:30Z
43762,0.025593,1.000000,2023-05-31T17:05:40Z
53769,0.024996,1.000000,2023-05-31T17:05:50Z
63790,0.024581,1.000000,2023-05-31T17:06:00Z
73801,0.024282,1.000000,2023-05-31T17:06:10Z
83829,0.024049,1.000000,2023-05-31T17:06:20Z
93845,0.023869,1.000000,2023-05-31T17:06:30Z
103939,0.023706,1.000000,2023-05-31T17:06:40Z
133914,0.020073,0.857143,2023-05-31T17:07:10Z
153951,0.018915,0.812500,2023-05-31T17:07:30Z
163966,0.019126,0.823529,2023-05-31T17:07:40Z
173982,0.019312,0.833333,2023-05-31T17:07:50Z
184001,0.019478,0.842105,2023-05-31T17:08:00Z
194010,0.019628,0.850000,2023-05-31T17:08:10Z
204039,0.019761,0.857143,2023-05-31T17:08:20Z
214065,0.019882,0.863636,2023-05-31T17:08:30Z
234083,0.019138,0.833333,2023-05-31T17:08:50Z
254126,0.018511,0.807692,2023-05-31T17:09:10Z
264136,0.018657,0.814815,2023-05-31T17:09:20Z
274153,0.018792,0.821429,2023-05-31T17:09:30Z
294178,0.018275,0.800000,2023-05-31T17:09:50Z
304190,0.018410,0.806452,2023-05-31T17:10:00Z
314218,0.018535,0.812500,2023-05-31T17:10:10Z
324232,0.018653,0.818182,2023-05-31T17:10:20Z
344266,0.018218,0.800000,2023-05-31T17:10:40Z
354285,0.018336,0.805556,2023-05-31T17:10:51Z
374325,0.017952,0.789474,2023-05-31T17:11:11Z
384342,0.018067,0.794872,2023-05-31T17:11:21Z
394359,0.018176,0.800000,2023-05-31T17:11:31Z
404387,0.018280,0.804878,2023-05-31T17:11:41Z
414402,0.018378,0.809524,2023-05-31T17:11:51Z
434431,0.018047,0.795455,2023-05-31T17:12:11Z
454814,0.017730,0.782609,2023-05-31T17:12:31Z
464477,0.017844,0.787234,2023-05-31T17:12:41Z
474485,0.017939,0.791667,2023-05-31T17:12:51Z
494506,0.017666,0.780000,2023-05-31T17:13:11Z
504524,0.017759,0.784314,2023-05-31T17:13:21Z
514553,0.017849,0.788462,2023-05-31T17:13:31Z
524560,0.017935,0.792453,2023-05-31T17:13:41Z
534576,0.018018,0.796296,2023-05-31T17:13:51Z
544646,0.018096,0.800000,2023-05-31T17:14:01Z
574629,0.017542,0.775862,2023-05-31T17:14:31Z
584633,0.017625,0.779661,2023-05-31T17:14:41Z
594656,0.017704,0.783333,2023-05-31T17:14:51Z
614669,0.017492,0.774194,2023-05-31T17:15:11Z
624691,0.017570,0.777778,2023-05-31T17:15:21Z
634723,0.017646,0.781250,2023-05-31T17:15:31Z
644728,0.017719,0.784615,2023-05-31T17:15:41Z
654759,0.017790,0.787879,2023-05-31T17:15:51Z
674786,0.017594,0.779412,2023-05-31T17:16:11Z
684810,0.017663,0.782609,2023-05-31T17:16:21Z
694816,0.017731,0.785714,2023-05-31T17:16:31Z
714852,0.017548,0.777778,2023-05-31T17:16:51Z
734872,0.017374,0.770270,2023-05-31T17:17:11Z
744882,0.017442,0.773333,2023-05-31T17:17:21Z
754911,0.017507,0.776316,2023-05-31T17:17:31Z
764932,0.017570,0.779221,2023-05-31T17:17:41Z
784936,0.017408,0.772152,2023-05-31T17:18:01Z
794961,0.017470,0.775000,2023-05-31T17:18:11Z
804972,0.017531,0.777778,2023-05-31T17:18:21Z
814997,0.017590,0.780488,2023-05-31T17:18:31Z
825021,0.017648,0.783133,2023-05-31T17:18:41Z
835045,0.017704,0.785714,2023-05-31T17:18:51Z
855074,0.017552,0.779070,2023-05-31T17:19:11Z
865087,0.017607,0.781609,2023-05-31T17:19:21Z
