TotalTime(ms),Throughput(kbp),PDR,time
4158,0.053872,1.000000,2023-05-08T18:59:51Z
5132,0.043648,1.000000,2023-05-08T18:59:52Z
6183,0.036231,1.000000,2023-05-08T18:59:53Z
7170,0.031242,1.000000,2023-05-08T18:59:54Z
8197,0.027327,1.000000,2023-05-08T18:59:55Z
9197,0.024355,1.000000,2023-05-08T18:59:56Z
10212,0.021936,1.000000,2023-05-08T18:59:57Z
11216,0.019972,1.000000,2023-05-08T18:59:58Z
12208,0.018349,1.000000,2023-05-08T18:59:59Z
13228,0.016934,1.000000,2023-05-08T19:00:00Z
14252,0.015717,1.000000,2023-05-08T19:00:01Z
15262,0.014677,1.000000,2023-05-08T19:00:02Z
16250,0.027569,1.000000,2023-05-08T19:00:03Z
17252,0.025967,1.000000,2023-05-08T19:00:04Z
18277,0.024512,1.000000,2023-05-08T19:00:05Z
19276,0.023241,1.000000,2023-05-08T19:00:06Z
20256,0.022117,1.000000,2023-05-08T19:00:07Z
21289,0.021044,1.000000,2023-05-08T19:00:08Z
22328,0.020064,1.000000,2023-05-08T19:00:09Z
23317,0.019213,1.000000,2023-05-08T19:00:10Z
24322,0.018419,1.000000,2023-05-08T19:00:11Z
25336,0.017682,1.000000,2023-05-08T19:00:12Z
26372,0.016988,1.000000,2023-05-08T19:00:13Z
27343,0.016384,1.000000,2023-05-08T19:00:14Z
28388,0.023672,1.000000,2023-05-08T19:00:15Z
29373,0.022878,1.000000,2023-05-08T19:00:16Z
30371,0.022126,1.000000,2023-05-08T19:00:17Z
31380,0.021415,1.000000,2023-05-08T19:00:18Z
32402,0.020739,1.000000,2023-05-08T19:00:19Z
33397,0.020121,1.000000,2023-05-08T19:00:20Z
34412,0.019528,1.000000,2023-05-08T19:00:21Z
35435,0.018964,1.000000,2023-05-08T19:00:22Z
36437,0.018443,1.000000,2023-05-08T19:00:23Z
37439,0.017949,1.000000,2023-05-08T19:00:24Z
38452,0.017476,1.000000,2023-05-08T19:00:25Z
39541,0.016995,1.000000,2023-05-08T19:00:26Z
40474,0.022138,1.000000,2023-05-08T19:00:27Z
41469,0.021607,1.000000,2023-05-08T19:00:28Z
42488,0.021088,1.000000,2023-05-08T19:00:29Z
43483,0.020606,1.000000,2023-05-08T19:00:30Z
44489,0.020140,1.000000,2023-05-08T19:00:31Z
45503,0.019691,1.000000,2023-05-08T19:00:32Z
46502,0.019268,1.000000,2023-05-08T19:00:33Z
47504,0.018862,1.000000,2023-05-08T19:00:34Z
48718,0.018391,1.000000,2023-05-08T19:00:36Z
49540,0.018087,1.000000,2023-05-08T19:00:36Z
50612,0.017703,1.000000,2023-05-08T19:00:38Z
51583,0.017370,1.000000,2023-05-08T19:00:38Z
52586,0.021298,1.000000,2023-05-08T19:00:39Z
53569,0.020908,1.000000,2023-05-08T19:00:40Z
54578,0.020521,1.000000,2023-05-08T19:00:41Z
55599,0.020144,1.000000,2023-05-08T19:00:43Z
56606,0.019786,1.000000,2023-05-08T19:00:44Z
57594,0.019447,1.000000,2023-05-08T19:00:45Z
58594,0.019114,1.000000,2023-05-08T19:00:46Z
59621,0.018785,1.000000,2023-05-08T19:00:47Z
60651,0.018466,1.000000,2023-05-08T19:00:48Z
61632,0.018172,1.000000,2023-05-08T19:00:49Z
62638,0.017881,1.000000,2023-05-08T19:00:50Z
63623,0.017604,1.000000,2023-05-08T19:00:51Z
76718,0.017519,0.857143,2023-05-08T19:01:04Z
77748,0.017287,0.857143,2023-05-08T19:01:05Z
78748,0.017067,0.857143,2023-05-08T19:01:06Z
79763,0.016850,0.857143,2023-05-08T19:01:07Z
80743,0.016645,0.857143,2023-05-08T19:01:08Z
81769,0.016437,0.857143,2023-05-08T19:01:09Z
82783,0.016235,0.857143,2023-05-08T19:01:10Z
83792,0.016040,0.857143,2023-05-08T19:01:11Z
84808,0.015848,0.857143,2023-05-08T19:01:12Z
85841,0.015657,0.857143,2023-05-08T19:01:13Z
86828,0.015479,0.857143,2023-05-08T19:01:14Z
87836,0.015301,0.857143,2023-05-08T19:01:15Z
88847,0.017648,0.875000,2023-05-08T19:01:16Z
89937,0.017434,0.875000,2023-05-08T19:01:17Z
91014,0.017228,0.875000,2023-05-08T19:01:18Z
91839,0.017073,0.875000,2023-05-08T19:01:19Z
92839,0.016889,0.875000,2023-05-08T19:01:20Z
93863,0.016705,0.875000,2023-05-08T19:01:21Z
94880,0.016526,0.875000,2023-05-08T19:01:22Z
95859,0.016357,0.875000,2023-05-08T19:01:23Z
96874,0.016186,0.875000,2023-05-08T19:01:24Z
97895,0.016017,0.875000,2023-05-08T19:01:25Z
98931,0.015849,0.875000,2023-05-08T19:01:26Z
