TotalTime(ms),Throughput(kbp),PDR,time
3738,0.059921,1.000000,2023-05-04T14:34:47Z
4742,0.047233,1.000000,2023-05-04T14:34:48Z
5748,0.038970,1.000000,2023-05-04T14:34:49Z
6753,0.033172,1.000000,2023-05-04T14:34:50Z
7755,0.028884,1.000000,2023-05-04T14:34:51Z
8756,0.025583,1.000000,2023-05-04T14:34:52Z
9760,0.022950,1.000000,2023-05-04T14:34:53Z
10766,0.020806,1.000000,2023-05-04T14:34:54Z
13782,0.032505,1.000000,2023-05-04T14:34:57Z
14789,0.030293,1.000000,2023-05-04T14:34:58Z
15791,0.028370,1.000000,2023-05-04T14:34:59Z
16800,0.026667,1.000000,2023-05-04T14:35:00Z
17809,0.025156,1.000000,2023-05-04T14:35:01Z
18816,0.023809,1.000000,2023-05-04T14:35:02Z
19830,0.022592,1.000000,2023-05-04T14:35:03Z
20834,0.021504,1.000000,2023-05-04T14:35:04Z
23851,0.028175,1.000000,2023-05-04T14:35:07Z
24851,0.027041,1.000000,2023-05-04T14:35:08Z
25855,0.025991,1.000000,2023-05-04T14:35:09Z
26860,0.025019,1.000000,2023-05-04T14:35:10Z
27873,0.024110,1.000000,2023-05-04T14:35:11Z
28880,0.023269,1.000000,2023-05-04T14:35:12Z
29897,0.022477,1.000000,2023-05-04T14:35:13Z
30899,0.021748,1.000000,2023-05-04T14:35:14Z
33930,0.026407,1.000000,2023-05-04T14:35:17Z
34929,0.025652,1.000000,2023-05-04T14:35:18Z
35941,0.024929,1.000000,2023-05-04T14:35:19Z
36951,0.024248,1.000000,2023-05-04T14:35:20Z
37965,0.023601,1.000000,2023-05-04T14:35:21Z
38980,0.022986,1.000000,2023-05-04T14:35:22Z
39986,0.022408,1.000000,2023-05-04T14:35:23Z
40984,0.021862,1.000000,2023-05-04T14:35:24Z
44002,0.025453,1.000000,2023-05-04T14:35:27Z
45004,0.024887,1.000000,2023-05-04T14:35:28Z
46366,0.024156,1.000000,2023-05-04T14:35:30Z
47026,0.023817,1.000000,2023-05-04T14:35:30Z
48044,0.023312,1.000000,2023-05-04T14:35:31Z
49045,0.022836,1.000000,2023-05-04T14:35:32Z
50068,0.022370,1.000000,2023-05-04T14:35:33Z
51066,0.021932,1.000000,2023-05-04T14:35:34Z
54088,0.024848,1.000000,2023-05-04T14:35:37Z
55094,0.024395,1.000000,2023-05-04T14:35:38Z
56096,0.023959,1.000000,2023-05-04T14:35:39Z
57102,0.023537,1.000000,2023-05-04T14:35:40Z
58113,0.023127,1.000000,2023-05-04T14:35:41Z
59117,0.022734,1.000000,2023-05-04T14:35:42Z
60132,0.022351,1.000000,2023-05-04T14:35:43Z
61144,0.021981,1.000000,2023-05-04T14:35:44Z
64154,0.024441,1.000000,2023-05-04T14:35:47Z
65162,0.024063,1.000000,2023-05-04T14:35:48Z
66173,0.023696,1.000000,2023-05-04T14:35:49Z
67185,0.023338,1.000000,2023-05-04T14:35:50Z
68203,0.022990,1.000000,2023-05-04T14:35:52Z
