TotalTime(ms),Throughput(kbp),PDR,time
2043,0.109667,1.000000,2023-05-02T20:28:36Z
3047,0.073515,1.000000,2023-05-02T20:28:37Z
4061,0.055152,1.000000,2023-05-02T20:28:38Z
5065,0.044225,1.000000,2023-05-02T20:28:39Z
6071,0.036898,1.000000,2023-05-02T20:28:40Z
7069,0.031689,1.000000,2023-05-02T20:28:41Z
8078,0.027728,1.000000,2023-05-02T20:28:42Z
9095,0.024628,1.000000,2023-05-02T20:28:43Z
10109,0.022159,1.000000,2023-05-02T20:28:44Z
11231,0.019945,1.000000,2023-05-02T20:28:45Z
12120,0.018482,1.000000,2023-05-02T20:28:46Z
13131,0.017059,1.000000,2023-05-02T20:28:47Z
14142,0.031679,1.000000,2023-05-02T20:28:48Z
15211,0.029453,1.000000,2023-05-02T20:28:49Z
16160,0.027723,1.000000,2023-05-02T20:28:50Z
17172,0.026089,1.000000,2023-05-02T20:28:51Z
18188,0.024631,1.000000,2023-05-02T20:28:52Z
19178,0.023360,1.000000,2023-05-02T20:28:53Z
20183,0.022196,1.000000,2023-05-02T20:28:54Z
21188,0.021144,1.000000,2023-05-02T20:28:55Z
22198,0.020182,1.000000,2023-05-02T20:28:56Z
23199,0.019311,1.000000,2023-05-02T20:28:57Z
24209,0.018506,1.000000,2023-05-02T20:28:58Z
25223,0.017761,1.000000,2023-05-02T20:28:59Z
26237,0.025613,1.000000,2023-05-02T20:29:00Z
27242,0.024668,1.000000,2023-05-02T20:29:01Z
28262,0.023777,1.000000,2023-05-02T20:29:02Z
29259,0.022968,1.000000,2023-05-02T20:29:03Z
30260,0.022208,1.000000,2023-05-02T20:29:04Z
31263,0.021495,1.000000,2023-05-02T20:29:05Z
32278,0.020819,1.000000,2023-05-02T20:29:06Z
33285,0.020189,1.000000,2023-05-02T20:29:07Z
34300,0.019592,1.000000,2023-05-02T20:29:08Z
35346,0.019012,1.000000,2023-05-02T20:29:09Z
36307,0.018509,1.000000,2023-05-02T20:29:10Z
37308,0.018012,1.000000,2023-05-02T20:29:11Z
38326,0.023379,1.000000,2023-05-02T20:29:12Z
39333,0.022780,1.000000,2023-05-02T20:29:13Z
40331,0.022216,1.000000,2023-05-02T20:29:14Z
41333,0.021678,1.000000,2023-05-02T20:29:15Z
42337,0.021164,1.000000,2023-05-02T20:29:16Z
43346,0.020671,1.000000,2023-05-02T20:29:17Z
44354,0.020201,1.000000,2023-05-02T20:29:18Z
45360,0.019753,1.000000,2023-05-02T20:29:19Z
46367,0.019324,1.000000,2023-05-02T20:29:20Z
47422,0.018894,1.000000,2023-05-02T20:29:21Z
48473,0.018484,1.000000,2023-05-02T20:29:22Z
49392,0.018141,1.000000,2023-05-02T20:29:23Z
50394,0.022225,1.000000,2023-05-02T20:29:24Z
51398,0.021791,1.000000,2023-05-02T20:29:25Z
52414,0.021368,1.000000,2023-05-02T20:29:26Z
53601,0.020895,1.000000,2023-05-02T20:29:27Z
54436,0.020575,1.000000,2023-05-02T20:29:28Z
55442,0.020201,1.000000,2023-05-02T20:29:29Z
56453,0.019839,1.000000,2023-05-02T20:29:30Z
57463,0.019491,1.000000,2023-05-02T20:29:31Z
58478,0.019153,1.000000,2023-05-02T20:29:32Z
59491,0.018826,1.000000,2023-05-02T20:29:33Z
60504,0.018511,1.000000,2023-05-02T20:29:34Z
61514,0.018207,1.000000,2023-05-02T20:29:35Z
62530,0.021494,1.000000,2023-05-02T20:29:36Z
63534,0.021154,1.000000,2023-05-02T20:29:37Z
64534,0.020826,1.000000,2023-05-02T20:29:38Z
65535,0.020508,1.000000,2023-05-02T20:29:39Z
66543,0.020197,1.000000,2023-05-02T20:29:40Z
67550,0.019896,1.000000,2023-05-02T20:29:41Z
68554,0.019605,1.000000,2023-05-02T20:29:42Z
69559,0.019322,1.000000,2023-05-02T20:29:43Z
70578,0.019043,1.000000,2023-05-02T20:29:44Z
71587,0.018774,1.000000,2023-05-02T20:29:45Z
72593,0.018514,1.000000,2023-05-02T20:29:46Z
73597,0.018262,1.000000,2023-05-02T20:29:47Z
110913,0.014137,0.700000,2023-05-02T20:30:25Z
111922,0.014010,0.700000,2023-05-02T20:30:26Z
112925,0.013885,0.700000,2023-05-02T20:30:27Z
113929,0.013763,0.700000,2023-05-02T20:30:28Z
114938,0.013642,0.700000,2023-05-02T20:30:29Z
115948,0.013523,0.700000,2023-05-02T20:30:30Z
116955,0.013407,0.700000,2023-05-02T20:30:31Z
117963,0.013292,0.700000,2023-05-02T20:30:32Z
118978,0.013179,0.700000,2023-05-02T20:30:33Z
119986,0.013068,0.700000,2023-05-02T20:30:34Z
120990,0.012960,0.700000,2023-05-02T20:30:35Z
121992,0.012853,0.700000,2023-05-02T20:30:36Z
122995,0.014570,0.727273,2023-05-02T20:30:37Z
124011,0.014450,0.727273,2023-05-02T20:30:38Z
125030,0.014333,0.727273,2023-05-02T20:30:39Z
126027,0.014219,0.727273,2023-05-02T20:30:40Z
127041,0.014106,0.727273,2023-05-02T20:30:41Z
128043,0.013995,0.727273,2023-05-02T20:30:42Z
129045,0.013887,0.727273,2023-05-02T20:30:43Z
130049,0.013779,0.727273,2023-05-02T20:30:44Z
131068,0.013672,0.727273,2023-05-02T20:30:45Z
132054,0.013570,0.727273,2023-05-02T20:30:46Z
133063,0.013467,0.727273,2023-05-02T20:30:47Z
134068,0.013366,0.727273,2023-05-02T20:30:48Z
159277,0.012657,0.642857,2023-05-02T20:31:13Z
160287,0.012577,0.642857,2023-05-02T20:31:14Z
161302,0.012498,0.642857,2023-05-02T20:31:15Z
162312,0.012421,0.642857,2023-05-02T20:31:16Z
163320,0.012344,0.642857,2023-05-02T20:31:17Z
164331,0.012268,0.642857,2023-05-02T20:31:18Z
165331,0.012194,0.642857,2023-05-02T20:31:19Z
166333,0.012120,0.642857,2023-05-02T20:31:20Z
167349,0.012047,0.642857,2023-05-02T20:31:21Z
168360,0.011974,0.642857,2023-05-02T20:31:22Z
169372,0.011903,0.642857,2023-05-02T20:31:23Z
170375,0.011833,0.642857,2023-05-02T20:31:24Z
183502,0.012207,0.625000,2023-05-02T20:31:37Z
184502,0.012141,0.625000,2023-05-02T20:31:38Z
185517,0.012074,0.625000,2023-05-02T20:31:39Z
186524,0.012009,0.625000,2023-05-02T20:31:40Z
187529,0.011945,0.625000,2023-05-02T20:31:41Z
188541,0.011881,0.625000,2023-05-02T20:31:42Z
189551,0.011817,0.625000,2023-05-02T20:31:43Z
190560,0.011755,0.625000,2023-05-02T20:31:44Z
191568,0.011693,0.625000,2023-05-02T20:31:45Z
192581,0.011631,0.625000,2023-05-02T20:31:46Z
193591,0.011571,0.625000,2023-05-02T20:31:47Z
194593,0.011511,0.625000,2023-05-02T20:31:48Z
207699,0.011863,0.611111,2023-05-02T20:32:01Z
208707,0.011806,0.611111,2023-05-02T20:32:02Z
209729,0.011749,0.611111,2023-05-02T20:32:03Z
210706,0.011694,0.611111,2023-05-02T20:32:04Z
211716,0.011638,0.611111,2023-05-02T20:32:05Z
212718,0.011583,0.611111,2023-05-02T20:32:06Z
213732,0.011528,0.611111,2023-05-02T20:32:07Z
