PDR,time,TotalTime(ms),Throughput(kbp)
1, 2022-05-22T18:19:43Z,11876,0.018862
1, 2022-05-22T18:19:55Z,24544,0.018253
1, 2022-05-22T18:20:08Z,37215,0.018057
1, 2022-05-22T18:20:21Z,49890,0.01796
1, 2022-05-22T18:20:33Z,62866,0.017816
0.833333, 2022-05-22T18:20:46Z,75448,0.014845
0.857143, 2022-05-22T18:20:59Z,87917,0.015287
0.875, 2022-05-22T18:21:11Z,100789,0.015557
0.888889, 2022-05-22T18:21:24Z,113462,0.015794
0.9, 2022-05-22T18:21:37Z,125937,0.016008
0.818182, 2022-05-22T18:21:49Z,138802,0.014524
0.833333, 2022-05-22T18:22:02Z,151330,0.014802
0.769231, 2022-05-22T18:22:15Z,164150,0.013646
0.785714, 2022-05-22T18:22:27Z,176823,0.013935
0.733333, 2022-05-22T18:22:40Z,189486,0.013004
0.6875, 2022-05-22T18:22:53Z,202164,0.012188
0.705882, 2022-05-22T18:23:05Z,214768,0.012516
0.722222, 2022-05-22T18:23:18Z,227287,0.012812
0.736842, 2022-05-22T18:23:31Z,240180,0.013057
0.75, 2022-05-22T18:23:43Z,252632,0.0133
0.761905, 2022-05-22T18:23:56Z,265518,0.013498
0.772727, 2022-05-22T18:24:09Z,278187,0.013689
0.782609, 2022-05-22T18:24:21Z,290681,0.013871
0.791667, 2022-05-22T18:24:34Z,303321,0.014031
0.76, 2022-05-22T18:24:47Z,316202,0.01346
0.730769, 2022-05-22T18:25:00Z,328873,0.012941
0.703704, 2022-05-22T18:25:12Z,341543,0.012461
0.714286, 2022-05-22T18:25:25Z,353997,0.012655
0.689655, 2022-05-22T18:25:38Z,366962,0.012208
0.7, 2022-05-22T18:25:50Z,379339,0.012401
0.677419, 2022-05-22T18:26:03Z,392230,0.011993
0.6875, 2022-05-22T18:26:15Z,404683,0.012177
0.666667, 2022-05-22T18:26:28Z,417581,0.011801
0.676471, 2022-05-22T18:26:41Z,430250,0.011974
0.685714, 2022-05-22T18:26:53Z,442696,0.012144
0.666667, 2022-05-22T18:27:06Z,455593,0.0118
0.648649, 2022-05-22T18:27:19Z,468263,0.011481
0.657895, 2022-05-22T18:27:31Z,480717,0.011649
0.666667, 2022-05-22T18:27:44Z,493385,0.011804
0.675, 2022-05-22T18:27:57Z,506059,0.011951
0.658537, 2022-05-22T18:28:10Z,518946,0.011654
0.666667, 2022-05-22T18:28:22Z,531429,0.011802
0.651163, 2022-05-22T18:28:35Z,544292,0.011523
0.659091, 2022-05-22T18:28:47Z,556741,0.011668
0.644444, 2022-05-22T18:29:00Z,569634,0.011404
0.630435, 2022-05-22T18:29:13Z,582306,0.011156
0.638298, 2022-05-22T18:29:25Z,594760,0.011299
0.645833, 2022-05-22T18:29:38Z,607427,0.011432
0.653061, 2022-05-22T18:29:51Z,620342,0.011555
0.64, 2022-05-22T18:30:04Z,633000,0.011324
0.647059, 2022-05-22T18:30:16Z,645449,0.011452
0.653846, 2022-05-22T18:30:29Z,658118,0.011572
0.641509, 2022-05-22T18:30:42Z,671015,0.01135
0.648148, 2022-05-22T18:30:54Z,683462,0.011471
0.654545, 2022-05-22T18:31:07Z,696359,0.01158
0.660714, 2022-05-22T18:31:20Z,709027,0.011689
0.666667, 2022-05-22T18:31:32Z,721698,0.011794
0.672414, 2022-05-22T18:31:45Z,734157,0.011899
0.677966, 2022-05-22T18:31:57Z,746821,0.011998
0.683333, 2022-05-22T18:32:10Z,759493,0.012092
0.672131, 2022-05-22T18:32:23Z,772455,0.011889
0.677419, 2022-05-22T18:32:35Z,784842,0.011987
0.68254, 2022-05-22T18:32:48Z,797509,0.012078
0.6875, 2022-05-22T18:33:01Z,810180,0.012165
0.692308, 2022-05-22T18:33:14Z,823021,0.012248
0.681818, 2022-05-22T18:33:26Z,835743,0.012061
0.671642, 2022-05-22T18:33:39Z,848417,0.011881
0.676471, 2022-05-22T18:33:52Z,860868,0.011969
0.666667, 2022-05-22T18:34:04Z,873758,0.011793
0.671429, 2022-05-22T18:34:17Z,886202,0.01188
0.676056, 2022-05-22T18:34:42Z,911557,0.011795
0.666667, 2022-05-22T18:34:55Z,924444,0.011631
0.671233, 2022-05-22T18:35:08Z,936905,0.011715
0.675676, 2022-05-22T18:35:20Z,949567,0.011795
0.68, 2022-05-22T18:35:33Z,962239,0.011872
0.684211, 2022-05-22T18:35:46Z,974916,0.011948
0.688312, 2022-05-22T18:35:58Z,987662,0.01202
0.679487, 2022-05-22T18:36:11Z,1000473,0.011866
0.683544, 2022-05-22T18:36:24Z,1012925,0.011942
0.6875, 2022-05-22T18:36:36Z,1025820,0.01201
0.691358, 2022-05-22T18:36:49Z,1038270,0.012082
0.695122, 2022-05-22T18:37:02Z,1050942,0.012149
0.698795, 2022-05-22T18:37:14Z,1063610,0.012215
0.702381, 2022-05-22T18:37:27Z,1076290,0.012279
0.705882, 2022-05-22T18:37:52Z,1101633,0.0122
0.709302, 2022-05-22T18:38:05Z,1114306,0.012262
0.701149, 2022-05-22T18:38:18Z,1127190,0.012122
0.704545, 2022-05-22T18:38:30Z,1139645,0.012186
0.696629, 2022-05-22T18:38:43Z,1152543,0.01205
0.688889, 2022-05-22T18:38:56Z,1165201,0.011919
0.681319, 2022-05-22T18:39:09Z,1177881,0.011791
0.684783, 2022-05-22T18:39:21Z,1190331,0.011856
0.688172, 2022-05-22T18:39:34Z,1203061,0.011916
0.680851, 2022-05-22T18:39:47Z,1215891,0.011791
0.684211, 2022-05-22T18:39:59Z,1228566,0.011851
0.6875, 2022-05-22T18:40:12Z,1241026,0.011913
0.680412, 2022-05-22T18:40:25Z,1253911,0.01179
0.673469, 2022-05-22T18:40:37Z,1266577,0.011672
0.666667, 2022-05-22T18:40:50Z,1279253,0.011557
0.67, 2022-05-22T18:41:02Z,1291748,0.011618
0.663366, 2022-05-22T18:41:15Z,1304599,0.011504
0.666667, 2022-05-22T18:41:28Z,1317056,0.011565
0.660194, 2022-05-22T18:41:41Z,1329938,0.011453
0.653846, 2022-05-22T18:41:53Z,1342615,0.011345
0.657143, 2022-05-22T18:42:06Z,1355066,0.011406
0.660377, 2022-05-22T18:42:18Z,1367735,0.011464
0.663551, 2022-05-22T18:42:31Z,1380643,0.011519
0.666667, 2022-05-22T18:42:44Z,1393083,0.011577
0.669725, 2022-05-22T18:42:57Z,1405971,0.01163
0.672727, 2022-05-22T18:43:09Z,1418422,0.011686
0.675676, 2022-05-22T18:43:22Z,1431317,0.011737
0.678571, 2022-05-22T18:43:34Z,1443769,0.011791
0.681416, 2022-05-22T18:43:47Z,1456659,0.011841
0.684211, 2022-05-22T18:44:00Z,1469113,0.011893
0.686957, 2022-05-22T18:44:13Z,1482019,0.01194
0.689655, 2022-05-22T18:44:25Z,1494493,0.011991
0.692308, 2022-05-22T18:44:38Z,1507152,0.012039
0.694915, 2022-05-22T18:44:51Z,1520020,0.012084
0.689076, 2022-05-22T18:45:03Z,1532690,0.011984
0.691667, 2022-05-22T18:45:16Z,1545210,0.012032
0.694215, 2022-05-22T18:45:28Z,1557812,0.012078
0.696721, 2022-05-22T18:45:41Z,1570489,0.012124
0.699187, 2022-05-22T18:45:54Z,1583165,0.012168
0.701613, 2022-05-22T18:46:07Z,1596061,0.01221
0.704, 2022-05-22T18:46:19Z,1608502,0.012255
0.706349, 2022-05-22T18:46:32Z,1621178,0.012297
0.708661, 2022-05-22T18:46:45Z,1634062,0.012337
0.710938, 2022-05-22T18:46:57Z,1646521,0.01238
0.713178, 2022-05-22T18:47:10Z,1659409,0.012419
0.715385, 2022-05-22T18:47:22Z,1671860,0.01246
0.717557, 2022-05-22T18:47:35Z,1684750,0.012498
0.719697, 2022-05-22T18:47:48Z,1697423,0.012537
0.721805, 2022-05-22T18:48:01Z,1709877,0.012576
0.723881, 2022-05-22T18:48:13Z,1722650,0.012613
0.725926, 2022-05-22T18:48:26Z,1735227,0.012651
0.727941, 2022-05-22T18:48:39Z,1748132,0.012686
0.729927, 2022-05-22T18:48:51Z,1760784,0.012722
0.731884, 2022-05-22T18:49:04Z,1773235,0.012759
0.733813, 2022-05-22T18:49:17Z,1785914,0.012793
0.735714, 2022-05-22T18:49:29Z,1798585,0.012828
0.737589, 2022-05-22T18:49:42Z,1811248,0.012862
