TotalTime(ms),Flag,EE1,EE2,EE3,EE4,EE5,EE6,EE7,EE8,minEE,Fair index,Loopcount,SF1,TP1,PRR1,InstantPRR1,InstantEE1,SF2,TP2,PRR2,InstantPRR2,InstantEE2,SF3,TP3,PRR3,InstantPRR3,InstantEE3,SF4,TP4,PRR4,InstantPRR4,InstantEE4,SF5,TP5,PRR5,InstantPRR5,InstantEE5,SF6,TP6,PRR6,InstantPRR6,InstantEE6,SF7,TP7,PRR7,InstantPRR7,InstantEE7,SF8,TP8,PRR8,InstantPRR8,InstantEE8,time
44873,0,0.603275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.603275,NaN,32.000000,10.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:25:03Z
45875,1,0.603275,2.973865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.603275,NaN,32.000000,10.000000,1.000000,1.000000,1.000000,0.000000,7.000000,1.000000,0.800129,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:25:04Z
94999,0,0.602837,2.973865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.602837,0.694711,32.000000,10.000000,1.000000,0.999274,1.000000,0.603275,7.000000,1.000000,0.800129,1.000000,3.716730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:25:53Z
126090,1,0.602837,2.652720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.602837,0.716093,32.000000,10.000000,1.000000,0.999274,1.000000,0.603275,7.000000,1.000000,0.713724,0.769231,3.716730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:26:24Z
145149,0,1.926403,2.652720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.926403,0.975459,32.000000,8.000000,3.000000,0.639887,1.000000,0.603275,7.000000,1.000000,0.713724,0.769231,3.716730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:26:43Z
196275,1,1.926403,2.881995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.926403,0.962005,32.000000,8.000000,3.000000,0.639887,1.000000,0.781911,7.000000,0.000000,0.979151,0.750000,3.716730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:27:34Z
205286,0,2.049692,2.881995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.049692,0.972307,32.000000,8.000000,2.000000,0.959725,0.952381,0.822503,7.000000,0.000000,0.979151,0.750000,3.716730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:27:44Z
246383,1,2.049692,2.903106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.049692,0.971166,32.000000,8.000000,2.000000,0.959725,0.952381,0.944807,7.000000,0.000000,0.986323,0.800000,3.417421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:28:25Z
255389,0,2.033916,2.903106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.033916,0.969936,32.000000,8.000000,2.000000,0.952338,0.961538,0.971904,7.000000,0.000000,0.986323,0.800000,3.417421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:28:34Z
296492,1,2.033916,2.886580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.033916,0.970847,32.000000,8.000000,2.000000,0.952338,0.961538,1.068991,7.000000,0.000000,0.980708,0.833333,3.285145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:29:15Z
305504,0,2.079748,2.886580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.079748,0.974285,32.000000,8.000000,2.000000,0.973798,0.967742,1.090784,7.000000,0.000000,0.980708,0.833333,3.285145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:29:24Z
356637,1,2.079748,2.889639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.079748,0.974126,32.000000,8.000000,2.000000,0.973798,0.967742,1.169722,7.000000,0.000000,0.981747,0.833333,3.210583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:30:15Z
365666,0,2.042813,2.889639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.042813,0.971368,32.000000,8.000000,2.000000,0.956503,0.945946,1.187628,7.000000,0.000000,0.981747,0.833333,3.210583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:30:24Z
406767,1,2.042813,2.902068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.042813,0.970690,32.000000,8.000000,2.000000,0.956503,0.945946,1.253070,7.000000,0.000000,0.985970,0.853659,3.162727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:31:05Z
415774,0,2.437039,2.902068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.437039,0.992471,32.000000,7.000000,1.000000,0.655694,0.952381,1.268043,7.000000,0.000000,0.985970,0.853659,3.162727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:31:14Z
456879,1,2.437039,2.839384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.437039,0.994219,32.000000,7.000000,1.000000,0.655694,0.952381,1.337616,7.000000,0.000000,0.964673,0.869565,3.129408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:31:55Z
485962,0,2.456475,2.839384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.456475,0.994799,32.000000,7.000000,1.000000,0.660924,0.918367,1.381843,7.000000,0.000000,0.964673,0.869565,3.118753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:32:24Z
507026,1,2.456475,2.842042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.456475,0.994733,32.000000,7.000000,1.000000,0.660924,0.918367,1.424455,7.000000,0.000000,0.965577,0.882353,3.104877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-31T16:32:45Z
