Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-21T09:31:45Z, 15282, 0.014658
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-21T09:31:58Z, 27947, 0.016030
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-21T09:32:11Z, 40622, 0.016543
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-21T09:32:23Z, 53295, 0.016812
QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,1.000000, 2022-05-21T09:32:36Z, 65965, 0.016979
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,1.000000, 2022-05-21T09:32:49Z, 78644, 0.017090
QBXq3gAABgABVMNJJTl9QPrDb77DeSSSBfr7Wg==,QBXq3gAABgABVMNJJTnDQPqKb77DeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSw/r7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GecOSBfr7Wg==,0.857143, 2022-05-21T09:33:02Z, 91524, 0.014685
QBXq3gAABwAB5OQ9879Hguwv2PEv9KkBAKGMUg==,QBXq3gAABwAB5OQ9878vguzm2PEv9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBL6GMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9C8BAKGMUg==,0.875000, 2022-05-21T09:33:14Z, 103983, 0.015079
QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,0.888889, 2022-05-21T09:33:27Z, 116648, 0.015362
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.900000, 2022-05-21T09:33:39Z, 129319, 0.015589
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.909091, 2022-05-21T09:33:52Z, 141990, 0.015776
QBXq3gAACwABeiMIbZ4A4j8n98InNMwB/n6ucg==,QBXq3gAACwABeiMIbZ4n4j9r98InNMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwBJ36ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NCcB/n6ucg==,0.833333, 2022-05-21T09:34:05Z, 154881, 0.014463
QBXq3gAADAABPKsQO4Q7vVmzTGazU8OQcmtdZA==,QBXq3gAADAABPKsQO4SzvVkXTGazU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQs2tdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU7OQcmtdZA==,0.846154, 2022-05-21T09:34:18Z, 167513, 0.014709
QBXq3gAADQAB5bM7t6M2OWuRffWR3B2UDcVbbw==,QBXq3gAADQAB5bM7t6OROWuZffWR3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UkcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3JGUDcVbbw==,0.785714, 2022-05-21T09:34:30Z, 180229, 0.013671
QBXq3gAADgABme9SPmYig5P3LaL3C385ivmH7g==,QBXq3gAADgABme9SPmb3g5MJLaL3C385ivmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC3859/mH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC/c5ivmH7g==,0.733333, 2022-05-21T09:34:43Z, 192893, 0.012774
QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,0.750000, 2022-05-21T09:34:55Z, 205352, 0.013090
QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,0.764706, 2022-05-21T09:35:08Z, 218023, 0.013356
QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,0.777778, 2022-05-21T09:35:21Z, 230688, 0.013594
QBXq3gAAEgABj88jQzaTdZHr1u7rnHBra/lFmg==,QBXq3gAAEgABj88jQzbrdZGE1u7rnHBra/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnHBr6/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnOtra/lFmg==,0.736842, 2022-05-21T09:35:34Z, 243581, 0.012875
QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,0.750000, 2022-05-21T09:35:46Z, 256042, 0.013123
QBXq3gAAFAABW8ygIUNCROnsq5XUFsTkbTJxwQ==,QBXq3gAAFAABW8ygIUNCROnsq5XUFsTkbTJxwQ==,QBXq3gAAFAABW8ygIUNCROnsq5XUFsTkbTJxwQ==,QBXq3gAAFAABW8ygIUNCROnsq5XUFsTkbTJxwQ==,0.761905, 2022-05-21T09:35:59Z, 268712, 0.013338
QBXq3gAAFQAB7v3thZFtPjcjmGgjZJxpHq4WmA==,QBXq3gAAFQAB7v3thZEjPjfnmGgjZJxpHq4WmA==,QBXq3gAAFQAB7v3thZFtPjfnmGijZJxpI64WmA==,QBXq3gAAFQAB7v3thZFtPjfnmGijZCNpHq4WmA==,0.772727, 2022-05-21T09:36:11Z, 281376, 0.013533
QBXq3gAAFgABPf91rNkW5siyDIKyooamoBEFXQ==,QBXq3gAAFgABPf91rNmy5sguDIKyooamoBEFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9ooamshEFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9orKmoBEFXQ==,0.782609, 2022-05-21T09:36:24Z, 294194, 0.013705
QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,0.791667, 2022-05-21T09:36:37Z, 306720, 0.013876
QBXq3gAAGAAB0m9KjfscKZttJ1htaAclYVKt8w==,QBXq3gAAGAAB0m9KjfttKZvmJ1htaAclYVKt8w==,QBXq3gAAGAAB0m9KjfscKZvmJ1iKaAclbVKt8w==,QBXq3gAAGAAB0m9KjfscKZvmJ1iKaG0lYVKt8w==,0.800000, 2022-05-21T09:36:50Z, 319663, 0.014015
QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,0.807692, 2022-05-21T09:37:02Z, 332061, 0.014166
