Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-27T14:51:05Z, 12692, 0.017649
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-27T14:51:19Z, 25977, 0.017246
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-27T14:51:31Z, 38029, 0.017671
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-27T14:51:43Z, 50703, 0.017672
QBXq3gAABAABsgROlhZJHbPGpEjGWWsTsuPXdA==,QBXq3gAABAABsgROlhbGHbMipEjGWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTxuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWcYTsuPXdA==,1.000000, 2022-05-27T14:51:56Z, 63595, 0.017611
QBXq3gAABQABE/I4jZO9THzgHELgebips0vGGQ==,QBXq3gAABQABE/I4jZPgTHyFHELgebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebip4EvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneeCps0vGGQ==,1.000000, 2022-05-27T14:52:09Z, 76262, 0.017623
QBXq3gAABgABVMNJJTl9QPr0b770eSSSBfr7Wg==,QBXq3gAABgABVMNJJTn0QPqKb770eSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSS9Pr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GefSSBfr7Wg==,0.857143, 2022-05-27T14:52:22Z, 88934, 0.015112
QBXq3gAABwAB5OQ9879HguzK2PHK9KkBAKGMUg==,QBXq3gAABwAB5OQ987/Kguzm2PHK9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkByqGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9MoBAKGMUg==,0.875000, 2022-05-27T14:52:34Z, 101610, 0.015432
QBXq3gAACAABtnEGYBSOZlSzzkOzXEJY0/5Czg==,QBXq3gAACAABtnEGYBSzZlRdzkOzXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYs/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXLNY0/5Czg==,0.888889, 2022-05-27T14:52:47Z, 114283, 0.015680
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.900000, 2022-05-27T14:52:59Z, 126730, 0.015908
