Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),Main Min Current (mA),Main Min Power (mW),Main Min Voltage (V),Main Max Current (mA),Main Max Power (mW),Main Max Voltage (V),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V),USB Min Current (mA),USB Min Power (mW),USB Min Voltage (V),USB Max Current (mA),USB Max Power (mW),USB Max Voltage (V)
0.0000,-0.024,-0.1202,5.01,-0.024,-0.1202,5.01,-0.024,-0.1202,5.01,63.258,0,0,-0.024,-0.1202,0,63.258,0,5.01
0.0200,-0.027,-0.1353,5.01,-0.051,-0.2555,0,63.636,0.0752,5.014,63.204,0,0,-0.051,-0.2555,0,63.636,0.0752,5.014
0.0400,-0.005,-0.0251,5.012,-0.051,-0.2555,0,63.636,0.0752,5.014,63.379,0,0,-0.051,-0.2555,0,63.636,0.0752,5.014
0.0600,-0.034,-0.1703,5.01,-0.057,-0.2857,0,63.77,0.0752,5.014,63.474,0,0,-0.057,-0.2857,0,63.77,0.0752,5.014
0.0800,-0.011,-0.0551,5.01,-0.057,-0.2857,0,63.77,0.0752,5.014,63.339,0,0,-0.057,-0.2857,0,63.77,0.0752,5.014
0.1000,-0.026,-0.1303,5.01,-0.057,-0.2857,0,63.77,0.0752,5.014,63.326,0,0,-0.057,-0.2857,0,63.77,0.0752,5.014
0.1200,-0.037,-0.1854,5.012,-0.057,-0.2857,0,63.77,0.0752,5.014,63.231,0,0,-0.057,-0.2857,0,63.77,0.0752,5.014
0.1400,-0.021,-0.1052,5.008,-0.057,-0.2857,0,73.491,0.0752,5.018,67.896,0,0,-0.057,-0.2857,0,73.491,0.0752,5.018
0.1600,-0.027,-0.1355,5.018,-0.057,-0.2857,0,73.491,0.0752,5.02,56.881,0,0,-0.057,-0.2857,0,73.491,0.0752,5.02
0.1800,-0.028,-0.1373,4.904,-0.057,-0.2857,0,181.538,0.0752,5.02,181.43,0,0,-0.057,-0.2857,0,181.538,0.0752,5.02
0.2000,-0.014,-0.0687,4.904,-0.057,-0.2857,0,185.124,0.0752,5.02,182.401,0,0,-0.057,-0.2857,0,185.124,0.0752,5.02
0.2200,-0.016,-0.0784,4.902,-0.057,-0.2857,0,185.124,0.0752,5.02,182.414,0,0,-0.057,-0.2857,0,185.124,0.0752,5.02
0.2400,-0.012,-0.0588,4.902,-0.057,-0.2857,0,185.124,0.0752,5.02,182.455,0,0,-0.057,-0.2857,0,185.124,0.0752,5.02
0.2600,-0.027,-0.1354,5.016,-0.057,-0.2857,0,185.124,0.0752,5.02,57.542,0,0,-0.057,-0.2857,0,185.124,0.0752,5.02
0.2800,-0.014,-0.0703,5.018,-0.057,-0.2859,0,185.124,0.0752,5.02,57.582,0,0,-0.057,-0.2859,0,185.124,0.0752,5.02
0.3000,-0.007,-0.0351,5.016,-0.057,-0.2859,0,185.124,0.0752,5.02,57.569,0,0,-0.057,-0.2859,0,185.124,0.0752,5.02
0.3200,-0.015,-0.0753,5.02,-0.057,-0.2859,0,185.124,0.0752,5.02,57.501,0,0,-0.057,-0.2859,0,185.124,0.0752,5.02
0.3400,-0.027,-0.1354,5.016,-0.057,-0.2859,0,185.124,0.0752,5.02,57.272,0,0,-0.057,-0.2859,0,185.124,0.0752,5.02
0.3600,-0.029,-0.1455,5.018,-0.057,-0.2859,0,185.124,0.0752,5.02,57.474,0,0,-0.057,-0.2859,0,185.124,0.0752,5.02
