TotalTime(ms),Throughput(kbp),PDR,time
13600,0.016471,1.000000,2022-06-18T13:53:25Z
26269,0.017055,1.000000,2022-06-18T13:53:37Z
38937,0.017259,1.000000,2022-06-18T13:53:50Z
64319,0.013931,0.800000,2022-06-18T13:54:15Z
127784,0.008765,0.500000,2022-06-18T13:55:19Z
152978,0.008786,0.500000,2022-06-18T13:55:44Z
178340,0.008792,0.500000,2022-06-18T13:56:09Z
229014,0.007825,0.444444,2022-06-18T13:57:00Z
254357,0.007926,0.450000,2022-06-18T13:57:25Z
292375,0.007661,0.434783,2022-06-18T13:58:03Z
305122,0.008075,0.458333,2022-06-18T13:58:16Z
343064,0.007835,0.444444,2022-06-18T13:58:54Z
381067,0.007642,0.433333,2022-06-18T13:59:32Z
406416,0.007716,0.437500,2022-06-18T13:59:58Z
444434,0.007560,0.428571,2022-06-18T14:00:36Z
482448,0.007429,0.421053,2022-06-18T14:01:14Z
495125,0.007691,0.435897,2022-06-18T14:01:26Z
533149,0.007563,0.428571,2022-06-18T14:02:04Z
558483,0.007621,0.431818,2022-06-18T14:02:30Z
571167,0.007844,0.444444,2022-06-18T14:02:42Z
596496,0.007886,0.446809,2022-06-18T14:03:08Z
609168,0.008090,0.458333,2022-06-18T14:03:20Z
672536,0.007661,0.433962,2022-06-18T14:04:24Z
685210,0.007846,0.444444,2022-06-18T14:04:36Z
748633,0.007480,0.423729,2022-06-18T14:05:40Z
761239,0.007651,0.433333,2022-06-18T14:05:52Z
786590,0.007689,0.435484,2022-06-18T14:06:18Z
799255,0.007847,0.444444,2022-06-18T14:06:30Z
862613,0.007531,0.426471,2022-06-18T14:07:34Z
875286,0.007677,0.434783,2022-06-18T14:07:46Z
913298,0.007603,0.430556,2022-06-18T14:08:24Z
951316,0.007535,0.426667,2022-06-18T14:09:02Z
976659,0.007569,0.428571,2022-06-18T14:09:28Z
1014674,0.007506,0.425000,2022-06-18T14:10:06Z
1052706,0.007447,0.421687,2022-06-18T14:10:44Z
1065365,0.007569,0.428571,2022-06-18T14:10:56Z
1103390,0.007511,0.425287,2022-06-18T14:11:34Z
1141393,0.007458,0.422222,2022-06-18T14:12:12Z
1179420,0.007407,0.419355,2022-06-18T14:12:51Z
1204764,0.007437,0.421053,2022-06-18T14:13:16Z
1242771,0.007390,0.418367,2022-06-18T14:13:54Z
1293469,0.007273,0.411765,2022-06-18T14:14:45Z
1318805,0.007304,0.413462,2022-06-18T14:15:10Z
1356830,0.007264,0.411215,2022-06-18T14:15:48Z
1369494,0.007360,0.416667,2022-06-18T14:16:01Z
1394848,0.007387,0.418182,2022-06-18T14:16:26Z
1445525,0.007283,0.412281,2022-06-18T14:17:17Z
1483550,0.007247,0.410256,2022-06-18T14:17:55Z
1508893,0.007274,0.411765,2022-06-18T14:18:20Z
1546911,0.007240,0.409836,2022-06-18T14:18:58Z
1559578,0.007325,0.414634,2022-06-18T14:19:11Z
1584922,0.007349,0.416000,2022-06-18T14:19:36Z
1622938,0.007315,0.414062,2022-06-18T14:20:14Z
1673628,0.007227,0.409091,2022-06-18T14:21:05Z
1711644,0.007198,0.407407,2022-06-18T14:21:43Z
1749658,0.007169,0.405797,2022-06-18T14:22:21Z
1775013,0.007193,0.407143,2022-06-18T14:22:46Z
1813021,0.007166,0.405594,2022-06-18T14:23:24Z
