Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),Main Min Current (mA),Main Min Power (mW),Main Min Voltage (V),Main Max Current (mA),Main Max Power (mW),Main Max Voltage (V),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V),USB Min Current (mA),USB Min Power (mW),USB Min Voltage (V),USB Max Current (mA),USB Max Power (mW),USB Max Voltage (V)
0.0000,-0.02,-0.1005,5.026,-0.02,-0.1005,5.026,-0.02,-0.1005,5.026,56.332,0,0,-0.02,-0.1005,0,56.332,0,5.026
0.2000,-0.036,-0.1809,5.024,-0.07,-0.3517,0,56.953,0.0553,5.03,56.4,0,0,-0.07,-0.3517,0,56.953,0.0553,5.03
0.4000,-0.04,-0.201,5.026,-0.07,-0.3517,0,57.046,0.0553,5.03,56.305,0,0,-0.07,-0.3517,0,57.046,0.0553,5.03
0.6000,-0.021,-0.1055,5.026,-0.07,-0.3517,0,57.114,0.0553,5.03,56.359,0,0,-0.07,-0.3517,0,57.114,0.0553,5.03
0.8000,-0.026,-0.1307,5.026,-0.07,-0.3517,0,57.154,0.0553,5.03,56.399,0,0,-0.07,-0.3517,0,57.154,0.0553,5.03
1.0000,-0.028,-0.1407,5.026,-0.07,-0.3517,0,57.342,0.0704,5.03,56.277,0,0,-0.07,-0.3517,0,57.342,0.0704,5.03
1.2000,-0.035,-0.1759,5.026,-0.07,-0.3517,0,57.395,0.0704,5.03,56.155,0,0,-0.07,-0.3517,0,57.395,0.0704,5.03
1.4000,-0.016,-0.0804,5.026,-0.07,-0.3517,0,57.462,0.0704,5.03,56.303,0,0,-0.07,-0.3517,0,57.462,0.0704,5.03
1.6000,-0.01,-0.0503,5.026,-0.07,-0.3517,0,57.476,0.0905,5.03,56.29,0,0,-0.07,-0.3517,0,57.476,0.0905,5.03
1.8000,-0.029,-0.1458,5.026,-0.07,-0.3517,0,57.49,0.1005,5.03,56.021,0,0,-0.07,-0.3517,0,57.49,0.1005,5.03
2.0000,-0.028,-0.1407,5.026,-0.07,-0.3517,0,57.61,0.1005,5.03,56.006,0,0,-0.07,-0.3517,0,57.61,0.1005,5.03
