Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-24T19:37:29Z, 14503, 0.015445
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-24T19:37:42Z, 27178, 0.016484
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-24T19:37:54Z, 39844, 0.016866
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-24T19:38:07Z, 52518, 0.017061
QBXq3gAABQABE/I4jZO9THxyHEJyebips0vGGQ==,QBXq3gAABQABE/I4jZNyTHyFHEJyebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebipckvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneXKps0vGGQ==,1.000000, 2022-05-24T19:38:32Z, 78077, 0.014345
QBXq3gAABgABVMNJJTl9QPrRb77ReSSSBfr7Wg==,QBXq3gAABgABVMNJJTnRQPqKb77ReSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSS0fr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GedGSBfr7Wg==,1.000000, 2022-05-24T19:38:45Z, 90750, 0.014810
QBXq3gAABwAB5OQ9879HguyO2PGO9KkBAKGMUg==,QBXq3gAABwAB5OQ98795guzm2PF59KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBjqGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9I4BAKGMUg==,1.000000, 2022-05-24T19:38:58Z, 103214, 0.015192
QBXq3gAACAABtnEGYBSOZlSqzkOqXEJY0/5Czg==,QBXq3gAACAABtnEGYBSqZlRdzkOqXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYqv5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXKpY0/5Czg==,1.000000, 2022-05-24T19:39:10Z, 116104, 0.015434
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,1.000000, 2022-05-24T19:39:23Z, 128545, 0.015683
QBXq3gAACgAB4J5MGLcM8IYVa9EVYNx4zhIZKg==,QBXq3gAACgAB4J5MGLdO8IZxa9FOYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4FRIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYBV4zhIZKg==,0.900000, 2022-05-24T19:39:36Z, 141432, 0.014254
QBXq3gAACwABeiMIbZ4A4j/F98LFNMwB/n6ucg==,QBXq3gAACwABeiMIbZ7F4j9r98LFNMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwBxX6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMUB/n6ucg==,0.909091, 2022-05-24T19:39:48Z, 153887, 0.014556
QBXq3gAADAABPKsQO4Q7vVlOTGZOU8OQcmtdZA==,QBXq3gAADAABPKsQO4ROvVkXTGZOU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQTmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU06QcmtdZA==,0.916667, 2022-05-24T19:40:01Z, 166773, 0.014775
