TotalTime(ms),Throughput(kbp),PDR,time
10221,0.021916,1.000000,2022-05-26T13:23:38Z
22875,0.019585,1.000000,2022-05-26T13:23:51Z
35759,0.018793,1.000000,2022-05-26T13:24:04Z
48213,0.018584,1.000000,2022-05-26T13:24:16Z
60883,0.018396,1.000000,2022-05-26T13:24:29Z
73554,0.018272,1.000000,2022-05-26T13:24:42Z
86448,0.018138,1.000000,2022-05-26T13:24:54Z
99121,0.018079,1.000000,2022-05-26T13:25:07Z
111578,0.018068,1.000000,2022-05-26T13:25:20Z
124264,0.018026,1.000000,2022-05-26T13:25:32Z
137133,0.017968,1.000000,2022-05-26T13:25:45Z
162471,0.016545,0.923077,2022-05-26T13:26:10Z
175157,0.016625,0.928571,2022-05-26T13:26:23Z
213155,0.014712,0.823529,2022-05-26T13:27:01Z
225619,0.014892,0.833333,2022-05-26T13:27:14Z
238529,0.015025,0.842105,2022-05-26T13:27:26Z
250964,0.015174,0.850000,2022-05-26T13:27:39Z
289019,0.013951,0.782609,2022-05-26T13:28:17Z
301646,0.014109,0.791667,2022-05-26T13:28:30Z
327202,0.013692,0.769231,2022-05-26T13:28:55Z
339656,0.013849,0.777778,2022-05-26T13:29:08Z
352332,0.013987,0.785714,2022-05-26T13:29:20Z
377680,0.013641,0.766667,2022-05-26T13:29:46Z
390564,0.013765,0.774194,2022-05-26T13:29:59Z
403017,0.013895,0.781250,2022-05-26T13:30:11Z
415902,0.014003,0.787879,2022-05-26T13:30:24Z
428570,0.014112,0.794118,2022-05-26T13:30:37Z
441019,0.014222,0.800000,2022-05-26T13:30:49Z
453915,0.014311,0.805556,2022-05-26T13:31:02Z
466595,0.014402,0.810811,2022-05-26T13:31:15Z
479040,0.014496,0.815789,2022-05-26T13:31:27Z
491727,0.014577,0.820513,2022-05-26T13:31:40Z
504599,0.014649,0.825000,2022-05-26T13:31:53Z
517085,0.014729,0.829268,2022-05-26T13:32:05Z
529727,0.014800,0.833333,2022-05-26T13:32:18Z
542616,0.014861,0.837209,2022-05-26T13:32:31Z
555090,0.014931,0.840909,2022-05-26T13:32:43Z
567957,0.014987,0.844444,2022-05-26T13:32:56Z
580631,0.015046,0.847826,2022-05-26T13:33:09Z
593089,0.015107,0.851064,2022-05-26T13:33:21Z
605755,0.015161,0.854167,2022-05-26T13:33:34Z
631315,0.014902,0.840000,2022-05-26T13:33:59Z
643991,0.014957,0.843137,2022-05-26T13:34:12Z
656436,0.015014,0.846154,2022-05-26T13:34:24Z
669330,0.015060,0.849057,2022-05-26T13:34:37Z
681785,0.015113,0.851852,2022-05-26T13:34:50Z
694681,0.015155,0.854545,2022-05-26T13:35:03Z
707348,0.015200,0.857143,2022-05-26T13:35:15Z
720020,0.015244,0.859649,2022-05-26T13:35:28Z
732478,0.015291,0.862069,2022-05-26T13:35:40Z
745142,0.015331,0.864407,2022-05-26T13:35:53Z
757812,0.015371,0.866667,2022-05-26T13:36:06Z
770707,0.015404,0.868852,2022-05-26T13:36:19Z
783156,0.015445,0.870968,2022-05-26T13:36:31Z
795825,0.015481,0.873016,2022-05-26T13:36:44Z
808772,0.015510,0.875000,2022-05-26T13:36:57Z
821177,0.015548,0.876923,2022-05-26T13:37:09Z
834066,0.015577,0.878788,2022-05-26T13:37:22Z
859194,0.015382,0.867647,2022-05-26T13:37:47Z
872082,0.015411,0.869565,2022-05-26T13:38:00Z
884544,0.015448,0.871429,2022-05-26T13:38:13Z
897413,0.015476,0.873239,2022-05-26T13:38:25Z
909874,0.015510,0.875000,2022-05-26T13:38:38Z
935221,0.015329,0.864865,2022-05-26T13:39:03Z
947892,0.015360,0.866667,2022-05-26T13:39:16Z
960856,0.015386,0.868421,2022-05-26T13:39:29Z
973457,0.015417,0.870130,2022-05-26T13:39:41Z
1011261,0.015062,0.850000,2022-05-26T13:40:19Z
1024139,0.015092,0.851852,2022-05-26T13:40:32Z
1036621,0.015126,0.853659,2022-05-26T13:40:45Z
1049271,0.015157,0.855422,2022-05-26T13:40:57Z
1061937,0.015187,0.857143,2022-05-26T13:41:10Z
1074823,0.015214,0.858824,2022-05-26T13:41:23Z
1099969,0.015070,0.850575,2022-05-26T13:41:48Z
1112629,0.015099,0.852273,2022-05-26T13:42:01Z
1137962,0.014960,0.844444,2022-05-26T13:42:26Z
1150857,0.014987,0.846154,2022-05-26T13:42:39Z
1163517,0.015017,0.847826,2022-05-26T13:42:51Z
1176195,0.015045,0.849462,2022-05-26T13:43:04Z
1188716,0.015075,0.851064,2022-05-26T13:43:17Z
1201321,0.015103,0.852632,2022-05-26T13:43:29Z
1214260,0.015127,0.854167,2022-05-26T13:43:42Z
1226875,0.015154,0.855670,2022-05-26T13:43:55Z
1239331,0.015182,0.857143,2022-05-26T13:44:07Z
1252017,0.015207,0.858586,2022-05-26T13:44:20Z
1290050,0.014933,0.843137,2022-05-26T13:44:58Z
1302907,0.014957,0.844660,2022-05-26T13:45:11Z
1315358,0.014986,0.846154,2022-05-26T13:45:23Z
1353381,0.014731,0.831776,2022-05-26T13:46:01Z
1366066,0.014758,0.833333,2022-05-26T13:46:14Z
1378959,0.014782,0.834862,2022-05-26T13:46:27Z
1391399,0.014811,0.836364,2022-05-26T13:46:39Z
1416728,0.014704,0.830357,2022-05-26T13:47:05Z
1429459,0.014730,0.831858,2022-05-26T13:47:17Z
1442069,0.014757,0.833333,2022-05-26T13:47:30Z
1467642,0.014652,0.827586,2022-05-26T13:47:56Z
1505422,0.014433,0.815126,2022-05-26T13:48:33Z
1518326,0.014458,0.816667,2022-05-26T13:48:46Z
1530776,0.014487,0.818182,2022-05-26T13:48:59Z
1543619,0.014511,0.819672,2022-05-26T13:49:12Z
1556129,0.014539,0.821138,2022-05-26T13:49:24Z
1568796,0.014564,0.822581,2022-05-26T13:49:37Z
1581687,0.014587,0.824000,2022-05-26T13:49:50Z
1619485,0.014385,0.812500,2022-05-26T13:50:27Z
1632367,0.014409,0.813953,2022-05-26T13:50:40Z
1644825,0.014436,0.815385,2022-05-26T13:50:53Z
1657714,0.014458,0.816794,2022-05-26T13:51:06Z
1670166,0.014485,0.818182,2022-05-26T13:51:18Z
1683056,0.014507,0.819549,2022-05-26T13:51:31Z
1708193,0.014425,0.814815,2022-05-26T13:51:56Z
1721074,0.014447,0.816176,2022-05-26T13:52:09Z
1746201,0.014367,0.811594,2022-05-26T13:52:34Z
1771574,0.014288,0.807143,2022-05-26T13:53:00Z
1784428,0.014310,0.808511,2022-05-26T13:53:12Z
1796888,0.014336,0.809859,2022-05-26T13:53:25Z
