Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-26T13:23:38Z, 13492, 0.016602
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-26T13:23:51Z, 26151, 0.017131
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-26T13:24:04Z, 39036, 0.017215
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-26T13:24:16Z, 51490, 0.017401
QBXq3gAABAABsgROlhZJHbN0pEh0WWsTsuPXdA==,QBXq3gAABAABsgROlhZ0HbMipEh0WWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTdOPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWXQTsuPXdA==,1.000000, 2022-05-26T13:24:29Z, 64163, 0.017456
QBXq3gAABQABE/I4jZO9THyIHEKIebips0vGGQ==,QBXq3gAABQABE/I4jZOITHyFHEKIebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebipiEvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneYips0vGGQ==,1.000000, 2022-05-26T13:24:41Z, 76834, 0.017492
QBXq3gAABgABVMNJJTl9QPrgb77geSSSBfr7Wg==,QBXq3gAABgABVMNJJTngQPqKb77geSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSS4Pr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeeCSBfr7Wg==,1.000000, 2022-05-26T13:24:54Z, 89726, 0.017475
QBXq3gAABwAB5OQ9879HguzO2PHO9KkBAKGMUg==,QBXq3gAABwAB5OQ987/Oguzm2PHO9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBzqGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9M4BAKGMUg==,1.000000, 2022-05-26T13:25:07Z, 102399, 0.017500
QBXq3gAACAABtnEGYBSOZlQpzkMpXEJY0/5Czg==,QBXq3gAACAABtnEGYBQpZlRdzkMpXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYKf5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXClY0/5Czg==,1.000000, 2022-05-26T13:25:19Z, 114855, 0.017553
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,1.000000, 2022-05-26T13:25:32Z, 127541, 0.017563
