TotalTime(ms),Flag,EE1,EE2,EE3,EE4,EE5,EE6,EE7,EE8,minEE,Fair index,Loopcount,SF1,TP1,PRR1,InstantPRR1,Received1,TotalTime1,TotalPower1,InstantEE1,ExisTP1,IncreGain1,SF2,TP2,PRR2,InstantPRR2,Received2,TotalTime2,TotalPower2,InstantEE2,ExisTP2,IncreGain2,SF3,TP3,PRR3,InstantPRR3,Received3,TotalTime3,TotalPower3,InstantEE3,ExisTP3,IncreGain3,SF4,TP4,PRR4,InstantPRR4,Received4,TotalTime4,TotalPower4,InstantEE4,ExisTP4,IncreGain4,SF5,TP5,PRR5,InstantPRR5,Received5,TotalTime5,TotalPower5,InstantEE5,ExisTP5,IncreGain5,SF6,TP6,PRR6,InstantPRR6,Received6,TotalTime6,TotalPower6,InstantEE6,ExisTP6,IncreGain6,SF7,TP7,PRR7,InstantPRR7,Received7,TotalTime7,TotalPower7,InstantEE7,ExisTP7,IncreGain7,SF8,TP8,PRR8,InstantPRR8,Received8,TotalTime8,TotalPower8,InstantEE8,ExisTP8,IncreGain8,time
42471,0,2.929526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.929526,NaN,32.000000,7.000000,0.000000,0.995299,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,896.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,896.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,896.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T19:59:37Z
43470,1,2.929526,0.603275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.603275,NaN,32.000000,7.000000,0.000000,0.995299,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,1.000000,1.000000,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,896.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,896.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T19:59:38Z
44485,2,2.929526,0.603275,2.927708,0.000000,0.000000,0.000000,0.000000,0.000000,0.603275,NaN,32.000000,7.000000,0.000000,0.995299,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,1.000000,1.000000,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,1.000000,0.787711,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,896.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T19:59:39Z
45487,3,2.929526,0.603275,2.927708,0.869025,0.000000,0.000000,0.000000,0.000000,0.603275,NaN,32.000000,7.000000,0.000000,0.995299,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,1.000000,1.000000,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,1.000000,0.787711,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,1.000000,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T19:59:40Z
92693,0,2.800287,0.603275,2.927708,0.869025,0.000000,0.000000,0.000000,0.000000,0.603275,0.739271,32.000000,7.000000,0.000000,0.951390,1.000000,2240.000000,0.334080,380.517120,2.943363,0.000000,0.000000,10.000000,1.000000,1.000000,1.000000,2016.000000,1.646592,1485.225984,0.603275,0.000000,-1.200000,7.000000,1.000000,0.787711,1.000000,2016.000000,0.267264,241.072128,3.716730,0.000000,-1.200000,9.000000,0.000000,1.000000,1.000000,2016.000000,0.905216,1031.041024,0.869025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T20:00:28Z
93697,1,2.800287,1.080295,2.927708,0.869025,0.000000,0.000000,0.000000,0.000000,0.869025,0.803656,32.000000,7.000000,0.000000,0.951390,1.000000,2240.000000,0.334080,380.517120,2.943363,0.000000,0.000000,10.000000,5.000000,0.992637,1.000000,2240.000000,2.058240,1856.532480,0.603275,1.000000,-1.200000,7.000000,1.000000,0.787711,1.000000,2016.000000,0.267264,241.072128,3.716730,0.000000,-1.200000,9.000000,0.000000,1.000000,1.000000,2016.000000,0.905216,1031.041024,0.869025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T20:00:29Z
94704,2,2.800287,1.080295,2.882198,0.869025,0.000000,0.000000,0.000000,0.000000,0.869025,0.805776,32.000000,7.000000,0.000000,0.951390,1.000000,2240.000000,0.334080,380.517120,2.943363,0.000000,0.000000,10.000000,5.000000,0.992637,1.000000,2240.000000,2.058240,1856.532480,0.603275,1.000000,-1.200000,7.000000,1.000000,0.775466,1.000000,2240.000000,0.334080,301.340160,3.716730,1.000000,-1.200000,9.000000,0.000000,1.000000,1.000000,2016.000000,0.905216,1031.041024,0.869025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T20:00:30Z
95710,3,2.800287,1.080295,2.882198,2.012585,0.000000,0.000000,0.000000,0.000000,1.080295,0.901038,32.000000,7.000000,0.000000,0.951390,1.000000,2240.000000,0.334080,380.517120,2.943363,0.000000,0.000000,10.000000,5.000000,0.992637,1.000000,2240.000000,2.058240,1856.532480,0.603275,1.000000,-1.200000,7.000000,1.000000,0.775466,1.000000,2240.000000,0.334080,301.340160,3.716730,1.000000,-1.200000,8.000000,1.000000,0.999999,1.000000,2240.000000,1.131520,1288.801280,0.869025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T20:00:31Z
142865,0,2.828625,1.080295,2.882198,2.012585,0.000000,0.000000,0.000000,0.000000,1.080295,0.900146,32.000000,7.000000,0.000000,0.961018,1.000000,3360.000000,0.668160,761.034240,2.943363,0.000000,0.000000,10.000000,5.000000,0.992637,1.000000,3136.000000,3.704832,2679.828480,0.752287,1.000000,-6.100000,7.000000,1.000000,0.775466,1.000000,3136.000000,0.601344,542.412288,3.716730,1.000000,-1.200000,8.000000,1.000000,0.999999,1.000000,3136.000000,1.625088,1733.999616,1.162630,0.000000,-1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T20:01:18Z
143876,1,2.828625,1.339981,2.882198,2.012585,0.000000,0.000000,0.000000,0.000000,1.339981,0.926968,32.000000,7.000000,0.000000,0.961018,1.000000,3360.000000,0.668160,761.034240,2.943363,0.000000,0.000000,9.000000,6.000000,0.636269,1.000000,3360.000000,4.116480,2885.652480,0.776254,5.000000,-6.100000,7.000000,1.000000,0.775466,1.000000,3136.000000,0.601344,542.412288,3.716730,1.000000,-1.200000,8.000000,1.000000,0.999999,1.000000,3136.000000,1.625088,1733.999616,1.162630,0.000000,-1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-10T20:01:19Z
