PDR,time,TotalTime(ms),Throughput(kbp)
1.000000, 2022-06-18T19:29:01Z, 12786, 0.017519
1.000000, 2022-06-18T19:29:14Z, 25457, 0.017598
1.000000, 2022-06-18T19:29:27Z, 38130, 0.017624
1.000000, 2022-06-18T19:29:39Z, 50863, 0.017616
1.000000, 2022-06-18T19:29:52Z, 63473, 0.017645
0.833333, 2022-06-18T19:30:05Z, 76368, 0.014666
0.714286, 2022-06-18T19:30:18Z, 89030, 0.012580
0.625000, 2022-06-18T19:30:30Z, 101701, 0.011013
0.666667, 2022-06-18T19:30:43Z, 114156, 0.011773
0.700000, 2022-06-18T19:30:55Z, 126828, 0.012363
0.636364, 2022-06-18T19:31:08Z, 139718, 0.011223
0.666667, 2022-06-18T19:31:21Z, 152169, 0.011776
0.615385, 2022-06-18T19:31:34Z, 165058, 0.010857
0.642857, 2022-06-18T19:31:46Z, 177511, 0.011357
0.600000, 2022-06-18T19:31:59Z, 190408, 0.010588
0.562500, 2022-06-18T19:32:12Z, 203073, 0.009927
0.588235, 2022-06-18T19:32:24Z, 215530, 0.010393
0.611111, 2022-06-18T19:32:37Z, 228199, 0.010798
0.578947, 2022-06-18T19:32:50Z, 241094, 0.010220
0.600000, 2022-06-18T19:33:02Z, 253540, 0.010602
0.571429, 2022-06-18T19:33:15Z, 266432, 0.010089
0.545455, 2022-06-18T19:33:28Z, 279107, 0.009631
0.565217, 2022-06-18T19:33:40Z, 291564, 0.009988
0.583333, 2022-06-18T19:33:53Z, 304227, 0.010308
0.560000, 2022-06-18T19:34:06Z, 317136, 0.009889
0.538462, 2022-06-18T19:34:18Z, 329800, 0.009509
0.555556, 2022-06-18T19:34:31Z, 342245, 0.009818
0.571429, 2022-06-18T19:34:43Z, 354923, 0.010098
0.551724, 2022-06-18T19:34:56Z, 367808, 0.009744
0.566667, 2022-06-18T19:35:09Z, 380260, 0.010014
0.548387, 2022-06-18T19:35:22Z, 393152, 0.009686
0.562500, 2022-06-18T19:35:34Z, 405606, 0.009941
0.575758, 2022-06-18T19:35:47Z, 418291, 0.010175
0.588235, 2022-06-18T19:36:12Z, 443619, 0.010099
0.571429, 2022-06-18T19:36:25Z, 456513, 0.009814
0.555556, 2022-06-18T19:36:38Z, 469186, 0.009548
0.567568, 2022-06-18T19:36:50Z, 481637, 0.009767
0.578947, 2022-06-18T19:37:03Z, 494304, 0.009970
0.589744, 2022-06-18T19:37:16Z, 507028, 0.010161
0.575000, 2022-06-18T19:37:28Z, 519871, 0.009910
0.585366, 2022-06-18T19:37:41Z, 532323, 0.010099
0.571429, 2022-06-18T19:37:54Z, 545216, 0.009860
0.581395, 2022-06-18T19:38:06Z, 557669, 0.010042
0.590909, 2022-06-18T19:38:19Z, 570333, 0.010212
0.577778, 2022-06-18T19:38:32Z, 583229, 0.009986
0.586957, 2022-06-18T19:38:44Z, 595677, 0.010153
0.595745, 2022-06-18T19:38:57Z, 608353, 0.010310
0.583333, 2022-06-18T19:39:22Z, 633970, 0.009893
0.571429, 2022-06-18T19:39:35Z, 646586, 0.009700
0.580000, 2022-06-18T19:39:48Z, 659040, 0.009857
0.588235, 2022-06-18T19:40:00Z, 671713, 0.010004
0.596154, 2022-06-18T19:40:13Z, 684386, 0.010146
0.584906, 2022-06-18T19:40:26Z, 697280, 0.009959
0.574074, 2022-06-18T19:40:38Z, 709943, 0.009781
0.563636, 2022-06-18T19:40:51Z, 722474, 0.009611
0.571429, 2022-06-18T19:41:04Z, 735074, 0.009751
0.578947, 2022-06-18T19:41:16Z, 747828, 0.009885
0.586207, 2022-06-18T19:41:29Z, 760419, 0.010016
0.576271, 2022-06-18T19:41:42Z, 773312, 0.009849
0.583333, 2022-06-18T19:41:54Z, 785761, 0.009978
0.590164, 2022-06-18T19:42:07Z, 798434, 0.010100
0.580645, 2022-06-18T19:42:20Z, 811318, 0.009939
0.587302, 2022-06-18T19:42:32Z, 823776, 0.010061
0.578125, 2022-06-18T19:42:45Z, 836671, 0.009906
0.569231, 2022-06-18T19:42:58Z, 849339, 0.009758
0.575758, 2022-06-18T19:43:10Z, 861793, 0.009877
0.582090, 2022-06-18T19:43:23Z, 874463, 0.009990
0.588235, 2022-06-18T19:43:36Z, 887132, 0.010100
0.579710, 2022-06-18T19:43:48Z, 900025, 0.009955
0.585714, 2022-06-18T19:44:01Z, 912475, 0.010065
0.577465, 2022-06-18T19:44:14Z, 925373, 0.009925
0.583333, 2022-06-18T19:44:26Z, 937823, 0.010032
0.589041, 2022-06-18T19:44:39Z, 950495, 0.010134
0.581081, 2022-06-18T19:44:52Z, 963381, 0.009998
0.586667, 2022-06-18T19:45:04Z, 975842, 0.010100
0.578947, 2022-06-18T19:45:17Z, 988733, 0.009968
0.571429, 2022-06-18T19:45:30Z, 1001400, 0.009842
0.576923, 2022-06-18T19:45:42Z, 1013879, 0.009942
0.569620, 2022-06-18T19:45:55Z, 1026743, 0.009817
0.575000, 2022-06-18T19:46:08Z, 1039195, 0.009915
0.580247, 2022-06-18T19:46:20Z, 1051870, 0.010009
0.585366, 2022-06-18T19:46:33Z, 1064547, 0.010100
0.578313, 2022-06-18T19:46:46Z, 1077358, 0.009980
0.571429, 2022-06-18T19:46:59Z, 1090101, 0.009863
0.576471, 2022-06-18T19:47:11Z, 1102555, 0.009955
0.581395, 2022-06-18T19:47:24Z, 1115223, 0.010043
0.586207, 2022-06-18T19:47:36Z, 1127899, 0.010129
0.590909, 2022-06-18T19:47:49Z, 1140574, 0.010212
0.584270, 2022-06-18T19:48:02Z, 1153465, 0.010098
0.577778, 2022-06-18T19:48:15Z, 1166135, 0.009989
0.582418, 2022-06-18T19:48:27Z, 1178586, 0.010073
0.586957, 2022-06-18T19:48:40Z, 1191292, 0.010154
0.591398, 2022-06-18T19:48:52Z, 1203928, 0.010233
0.585106, 2022-06-18T19:49:05Z, 1216826, 0.010125
0.578947, 2022-06-18T19:49:18Z, 1229487, 0.010020
0.583333, 2022-06-18T19:49:30Z, 1241947, 0.010100
0.577320, 2022-06-18T19:49:43Z, 1254833, 0.009997
0.581633, 2022-06-18T19:49:56Z, 1267287, 0.010075
0.575758, 2022-06-18T19:50:09Z, 1280183, 0.009974
0.580000, 2022-06-18T19:50:21Z, 1292630, 0.010051
0.574257, 2022-06-18T19:50:34Z, 1305518, 0.009952
0.578431, 2022-06-18T19:50:46Z, 1317978, 0.010027
0.582524, 2022-06-18T19:50:59Z, 1330644, 0.010100
0.576923, 2022-06-18T19:51:12Z, 1343532, 0.010003
0.580952, 2022-06-18T19:51:24Z, 1355988, 0.010077
0.584906, 2022-06-18T19:51:37Z, 1368664, 0.010147
0.579439, 2022-06-18T19:51:50Z, 1381555, 0.010052
0.583333, 2022-06-18T19:52:02Z, 1394008, 0.010123
0.577982, 2022-06-18T19:52:15Z, 1406904, 0.010031
0.581818, 2022-06-18T19:52:28Z, 1419345, 0.010100
0.576577, 2022-06-18T19:52:41Z, 1432263, 0.010009
0.580357, 2022-06-18T19:52:53Z, 1444699, 0.010078
0.575221, 2022-06-18T19:53:06Z, 1457582, 0.009989
0.570175, 2022-06-18T19:53:19Z, 1470256, 0.009903
0.573913, 2022-06-18T19:53:31Z, 1482713, 0.009971
0.577586, 2022-06-18T19:53:44Z, 1495381, 0.010036
0.581197, 2022-06-18T19:53:57Z, 1508057, 0.010100
0.576271, 2022-06-18T19:54:09Z, 1520951, 0.010015
0.571429, 2022-06-18T19:54:22Z, 1533699, 0.009932
0.575000, 2022-06-18T19:54:35Z, 1546070, 0.009997
0.578512, 2022-06-18T19:54:47Z, 1558794, 0.010059
0.581967, 2022-06-18T19:55:00Z, 1571417, 0.010121
0.585366, 2022-06-18T19:55:13Z, 1584089, 0.010181
0.580645, 2022-06-18T19:55:25Z, 1596977, 0.010099
0.576000, 2022-06-18T19:55:38Z, 1609654, 0.010020
0.579365, 2022-06-18T19:55:51Z, 1622098, 0.010081
0.582677, 2022-06-18T19:56:03Z, 1634773, 0.010140
0.585938, 2022-06-18T19:56:16Z, 1647441, 0.010198
0.581395, 2022-06-18T19:56:29Z, 1660343, 0.010118
0.584615, 2022-06-18T19:56:41Z, 1672788, 0.010177
0.580153, 2022-06-18T19:56:54Z, 1685684, 0.010099
0.575758, 2022-06-18T19:57:07Z, 1698210, 0.010025
0.578947, 2022-06-18T19:57:19Z, 1710806, 0.010082
0.574627, 2022-06-18T19:57:32Z, 1723700, 0.010006
0.577778, 2022-06-18T19:57:45Z, 1736145, 0.010064
0.580882, 2022-06-18T19:57:57Z, 1748816, 0.010119
0.576642, 2022-06-18T19:58:10Z, 1761729, 0.010045
0.579710, 2022-06-18T19:58:23Z, 1774160, 0.010101
0.575540, 2022-06-18T19:58:36Z, 1787052, 0.010028
0.578571, 2022-06-18T19:58:48Z, 1799512, 0.010083
0.594418, 2022-06-18T19:59:01Z, 1812176, 0.010136
