TotalTime(ms),Throughput(kbp),PDR,time
18055,0.012406,1.000000,2022-06-04T14:05:26Z
30733,0.014577,1.000000,2022-06-04T14:05:39Z
43394,0.015486,1.000000,2022-06-04T14:05:51Z
56063,0.015982,1.000000,2022-06-04T14:06:04Z
69018,0.016228,1.000000,2022-06-04T14:06:17Z
94295,0.014253,0.857143,2022-06-04T14:06:42Z
106760,0.014687,0.875000,2022-06-04T14:06:55Z
119497,0.014996,0.888889,2022-06-04T14:07:07Z
132094,0.015262,0.900000,2022-06-04T14:07:20Z
144983,0.015450,0.909091,2022-06-04T14:07:33Z
157453,0.015649,0.916667,2022-06-04T14:07:45Z
170117,0.015801,0.923077,2022-06-04T14:07:58Z
183001,0.015913,0.928571,2022-06-04T14:08:11Z
195675,0.016027,0.933333,2022-06-04T14:08:24Z
208119,0.016145,0.937500,2022-06-04T14:08:36Z
220796,0.016232,0.941176,2022-06-04T14:08:49Z
233467,0.016311,0.944444,2022-06-04T14:09:01Z
246142,0.016381,0.947368,2022-06-04T14:09:14Z
258814,0.016444,0.950000,2022-06-04T14:09:27Z
271484,0.016502,0.952381,2022-06-04T14:09:39Z
284375,0.016542,0.954545,2022-06-04T14:09:52Z
296830,0.016602,0.956522,2022-06-04T14:10:05Z
309512,0.016646,0.958333,2022-06-04T14:10:17Z
322214,0.016685,0.960000,2022-06-04T14:10:30Z
334850,0.016724,0.961538,2022-06-04T14:10:43Z
347523,0.016759,0.962963,2022-06-04T14:10:55Z
360183,0.016791,0.964286,2022-06-04T14:11:08Z
372863,0.016821,0.965517,2022-06-04T14:11:21Z
385531,0.016849,0.966667,2022-06-04T14:11:33Z
398204,0.016876,0.967742,2022-06-04T14:11:46Z
410876,0.016900,0.968750,2022-06-04T14:11:59Z
423546,0.016924,0.969697,2022-06-04T14:12:11Z
436437,0.016937,0.970588,2022-06-04T14:12:24Z
448890,0.016966,0.971429,2022-06-04T14:12:37Z
461557,0.016986,0.972222,2022-06-04T14:12:49Z
474237,0.017004,0.972973,2022-06-04T14:13:02Z
486903,0.017022,0.973684,2022-06-04T14:13:15Z
499577,0.017038,0.974359,2022-06-04T14:13:27Z
512389,0.017050,0.975000,2022-06-04T14:13:40Z
525140,0.017062,0.975610,2022-06-04T14:13:53Z
537593,0.017084,0.976190,2022-06-04T14:14:05Z
550274,0.017097,0.976744,2022-06-04T14:14:18Z
562998,0.017108,0.977273,2022-06-04T14:14:31Z
575826,0.017116,0.977778,2022-06-04T14:14:44Z
588283,0.017135,0.978261,2022-06-04T14:14:56Z
600955,0.017146,0.978723,2022-06-04T14:15:09Z
613622,0.017157,0.979167,2022-06-04T14:15:21Z
626296,0.017168,0.979592,2022-06-04T14:15:34Z
639008,0.017177,0.980000,2022-06-04T14:15:47Z
651678,0.017186,0.980392,2022-06-04T14:16:00Z
664311,0.017197,0.980769,2022-06-04T14:16:12Z
676997,0.017205,0.981132,2022-06-04T14:16:25Z
689656,0.017214,0.981481,2022-06-04T14:16:38Z
702544,0.017217,0.981818,2022-06-04T14:16:50Z
715002,0.017231,0.982143,2022-06-04T14:17:03Z
727894,0.017233,0.982456,2022-06-04T14:17:16Z
740340,0.017246,0.982759,2022-06-04T14:17:28Z
753021,0.017253,0.983051,2022-06-04T14:17:41Z
