Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),Main Min Current (mA),Main Min Power (mW),Main Min Voltage (V),Main Max Current (mA),Main Max Power (mW),Main Max Voltage (V),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V),USB Min Current (mA),USB Min Power (mW),USB Min Voltage (V),USB Max Current (mA),USB Max Power (mW),USB Max Voltage (V)
0.2000,-0.031,-0.1557,5.022,-0.061,-0.3062,0,58.769,0.0552,5.022,57.972,0,0,-0.061,-0.3062,0,58.769,0.0552,5.022
0.4000,-0.039,-0.1958,5.02,-0.061,-0.3062,0,58.769,0.0552,5.022,58.363,0,0,-0.061,-0.3062,0,58.769,0.0552,5.022
0.6000,-0.015,-0.0753,5.022,-0.061,-0.3062,0,58.795,0.0552,5.022,58.242,0,0,-0.061,-0.3062,0,58.795,0.0552,5.022
0.8000,-0.034,-0.1707,5.02,-0.066,-0.3313,0,58.795,0.0703,5.022,58.281,0,0,-0.066,-0.3313,0,58.795,0.0703,5.022
1.0000,-0.023,-0.1155,5.02,-0.066,-0.3313,0,58.795,0.0703,5.022,58.187,0,0,-0.066,-0.3313,0,58.795,0.0703,5.022
1.2000,-0.033,-0.1657,5.022,-0.069,-0.3465,0,58.795,0.0954,5.022,58.374,0,0,-0.069,-0.3465,0,58.795,0.0954,5.022
1.4000,-0.013,-0.0653,5.02,-0.069,-0.3465,0,58.795,0.0954,5.022,58.334,0,0,-0.069,-0.3465,0,58.795,0.0954,5.022
1.6000,-0.014,-0.0703,5.02,-0.073,-0.3665,0,58.795,0.0954,5.022,58.307,0,0,-0.073,-0.3665,0,58.795,0.0954,5.022
1.8000,-0.025,-0.1255,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.319,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
2.0000,-0.027,-0.1356,5.022,-0.073,-0.3665,0,58.795,0.0954,5.024,58.252,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
2.2000,-0.006,-0.0301,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.21,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
2.4000,-0.016,-0.0803,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.412,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
2.6000,-0.028,-0.1406,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.453,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
2.8000,-0.035,-0.1757,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.371,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
3.0000,-0.027,-0.1355,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.438,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
3.2000,-0.023,-0.1155,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.451,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
3.4000,-0.034,-0.1707,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.491,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
3.6000,-0.016,-0.0803,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.248,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
3.8000,-0.027,-0.1355,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.626,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
4.0000,-0.035,-0.1757,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.464,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
4.2000,-0.01,-0.0502,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.234,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
4.4000,-0.033,-0.1657,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.274,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
4.6000,-0.026,-0.1305,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.355,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
4.8000,-0.03,-0.1506,5.02,-0.073,-0.3665,0,58.795,0.0954,5.024,58.233,0,0,-0.073,-0.3665,0,58.795,0.0954,5.024
5.0000,-0.01,-0.0502,5.016,-0.073,-0.3665,0,72.808,0.1255,5.026,64.165,0,0,-0.073,-0.3665,0,72.808,0.1255,5.026
5.2000,-0.003,-0.0148,4.922,-0.073,-0.3665,0,180.537,0.1306,5.026,177.315,0,0,-0.073,-0.3665,0,180.537,0.1306,5.026
5.4000,-0.01,-0.0492,4.922,-0.073,-0.3665,0,180.537,0.1306,5.026,177.139,0,0,-0.073,-0.3665,0,180.537,0.1306,5.026
5.6000,-0.011,-0.0553,5.024,-0.073,-0.3665,0,180.537,0.1306,5.026,52.557,0,0,-0.073,-0.3665,0,180.537,0.1306,5.026
5.8000,-0.023,-0.1156,5.026,-0.073,-0.3665,0,180.537,0.1306,5.028,52.396,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
6.0000,-0.015,-0.0754,5.024,-0.073,-0.3665,0,180.537,0.1306,5.028,52.327,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
6.2000,0,0,5.024,-0.073,-0.3665,0,180.537,0.1306,5.028,52.219,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
6.4000,-0.019,-0.0955,5.024,-0.073,-0.3665,0,180.537,0.1306,5.028,52.341,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
6.6000,-0.023,-0.1156,5.026,-0.073,-0.3665,0,180.537,0.1306,5.028,52.219,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
6.8000,-0.028,-0.1407,5.026,-0.073,-0.3665,0,180.537,0.1306,5.028,52.017,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
7.0000,-0.011,-0.0553,5.026,-0.073,-0.3665,0,180.537,0.1306,5.028,52.152,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
7.2000,-0.017,-0.0854,5.026,-0.073,-0.3665,0,180.537,0.1306,5.028,52.192,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
7.4000,-0.032,-0.1608,5.024,-0.073,-0.3665,0,180.537,0.1306,5.028,52.233,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
7.6000,-0.017,-0.0853,5.016,-0.073,-0.3665,0,180.537,0.1306,5.028,64.853,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
7.8000,-0.021,-0.1055,5.026,-0.073,-0.3665,0,180.537,0.1306,5.028,52.125,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
8.0000,-0.006,-0.0302,5.026,-0.073,-0.3665,0,180.537,0.1306,5.028,52.369,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
8.2000,-0.028,-0.1407,5.024,-0.073,-0.3665,0,180.537,0.1306,5.028,52.18,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
8.4000,-0.018,-0.0905,5.026,-0.073,-0.3665,0,180.537,0.1306,5.028,52.315,0,0,-0.073,-0.3665,0,180.537,0.1306,5.028
