PDR,time,TotalTime(ms),Throughput(kbp)
1.000000, 2022-05-30T19:52:27Z, 12824, 0.017467
1.000000, 2022-05-30T19:52:40Z, 25494, 0.017573
1.000000, 2022-05-30T19:52:53Z, 38166, 0.017607
1.000000, 2022-05-30T19:53:05Z, 50848, 0.017621
0.800000, 2022-05-30T19:53:18Z, 63534, 0.014103
0.666667, 2022-05-30T19:53:31Z, 76401, 0.011728
0.714286, 2022-05-30T19:53:44Z, 89071, 0.012574
0.750000, 2022-05-30T19:53:56Z, 101593, 0.013229
0.777778, 2022-05-30T19:54:09Z, 114218, 0.013728
0.800000, 2022-05-30T19:54:21Z, 126870, 0.014125
0.818182, 2022-05-30T19:54:34Z, 139765, 0.014424
0.750000, 2022-05-30T19:54:47Z, 152427, 0.013226
0.769231, 2022-05-30T19:55:00Z, 164998, 0.013576
0.785714, 2022-05-30T19:55:12Z, 177769, 0.013861
0.800000, 2022-05-30T19:55:25Z, 190391, 0.014118
0.812500, 2022-05-30T19:55:50Z, 215795, 0.013494
0.823529, 2022-05-30T19:56:03Z, 228243, 0.013740
0.833333, 2022-05-30T19:56:16Z, 241132, 0.013934
0.842105, 2022-05-30T19:56:28Z, 253580, 0.014134
0.850000, 2022-05-30T19:56:41Z, 266471, 0.014290
0.809524, 2022-05-30T19:56:54Z, 279137, 0.013642
0.818182, 2022-05-30T19:57:06Z, 291822, 0.013817
0.826087, 2022-05-30T19:57:19Z, 304280, 0.013987
0.833333, 2022-05-30T19:57:32Z, 317163, 0.014125
0.840000, 2022-05-30T19:57:44Z, 329830, 0.014262
0.807692, 2022-05-30T19:57:57Z, 342494, 0.013735
0.777778, 2022-05-30T19:58:22Z, 367841, 0.012788
0.785714, 2022-05-30T19:58:35Z, 380292, 0.012958
0.793103, 2022-05-30T19:58:48Z, 393182, 0.013103
0.800000, 2022-05-30T19:59:00Z, 405643, 0.013253
0.806452, 2022-05-30T19:59:13Z, 418530, 0.013380
0.812500, 2022-05-30T19:59:26Z, 431198, 0.013507
0.818182, 2022-05-30T19:59:38Z, 443651, 0.013632
0.823529, 2022-05-30T19:59:51Z, 456540, 0.013738
0.828571, 2022-05-30T20:00:04Z, 469215, 0.013844
0.833333, 2022-05-30T20:00:16Z, 481663, 0.013952
0.837838, 2022-05-30T20:00:29Z, 494332, 0.014047
0.842105, 2022-05-30T20:00:42Z, 507231, 0.014132
0.820513, 2022-05-30T20:00:54Z, 519904, 0.013787
0.825000, 2022-05-30T20:01:07Z, 532351, 0.013886
0.829268, 2022-05-30T20:01:32Z, 557694, 0.013656
0.833333, 2022-05-30T20:01:45Z, 570595, 0.013740
0.837209, 2022-05-30T20:01:58Z, 583042, 0.013831
0.840909, 2022-05-30T20:02:10Z, 595707, 0.013913
0.844444, 2022-05-30T20:02:23Z, 608373, 0.013991
0.826087, 2022-05-30T20:02:36Z, 621274, 0.013701
0.829787, 2022-05-30T20:02:48Z, 633733, 0.013785
0.833333, 2022-05-30T20:03:01Z, 646526, 0.013859
0.836735, 2022-05-30T20:03:14Z, 659068, 0.013935
0.840000, 2022-05-30T20:03:26Z, 671746, 0.014005
0.843137, 2022-05-30T20:03:39Z, 684417, 0.014073
0.846154, 2022-05-30T20:03:52Z, 697304, 0.014134
0.849057, 2022-05-30T20:04:04Z, 709909, 0.014199
0.851852, 2022-05-30T20:04:17Z, 722647, 0.014259
0.854545, 2022-05-30T20:04:30Z, 735094, 0.014322
0.857143, 2022-05-30T20:04:42Z, 747765, 0.014379
0.859649, 2022-05-30T20:04:55Z, 760440, 0.014434
0.862069, 2022-05-30T20:05:08Z, 773334, 0.014483
0.864407, 2022-05-30T20:05:20Z, 785786, 0.014538
0.866667, 2022-05-30T20:05:33Z, 798462, 0.014588
0.868852, 2022-05-30T20:05:46Z, 811141, 0.014636
0.870968, 2022-05-30T20:05:58Z, 823802, 0.014683
0.873016, 2022-05-30T20:06:11Z, 836691, 0.014725
0.875000, 2022-05-30T20:06:24Z, 849148, 0.014772
0.876923, 2022-05-30T20:06:36Z, 861812, 0.014815
0.878788, 2022-05-30T20:06:49Z, 874563, 0.014855
0.880597, 2022-05-30T20:07:02Z, 887148, 0.014897
0.882353, 2022-05-30T20:07:14Z, 899841, 0.014936
0.884058, 2022-05-30T20:07:27Z, 912496, 0.014974
0.885714, 2022-05-30T20:07:40Z, 925398, 0.015008
0.887324, 2022-05-30T20:07:52Z, 937852, 0.015047
0.888889, 2022-05-30T20:08:05Z, 950518, 0.015082
0.890411, 2022-05-30T20:08:18Z, 963202, 0.015116
0.891892, 2022-05-30T20:08:31Z, 976077, 0.015146
0.893333, 2022-05-30T20:08:43Z, 988607, 0.015181
0.881579, 2022-05-30T20:08:56Z, 1001205, 0.014990
0.883117, 2022-05-30T20:09:08Z, 1013874, 0.015024
0.884615, 2022-05-30T20:09:21Z, 1026768, 0.015053
0.886076, 2022-05-30T20:09:34Z, 1039211, 0.015088
0.887500, 2022-05-30T20:09:46Z, 1051901, 0.015119
0.888889, 2022-05-30T20:09:59Z, 1064560, 0.015150
0.878049, 2022-05-30T20:10:12Z, 1077478, 0.014968
0.879518, 2022-05-30T20:10:24Z, 1089910, 0.015003
0.880952, 2022-05-30T20:10:37Z, 1102572, 0.015034
0.882353, 2022-05-30T20:10:50Z, 1115246, 0.015064
0.883721, 2022-05-30T20:11:03Z, 1128168, 0.015090
0.885057, 2022-05-30T20:11:15Z, 1140601, 0.015122
0.886364, 2022-05-30T20:11:28Z, 1153489, 0.015147
0.887640, 2022-05-30T20:11:41Z, 1166158, 0.015175
0.888889, 2022-05-30T20:11:53Z, 1178827, 0.015202
0.890110, 2022-05-30T20:12:06Z, 1191273, 0.015231
0.891304, 2022-05-30T20:12:19Z, 1203957, 0.015256
0.892473, 2022-05-30T20:12:31Z, 1216904, 0.015278
0.893617, 2022-05-30T20:12:44Z, 1229519, 0.015304
0.894737, 2022-05-30T20:12:57Z, 1241977, 0.015330
0.895833, 2022-05-30T20:13:09Z, 1254681, 0.015354
0.896907, 2022-05-30T20:13:22Z, 1267412, 0.015376
0.887755, 2022-05-30T20:13:35Z, 1280199, 0.015223
0.888889, 2022-05-30T20:13:47Z, 1292652, 0.015249
0.880000, 2022-05-30T20:14:00Z, 1305540, 0.015099
0.881188, 2022-05-30T20:14:13Z, 1317989, 0.015126
0.882353, 2022-05-30T20:14:25Z, 1330888, 0.015148
0.883495, 2022-05-30T20:14:38Z, 1343557, 0.015172
0.884615, 2022-05-30T20:14:51Z, 1356006, 0.015198
0.885714, 2022-05-30T20:15:03Z, 1368686, 0.015220
0.886792, 2022-05-30T20:15:16Z, 1381573, 0.015241
0.887850, 2022-05-30T20:15:29Z, 1394037, 0.015265
0.888889, 2022-05-30T20:15:41Z, 1406703, 0.015287
0.889908, 2022-05-30T20:15:54Z, 1419366, 0.015308
0.890909, 2022-05-30T20:16:07Z, 1432039, 0.015329
0.891892, 2022-05-30T20:16:19Z, 1444713, 0.015350
0.892857, 2022-05-30T20:16:32Z, 1457604, 0.015368
0.893805, 2022-05-30T20:16:45Z, 1470232, 0.015388
0.894737, 2022-05-30T20:16:58Z, 1482949, 0.015407
0.895652, 2022-05-30T20:17:10Z, 1495621, 0.015426
0.896552, 2022-05-30T20:17:23Z, 1508071, 0.015448
0.897436, 2022-05-30T20:17:36Z, 1520959, 0.015464
0.898305, 2022-05-30T20:17:48Z, 1533434, 0.015484
0.899160, 2022-05-30T20:18:01Z, 1546302, 0.015500
0.900000, 2022-05-30T20:18:13Z, 1558756, 0.015520
0.900826, 2022-05-30T20:18:26Z, 1571427, 0.015537
0.893443, 2022-05-30T20:18:39Z, 1584314, 0.015411
0.894309, 2022-05-30T20:18:52Z, 1596993, 0.015429
0.895161, 2022-05-30T20:19:04Z, 1609665, 0.015447
0.896000, 2022-05-30T20:19:17Z, 1622115, 0.015466
0.888889, 2022-05-30T20:19:30Z, 1635011, 0.015344
0.889764, 2022-05-30T20:19:42Z, 1647468, 0.015364
0.882812, 2022-05-30T20:19:55Z, 1660346, 0.015245
0.883721, 2022-05-30T20:20:07Z, 1672803, 0.015265
0.884615, 2022-05-30T20:20:20Z, 1685695, 0.015282
0.877863, 2022-05-30T20:20:33Z, 1698361, 0.015168
0.878788, 2022-05-30T20:20:45Z, 1710814, 0.015188
0.872180, 2022-05-30T20:20:58Z, 1723708, 0.015074
0.873134, 2022-05-30T20:21:11Z, 1736381, 0.015093
0.874074, 2022-05-30T20:21:23Z, 1748836, 0.015114
0.867647, 2022-05-30T20:21:36Z, 1761725, 0.015003
0.868613, 2022-05-30T20:21:49Z, 1774173, 0.015024
0.869565, 2022-05-30T20:22:01Z, 1786863, 0.015043
0.870504, 2022-05-30T20:22:14Z, 1799523, 0.015062
0.871429, 2022-05-30T20:22:27Z, 1812188, 0.015080
