TotalTime(ms),Throughput(kbp),PDR,data,time
15657,0.014307,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:12:12Z
28246,0.015860,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:12:25Z
40930,0.016418,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:12:37Z
53586,0.016721,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:12:50Z
66494,0.016844,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:13:03Z
104489,0.012863,0.750000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:13:41Z
129627,0.012096,0.700000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:14:06Z
167710,0.010685,0.615385,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:14:44Z
180301,0.011181,0.642857,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:14:57Z
205860,0.010881,0.625000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:15:22Z
218313,0.011287,0.647059,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:15:35Z
230988,0.011637,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:15:47Z
256354,0.011359,0.650000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:16:13Z
269016,0.011657,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:16:25Z
281673,0.011929,0.681818,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:16:38Z
294515,0.012169,0.695652,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:16:51Z
307011,0.012403,0.708333,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:17:03Z
319904,0.012604,0.720000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:17:16Z
357717,0.011898,0.678571,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:17:54Z
383047,0.011696,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:18:19Z
395865,0.011883,0.677419,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:18:32Z
408397,0.012067,0.687500,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:18:45Z
446408,0.011541,0.657143,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:19:23Z
484425,0.011098,0.631579,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:20:01Z
497092,0.011266,0.641026,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:20:14Z
509999,0.011420,0.650000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:20:26Z
522630,0.011572,0.658537,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:20:39Z
535196,0.011719,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:20:52Z
547994,0.011854,0.674419,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:21:04Z
560466,0.011990,0.681818,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:21:17Z
598459,0.011603,0.659574,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:21:55Z
611132,0.011729,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:22:08Z
636515,0.011613,0.660000,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:22:33Z
649158,0.011732,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:22:46Z
661819,0.011846,0.673077,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:22:58Z
674793,0.011950,0.679245,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:23:11Z
687167,0.012061,0.685185,AWcAAAJoAAMCAAAEAgAA,2022-06-01T15:23:24Z
