TotalTime(ms),Throughput(kbp),PDR,data,time
14486,0.015464,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:38:28Z
27167,0.016491,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:38:41Z
39821,0.016875,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:38:54Z
65170,0.013749,0.800000,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:39:19Z
77848,0.014387,0.833333,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:39:32Z
115852,0.011601,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:40:10Z
141194,0.011105,0.636364,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:40:35Z
153879,0.011646,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:40:48Z
179213,0.011249,0.642857,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:41:13Z
229898,0.009743,0.555556,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:42:04Z
255240,0.009654,0.550000,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:42:29Z
267902,0.010034,0.571429,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:42:42Z
293284,0.009929,0.565217,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:43:07Z
305956,0.010250,0.583333,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:43:20Z
331279,0.010143,0.576923,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:43:45Z
343948,0.010420,0.592593,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:43:58Z
381958,0.009970,0.566667,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:44:36Z
407302,0.009899,0.562500,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:45:01Z
445320,0.009557,0.542857,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:45:39Z
483327,0.009269,0.526316,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:46:17Z
496007,0.009484,0.538462,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:46:30Z
521361,0.009452,0.536585,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:46:55Z
534043,0.009647,0.547619,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:47:08Z
559365,0.009611,0.545455,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:47:33Z
572034,0.009790,0.555556,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:47:46Z
597382,0.009749,0.553191,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:48:11Z
610052,0.009914,0.562500,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:48:24Z
648063,0.009678,0.549020,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:49:02Z
673414,0.009646,0.547170,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:49:27Z
686151,0.009794,0.555556,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:49:40Z
711427,0.009761,0.553571,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:50:05Z
749448,0.009564,0.542373,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:50:43Z
762122,0.009699,0.550000,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:50:56Z
787458,0.009672,0.548387,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:51:21Z
800130,0.009798,0.555556,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:51:34Z
838269,0.009620,0.545455,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:52:12Z
863485,0.009598,0.544118,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:52:37Z
876163,0.009715,0.550725,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:52:50Z
914174,0.009556,0.541667,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:53:28Z
939519,0.009537,0.540541,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:53:53Z
952197,0.009645,0.546667,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:54:06Z
977534,0.009624,0.545455,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:54:31Z
1015554,0.009484,0.537500,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:55:09Z
1053747,0.009353,0.530120,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:55:48Z
1066237,0.009454,0.535714,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:56:00Z
1091583,0.009440,0.534884,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:56:25Z
1104252,0.009534,0.540230,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:56:38Z
1129599,0.009518,0.539326,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:57:03Z
1142273,0.009609,0.544444,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:57:16Z
1180285,0.009489,0.537634,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:57:54Z
1205633,0.009476,0.536842,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:58:19Z
1218303,0.009561,0.541667,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:58:32Z
1243647,0.009546,0.540816,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:58:57Z
1281659,0.009438,0.534653,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:59:35Z
1294333,0.009518,0.539216,AWcAAAJoAAMCAAAEAgAA,2022-06-18T20:59:48Z
1319689,0.009505,0.538462,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:00:14Z
1332362,0.009583,0.542857,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:00:26Z
1357690,0.009569,0.542056,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:00:52Z
1370369,0.009644,0.546296,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:01:04Z
1395710,0.009630,0.545455,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:01:30Z
1408376,0.009702,0.549550,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:01:42Z
1446396,0.009602,0.543860,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:02:20Z
1471741,0.009589,0.543103,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:02:46Z
1484409,0.009658,0.547009,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:02:58Z
1509755,0.009644,0.546218,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:03:24Z
1547772,0.009552,0.540984,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:04:02Z
1560439,0.009618,0.544715,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:04:14Z
1585784,0.009605,0.544000,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:04:40Z
1598456,0.009669,0.547619,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:04:52Z
1623804,0.009656,0.546875,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:05:18Z
1661812,0.009570,0.541985,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:05:56Z
1674489,0.009632,0.545455,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:06:08Z
1712505,0.009549,0.540741,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:06:46Z
1737847,0.009538,0.540146,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:07:12Z
1750522,0.009597,0.543478,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:07:24Z
1775917,0.009586,0.542857,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:07:50Z
1813883,0.009509,0.538462,AWcAAAJoAAMCAAAEAgAA,2022-06-18T21:08:28Z
