Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-22T14:36:04Z, 13537, 0.016547
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-22T14:36:17Z, 26199, 0.017100
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-22T14:36:42Z, 51550, 0.013036
QBXq3gAABAABsgROlhZJHbPspEjsWWsTsuPXdA==,QBXq3gAABAABsgROlhbsHbMipEjsWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsT7OPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWewTsuPXdA==,0.750000, 2022-05-22T14:36:55Z, 64443, 0.010428
QBXq3gAABQABE/I4jZO9THxkHEJkebips0vGGQ==,QBXq3gAABQABE/I4jZNkTHyFHEJkebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebip30vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneWSps0vGGQ==,0.800000, 2022-05-22T14:37:08Z, 77112, 0.011619
QBXq3gAABgABVMNJJTl9QPqjb76jeSSSBfr7Wg==,QBXq3gAABgABVMNJJTmjQPqKb76jeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSo/r7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeaOSBfr7Wg==,0.833333, 2022-05-22T14:37:20Z, 89780, 0.012475
QBXq3gAABwAB5OQ9879HguxK2PFK9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Kguzm2PFK9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBSqGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9EoBAKGMUg==,0.714286, 2022-05-22T14:37:33Z, 102496, 0.010927
QBXq3gAACAABtnEGYBSOZlSRzkORXEJY0/5Czg==,QBXq3gAACAABtnEGYBSRZlRdzkORXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYn/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXJFY0/5Czg==,0.625000, 2022-05-22T14:37:46Z, 115129, 0.009728
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.666667, 2022-05-22T14:37:58Z, 127582, 0.010534
QBXq3gAACgAB4J5MGLcM8Ibaa9HaYNx4zhIZKg==,QBXq3gAACgAB4J5MGLfa8IZxa9HaYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx42hIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNp4zhIZKg==,0.600000, 2022-05-22T14:38:11Z, 140466, 0.009568
QBXq3gAACwABeiMIbZ4A4j+498K4NMwB/n6ucg==,QBXq3gAACwABeiMIbZ644j9r98K4NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwBdX6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NLgB/n6ucg==,0.636364, 2022-05-22T14:38:24Z, 152922, 0.010254
QBXq3gAADAABPKsQO4Q7vVlnTGZnU8OQcmtdZA==,QBXq3gAADAABPKsQO4RnvVkXTGZnU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQZ2tdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU2eQcmtdZA==,0.666667, 2022-05-22T14:38:36Z, 165811, 0.010807
QBXq3gAADQAB5bM7t6M2OWt8ffV83B2UDcVbbw==,QBXq3gAADQAB5bM7t6N8OWuZffV83B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UfMVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3HyUDcVbbw==,0.692308, 2022-05-22T14:38:49Z, 178480, 0.011295
