TotalTime(ms),Throughput(kbp),PDR,data,time
16884,0.013267,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:32:50Z
29546,0.015163,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:33:03Z
42226,0.015914,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:33:16Z
54890,0.016324,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:33:28Z
67571,0.016575,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:33:41Z
80232,0.016751,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:33:54Z
105578,0.014852,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:34:19Z
118250,0.015154,0.888889,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:34:32Z
130919,0.015399,0.900000,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:34:44Z
143649,0.015594,0.909091,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:34:57Z
156255,0.015769,0.916667,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:35:10Z
181606,0.014801,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:35:35Z
194281,0.014989,0.866667,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:35:48Z
206949,0.015153,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:36:01Z
219624,0.015299,0.882353,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:36:13Z
232295,0.015429,0.888889,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:36:26Z
257632,0.014781,0.850000,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:36:51Z
270306,0.014916,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:37:04Z
282984,0.015040,0.863636,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:37:17Z
295659,0.015153,0.869565,AWcAAAJoAAMCAAAEAgAA,2022-06-13T20:37:29Z
