TotalTime(ms),Flag,EE1,EE2,EE3,EE4,EE5,EE6,EE7,EE8,minEE,Fair index,Loopcount,SF1,TP1,PRR1,InstantPRR1,InstantEE1,SF2,TP2,PRR2,InstantPRR2,InstantEE2,SF3,TP3,PRR3,InstantPRR3,Received3,TotalTime3,TotalPower3,InstantEE3,SF4,TP4,PRR4,InstantPRR4,InstantEE4,SF5,TP5,PRR5,InstantPRR5,InstantEE5,SF6,TP6,PRR6,InstantPRR6,InstantEE6,SF7,TP7,PRR7,InstantPRR7,InstantEE7,SF8,TP8,PRR8,InstantPRR8,InstantEE8,time
757726,1,0.567168,0.492486,0.616805,0.490388,0.000000,0.000000,0.000000,0.000000,0.490388,0.990428,48.000000,9.000000,0.000000,0.652649,0.746269,0.652017,10.000000,1.000000,0.816354,0.789474,0.749039,9.000000,0.000000,0.709767,0.808824,13216.000000,15.927296,16189.978624,0.747129,10.000000,1.000000,0.812876,0.733333,0.767586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:09:49Z
758738,2,0.567168,0.492486,0.495458,0.490388,0.000000,0.000000,0.000000,0.000000,0.490388,0.996035,48.000000,9.000000,0.000000,0.652649,0.746269,0.652017,10.000000,1.000000,0.816354,0.789474,0.749039,10.000000,1.000000,0.821281,0.789474,13440.000000,16.153600,16447.738880,0.749039,10.000000,1.000000,0.812876,0.733333,0.767586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:09:50Z
799905,3,0.567168,0.492486,0.495458,0.555189,0.000000,0.000000,0.000000,0.000000,0.492486,0.995892,48.000000,9.000000,0.000000,0.652649,0.746269,0.655427,10.000000,1.000000,0.816354,0.789474,0.739793,10.000000,1.000000,0.821281,0.789474,14336.000000,17.800192,17932.964864,0.736967,9.000000,0.000000,0.638864,0.750000,0.749039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:10:31Z
808940,2,0.567168,0.492486,0.523876,0.555189,0.000000,0.000000,0.000000,0.000000,0.492486,0.997059,48.000000,9.000000,0.000000,0.652649,0.746269,0.658731,10.000000,1.000000,0.816354,0.789474,0.736967,9.000000,0.000000,0.602832,0.802469,14560.000000,18.211840,18304.271360,0.734255,9.000000,0.000000,0.638864,0.750000,0.749039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:10:40Z
817966,1,0.567168,0.542793,0.523876,0.555189,0.000000,0.000000,0.000000,0.000000,0.523876,0.999144,48.000000,9.000000,0.000000,0.652649,0.746269,0.658731,9.000000,0.000000,0.624601,0.792683,0.734255,9.000000,0.000000,0.602832,0.802469,14560.000000,18.211840,18304.271360,0.734255,9.000000,0.000000,0.638864,0.750000,0.750890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:10:49Z
827011,0,0.512219,0.542793,0.523876,0.555189,0.000000,0.000000,0.000000,0.000000,0.512219,0.999033,48.000000,9.000000,0.000000,0.589419,0.662651,0.661934,9.000000,0.000000,0.624601,0.792683,0.734255,9.000000,0.000000,0.602832,0.802469,14784.000000,18.438144,18562.031616,0.736126,9.000000,0.000000,0.638864,0.750000,0.750890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:10:58Z
860196,3,0.512219,0.542793,0.523876,0.593379,0.000000,0.000000,0.000000,0.000000,0.512219,0.996746,48.000000,9.000000,0.000000,0.589419,0.662651,0.661934,9.000000,0.000000,0.624601,0.792683,0.739718,9.000000,0.000000,0.602832,0.802469,15456.000000,19.117056,19335.312384,0.741441,10.000000,1.000000,0.983596,0.755814,0.757758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:11:32Z
878251,1,0.512219,0.520550,0.523876,0.593379,0.000000,0.000000,0.000000,0.000000,0.512219,0.996349,48.000000,9.000000,0.000000,0.589419,0.662651,0.661934,9.000000,0.000000,0.599005,0.795455,0.743120,9.000000,0.000000,0.602832,0.802469,15456.000000,19.117056,19335.312384,0.741441,10.000000,1.000000,0.983596,0.755814,0.754590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:11:50Z
899341,2,0.512219,0.520550,0.498281,0.593379,0.000000,0.000000,0.000000,0.000000,0.498281,0.995216,48.000000,9.000000,0.000000,0.589419,0.662651,0.665042,9.000000,0.000000,0.599005,0.795455,0.744755,10.000000,1.000000,0.825959,0.777778,15680.000000,19.343360,19593.072640,0.743120,10.000000,1.000000,0.983596,0.755814,0.748629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:12:11Z
910414,3,0.512219,0.520550,0.498281,0.542793,0.000000,0.000000,0.000000,0.000000,0.498281,0.999031,48.000000,9.000000,0.000000,0.589419,0.662651,0.668057,9.000000,0.000000,0.599005,0.795455,0.746348,10.000000,1.000000,0.825959,0.777778,15904.000000,19.755008,19964.379136,0.740519,9.000000,0.000000,0.624601,0.769231,0.743120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:12:22Z
948573,1,0.512219,0.485377,0.498281,0.542793,0.000000,0.000000,0.000000,0.000000,0.485377,0.998248,48.000000,9.000000,0.000000,0.589419,0.662651,0.670985,10.000000,1.000000,0.804569,0.789474,0.750890,10.000000,1.000000,0.825959,0.777778,16576.000000,20.989952,21078.298624,0.733266,9.000000,0.000000,0.624601,0.769231,0.744755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:13:00Z
959629,2,0.512219,0.485377,0.516423,0.542793,0.000000,0.000000,0.000000,0.000000,0.485377,0.998436,48.000000,9.000000,0.000000,0.589419,0.662651,0.670985,10.000000,1.000000,0.804569,0.789474,0.750890,9.000000,0.000000,0.594256,0.781250,16800.000000,21.401600,21449.605120,0.731016,9.000000,0.000000,0.624601,0.769231,0.744755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:13:11Z
977703,0,0.542793,0.485377,0.516423,0.542793,0.000000,0.000000,0.000000,0.000000,0.485377,0.997951,48.000000,9.000000,0.000000,0.624601,0.612245,0.676592,10.000000,1.000000,0.804569,0.789474,0.748312,9.000000,0.000000,0.594256,0.781250,16800.000000,21.401600,21449.605120,0.731016,9.000000,0.000000,0.624601,0.769231,0.747900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:13:29Z
1000816,3,0.542793,0.485377,0.516423,0.516423,0.000000,0.000000,0.000000,0.000000,0.485377,0.998445,48.000000,9.000000,0.000000,0.624601,0.612245,0.679278,10.000000,1.000000,0.804569,0.789474,0.741088,9.000000,0.000000,0.594256,0.781250,17024.000000,21.627904,21707.365376,0.732655,9.000000,0.000000,0.594256,0.750000,0.750890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:13:52Z
1018897,1,0.542793,0.491815,0.516423,0.516423,0.000000,0.000000,0.000000,0.000000,0.491815,0.998785,48.000000,9.000000,0.000000,0.624601,0.612245,0.684431,10.000000,1.000000,0.815241,0.784314,0.738838,9.000000,0.000000,0.594256,0.781250,17024.000000,21.627904,21707.365376,0.732655,9.000000,0.000000,0.594256,0.750000,0.752331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:14:10Z
1048021,0,0.486293,0.491815,0.516423,0.516423,0.000000,0.000000,0.000000,0.000000,0.486293,0.999245,48.000000,10.000000,1.000000,0.806089,0.619048,0.689312,10.000000,1.000000,0.815241,0.784314,0.734551,9.000000,0.000000,0.594256,0.781250,17248.000000,21.854208,21965.125632,0.734255,9.000000,0.000000,0.594256,0.750000,0.755109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:14:39Z
1079157,1,0.486293,0.471495,0.516423,0.516423,0.000000,0.000000,0.000000,0.000000,0.471495,0.998470,48.000000,10.000000,1.000000,0.806089,0.619048,0.684662,9.000000,0.000000,0.542557,0.787037,0.728605,9.000000,0.000000,0.594256,0.781250,17472.000000,22.080512,22222.885888,0.735818,9.000000,0.000000,0.594256,0.750000,0.756449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:15:11Z
1081188,3,0.486293,0.471495,0.516423,0.437140,0.000000,0.000000,0.000000,0.000000,0.437140,0.996447,48.000000,10.000000,1.000000,0.806089,0.619048,0.684662,9.000000,0.000000,0.542557,0.787037,0.728605,9.000000,0.000000,0.594256,0.781250,17696.000000,22.306816,22480.646144,0.737345,11.000000,3.000000,0.968826,0.740741,0.757758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:15:13Z
1090234,2,0.486293,0.471495,0.592582,0.437140,0.000000,0.000000,0.000000,0.000000,0.437140,0.986530,48.000000,10.000000,1.000000,0.806089,0.619048,0.684662,9.000000,0.000000,0.542557,0.787037,0.728605,9.000000,0.000000,0.681893,0.733945,17920.000000,22.533120,22738.406400,0.738838,11.000000,3.000000,0.968826,0.740741,0.757758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:15:22Z
1118339,0,0.491116,0.471495,0.592582,0.437140,0.000000,0.000000,0.000000,0.000000,0.437140,0.986677,48.000000,10.000000,1.000000,0.814082,0.625000,0.681832,9.000000,0.000000,0.542557,0.787037,0.731488,9.000000,0.000000,0.681893,0.733945,18368.000000,22.985728,23253.926912,0.741724,11.000000,3.000000,0.968826,0.740741,0.738461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:15:50Z
1131415,3,0.491116,0.471495,0.592582,0.490388,0.000000,0.000000,0.000000,0.000000,0.471495,0.991436,48.000000,10.000000,1.000000,0.814082,0.625000,0.680489,9.000000,0.000000,0.542557,0.787037,0.732885,9.000000,0.000000,0.681893,0.733945,18816.000000,23.438336,23769.447424,0.744485,10.000000,1.000000,0.812876,0.752212,0.726892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:16:03Z
1140442,2,0.491116,0.471495,0.580026,0.490388,0.000000,0.000000,0.000000,0.000000,0.471495,0.993161,48.000000,10.000000,1.000000,0.814082,0.625000,0.679192,9.000000,0.000000,0.542557,0.787037,0.734255,9.000000,0.000000,0.667445,0.745614,19040.000000,23.664640,24027.207680,0.745821,10.000000,1.000000,0.812876,0.752212,0.726892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:16:12Z
1149463,1,0.491116,0.431737,0.580026,0.490388,0.000000,0.000000,0.000000,0.000000,0.431737,0.988826,48.000000,10.000000,1.000000,0.814082,0.625000,0.677937,11.000000,3.000000,0.956852,0.782609,0.735597,9.000000,0.000000,0.667445,0.745614,19040.000000,23.664640,24027.207680,0.745821,10.000000,1.000000,0.812876,0.752212,0.725058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:16:21Z
1178620,0,0.631711,0.431737,0.580026,0.490388,0.000000,0.000000,0.000000,0.000000,0.431737,0.979331,48.000000,9.000000,0.000000,0.726920,0.635593,0.675548,11.000000,3.000000,0.956852,0.782609,0.725091,9.000000,0.000000,0.667445,0.745614,19712.000000,24.343552,24800.488448,0.749663,10.000000,1.000000,0.812876,0.752212,0.721548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:16:50Z
1190655,2,0.631711,0.431737,0.537764,0.490388,0.000000,0.000000,0.000000,0.000000,0.431737,0.980784,48.000000,9.000000,0.000000,0.726920,0.635593,0.677673,11.000000,3.000000,0.956852,0.782609,0.715333,9.000000,0.000000,0.618814,0.756303,20160.000000,24.796160,25316.008960,0.752093,10.000000,1.000000,0.812876,0.752212,0.719868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:17:02Z
1199677,1,0.631711,0.500367,0.537764,0.490388,0.000000,0.000000,0.000000,0.000000,0.490388,0.989443,48.000000,9.000000,0.000000,0.726920,0.635593,0.679752,9.000000,0.000000,0.575780,0.791667,0.710711,9.000000,0.000000,0.618814,0.756303,20160.000000,24.796160,25316.008960,0.752093,10.000000,1.000000,0.812876,0.752212,0.719868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:17:11Z
1201702,3,0.631711,0.500367,0.537764,0.505935,0.000000,0.000000,0.000000,0.000000,0.500367,0.990721,48.000000,9.000000,0.000000,0.726920,0.635593,0.679752,9.000000,0.000000,0.575780,0.791667,0.710711,9.000000,0.000000,0.618814,0.756303,20384.000000,25.022464,25573.769216,0.753272,9.000000,0.000000,0.582188,0.750000,0.718235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:17:13Z
1228795,0,0.596811,0.500367,0.537764,0.505935,0.000000,0.000000,0.000000,0.000000,0.500367,0.994901,48.000000,10.000000,1.000000,0.989285,0.650407,0.685726,9.000000,0.000000,0.575780,0.791667,0.712136,9.000000,0.000000,0.618814,0.756303,20832.000000,25.475072,26089.289728,0.755559,9.000000,0.000000,0.582188,0.750000,0.719687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:17:40Z
1260921,2,0.596811,0.500367,0.520550,0.505935,0.000000,0.000000,0.000000,0.000000,0.500367,0.994701,48.000000,10.000000,1.000000,0.989285,0.650407,0.682140,9.000000,0.000000,0.575780,0.791667,0.714912,9.000000,0.000000,0.599005,0.753968,21280.000000,25.927680,26604.810240,0.757758,9.000000,0.000000,0.582188,0.750000,0.722508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:18:12Z
1278981,0,0.493131,0.500367,0.520550,0.505935,0.000000,0.000000,0.000000,0.000000,0.493131,0.999603,48.000000,10.000000,1.000000,0.817423,0.664062,0.679918,9.000000,0.000000,0.575780,0.791667,0.716263,9.000000,0.000000,0.599005,0.753968,21280.000000,25.927680,26604.810240,0.757758,9.000000,0.000000,0.582188,0.750000,0.723880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:18:30Z
1279997,1,0.493131,0.536276,0.520550,0.505935,0.000000,0.000000,0.000000,0.000000,0.493131,0.999017,48.000000,10.000000,1.000000,0.817423,0.664062,0.679918,9.000000,0.000000,0.617101,0.781250,0.717591,9.000000,0.000000,0.599005,0.753968,21280.000000,25.927680,26604.810240,0.757758,9.000000,0.000000,0.582188,0.750000,0.723880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:18:31Z
1282005,3,0.493131,0.536276,0.520550,0.573107,0.000000,0.000000,0.000000,0.000000,0.493131,0.997041,48.000000,10.000000,1.000000,0.817423,0.664062,0.679918,9.000000,0.000000,0.617101,0.781250,0.717591,9.000000,0.000000,0.599005,0.753968,21280.000000,25.927680,26604.810240,0.757758,9.000000,0.000000,0.659483,0.742188,0.725226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:18:33Z
1339189,0,0.490388,0.536276,0.520550,0.573107,0.000000,0.000000,0.000000,0.000000,0.490388,0.996846,48.000000,10.000000,1.000000,0.812876,0.671642,0.674875,9.000000,0.000000,0.617101,0.781250,0.721439,9.000000,0.000000,0.599005,0.753968,21952.000000,26.606592,27378.091008,0.760900,9.000000,0.000000,0.659483,0.742188,0.729117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:19:31Z
1350240,1,0.490388,0.520550,0.520550,0.573107,0.000000,0.000000,0.000000,0.000000,0.490388,0.996807,48.000000,10.000000,1.000000,0.812876,0.671642,0.673945,9.000000,0.000000,0.599005,0.777778,0.723898,9.000000,0.000000,0.599005,0.753968,22176.000000,26.832896,27635.851264,0.761909,9.000000,0.000000,0.659483,0.742188,0.730368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:19:42Z
1351256,2,0.490388,0.520550,0.495981,0.573107,0.000000,0.000000,0.000000,0.000000,0.490388,0.996064,48.000000,10.000000,1.000000,0.812876,0.671642,0.673945,9.000000,0.000000,0.599005,0.777778,0.723898,10.000000,1.000000,0.822148,0.740741,22400.000000,27.059200,27893.611520,0.762899,9.000000,0.000000,0.659483,0.742188,0.730368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:19:43Z
1352263,3,0.490388,0.520550,0.495981,0.479115,0.000000,0.000000,0.000000,0.000000,0.479115,0.999070,48.000000,10.000000,1.000000,0.812876,0.671642,0.673945,9.000000,0.000000,0.599005,0.777778,0.723898,10.000000,1.000000,0.822148,0.740741,22400.000000,27.059200,27893.611520,0.762899,10.000000,1.000000,0.794190,0.740741,0.731597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:19:44Z
1402480,3,0.490388,0.520550,0.495981,0.590117,0.000000,0.000000,0.000000,0.000000,0.490388,0.994304,48.000000,10.000000,1.000000,0.812876,0.671642,0.671294,9.000000,0.000000,0.599005,0.777778,0.726276,10.000000,1.000000,0.822148,0.740741,23296.000000,28.705792,29378.837504,0.754829,9.000000,0.000000,0.679056,0.750000,0.723898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:20:34Z
1409484,0,0.477197,0.520550,0.495981,0.590117,0.000000,0.000000,0.000000,0.000000,0.477197,0.993301,48.000000,9.000000,0.000000,0.549118,0.673759,0.670454,9.000000,0.000000,0.599005,0.777778,0.726276,10.000000,1.000000,0.822148,0.740741,23296.000000,28.705792,29378.837504,0.754829,9.000000,0.000000,0.679056,0.750000,0.723898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:20:41Z
1411497,2,0.477197,0.520550,0.584509,0.590117,0.000000,0.000000,0.000000,0.000000,0.477197,0.992616,48.000000,9.000000,0.000000,0.549118,0.673759,0.670454,9.000000,0.000000,0.599005,0.777778,0.727436,9.000000,0.000000,0.672604,0.744681,23520.000000,29.117440,29750.144000,0.752938,9.000000,0.000000,0.679056,0.750000,0.723898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:20:43Z
1430572,1,0.477197,0.586974,0.584509,0.590117,0.000000,0.000000,0.000000,0.000000,0.477197,0.992797,48.000000,9.000000,0.000000,0.549118,0.673759,0.672142,10.000000,1.000000,0.972978,0.769231,0.729701,9.000000,0.000000,0.672604,0.744681,23744.000000,29.343744,30007.904256,0.753935,9.000000,0.000000,0.679056,0.750000,0.726276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:21:02Z
1462726,3,0.477197,0.586974,0.584509,0.497861,0.000000,0.000000,0.000000,0.000000,0.477197,0.991511,48.000000,9.000000,0.000000,0.549118,0.673759,0.675433,10.000000,1.000000,0.972978,0.769231,0.725478,9.000000,0.000000,0.672604,0.744681,24192.000000,29.796352,30523.424768,0.755878,10.000000,1.000000,0.825263,0.753425,0.729701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:21:34Z
1480796,1,0.477197,0.511431,0.584509,0.497861,0.000000,0.000000,0.000000,0.000000,0.477197,0.993941,48.000000,9.000000,0.000000,0.549118,0.673759,0.677037,9.000000,0.000000,0.588511,0.777027,0.722816,9.000000,0.000000,0.672604,0.744681,24416.000000,30.022656,30781.185024,0.756826,10.000000,1.000000,0.825263,0.753425,0.728261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:21:52Z
1481806,2,0.477197,0.511431,0.433432,0.497861,0.000000,0.000000,0.000000,0.000000,0.433432,0.996234,48.000000,9.000000,0.000000,0.549118,0.673759,0.677037,9.000000,0.000000,0.588511,0.777027,0.722816,11.000000,3.000000,0.960607,0.743243,24640.000000,30.248960,31038.945280,0.757758,10.000000,1.000000,0.825263,0.753425,0.728261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:21:53Z
1489833,0,0.447286,0.511431,0.433432,0.497861,0.000000,0.000000,0.000000,0.000000,0.433432,0.995185,48.000000,9.000000,0.000000,0.514699,0.671141,0.678615,9.000000,0.000000,0.588511,0.777027,0.722816,11.000000,3.000000,0.960607,0.743243,24640.000000,30.248960,31038.945280,0.757758,10.000000,1.000000,0.825263,0.753425,0.726854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:22:01Z
1512959,3,0.447286,0.511431,0.433432,0.562085,0.000000,0.000000,0.000000,0.000000,0.433432,0.988946,48.000000,9.000000,0.000000,0.514699,0.671141,0.680168,9.000000,0.000000,0.588511,0.777027,0.726059,11.000000,3.000000,0.960607,0.743243,25312.000000,32.718848,32528.287744,0.743722,9.000000,0.000000,0.646800,0.761589,0.722816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:22:24Z
1531054,1,0.447286,0.542793,0.433432,0.562085,0.000000,0.000000,0.000000,0.000000,0.433432,0.987137,48.000000,9.000000,0.000000,0.514699,0.671141,0.681695,9.000000,0.000000,0.624601,0.784314,0.728142,11.000000,3.000000,0.960607,0.743243,25536.000000,33.542144,33024.735232,0.739325,9.000000,0.000000,0.646800,0.761589,0.722816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:22:42Z
