Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),Main Min Current (mA),Main Min Power (mW),Main Min Voltage (V),Main Max Current (mA),Main Max Power (mW),Main Max Voltage (V),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V),USB Min Current (mA),USB Min Power (mW),USB Min Voltage (V),USB Max Current (mA),USB Max Power (mW),USB Max Voltage (V)
0.0000,-0.029,-0.1453,5.012,-0.029,-0.1453,5.012,-0.029,-0.1453,5.012,62.226,0,0,-0.029,-0.1453,0,62.226,0,5.012
0.0200,-0.031,-0.1554,5.012,-0.052,-0.2606,0,62.644,0,5.014,62.199,0,0,-0.052,-0.2606,0,62.644,0,5.014
0.0400,-0.014,-0.0702,5.012,-0.055,-0.2758,0,62.765,0,5.014,62.266,0,0,-0.055,-0.2758,0,62.765,0,5.014
0.0600,-0.029,-0.1454,5.014,-0.055,-0.2758,0,62.765,0.015,5.014,62.334,0,0,-0.055,-0.2758,0,62.765,0.015,5.014
0.0800,-0.007,-0.0351,5.012,-0.055,-0.2758,0,62.765,0.015,5.014,62.293,0,0,-0.055,-0.2758,0,62.765,0.015,5.014
0.1000,-0.03,-0.1504,5.014,-0.057,-0.2858,0,62.765,0.015,5.014,62.415,0,0,-0.057,-0.2858,0,62.765,0.015,5.014
0.1200,-0.024,-0.1203,5.014,-0.057,-0.2858,0,62.765,0.0201,5.014,62.388,0,0,-0.057,-0.2858,0,62.765,0.0201,5.014
0.1400,-0.01,-0.0501,5.014,-0.057,-0.2858,0,62.765,0.0201,5.014,62.428,0,0,-0.057,-0.2858,0,62.765,0.0201,5.014
0.1600,-0.021,-0.1053,5.012,-0.057,-0.2858,0,62.779,0.0201,5.014,62.347,0,0,-0.057,-0.2858,0,62.779,0.0201,5.014
0.1800,-0.038,-0.1905,5.014,-0.057,-0.2858,0,62.86,0.0201,5.014,62.401,0,0,-0.057,-0.2858,0,62.86,0.0201,5.014
0.2000,-0.029,-0.1453,5.012,-0.057,-0.2858,0,62.86,0.0201,5.014,62.374,0,0,-0.057,-0.2858,0,62.86,0.0201,5.014
0.2200,-0.001,-0.005,5.014,-0.057,-0.2858,0,62.86,0.0201,5.014,62.334,0,0,-0.057,-0.2858,0,62.86,0.0201,5.014
0.2400,-0.042,-0.2106,5.014,-0.057,-0.2858,0,62.86,0.0201,5.014,62.455,0,0,-0.057,-0.2858,0,62.86,0.0201,5.014
0.2600,-0.018,-0.0903,5.014,-0.057,-0.2858,0,62.86,0.0201,5.014,62.32,0,0,-0.057,-0.2858,0,62.86,0.0201,5.014
0.2800,-0.033,-0.1655,5.014,-0.057,-0.2858,0,62.86,0.0201,5.014,62.415,0,0,-0.057,-0.2858,0,62.86,0.0201,5.014
0.3000,-0.006,-0.0301,5.014,-0.057,-0.2858,0,62.86,0.0201,5.014,62.482,0,0,-0.057,-0.2858,0,62.86,0.0201,5.014
0.3200,-0.017,-0.0852,5.012,-0.062,-0.3107,0,62.927,0.0301,5.014,62.442,0,0,-0.062,-0.3107,0,62.927,0.0301,5.014
0.3400,-0.047,-0.2356,5.012,-0.062,-0.3107,0,62.927,0.0301,5.014,62.307,0,0,-0.062,-0.3107,0,62.927,0.0301,5.014
0.3600,-0.029,-0.1453,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.374,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.3800,-0.015,-0.0752,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.359,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.4000,-0.029,-0.1453,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.373,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.4200,-0.044,-0.2205,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.319,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.4400,-0.038,-0.1905,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.548,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.4600,-0.043,-0.2156,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.09,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.4800,-0.052,-0.2607,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.4,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.5000,-0.038,-0.1905,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.319,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.5200,-0.038,-0.1905,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.252,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.5400,-0.02,-0.1002,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.332,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.5600,-0.034,-0.1704,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.359,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.5800,-0.043,-0.2155,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.346,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.6000,-0.025,-0.1253,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.332,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.6200,-0.014,-0.0702,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.427,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.6400,-0.029,-0.1454,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.386,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.6600,-0.011,-0.0552,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.305,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.6800,-0.018,-0.0902,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.467,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.7000,-0.019,-0.0952,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.508,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.7200,-0.031,-0.1554,5.012,-0.062,-0.3107,0,62.927,0.0501,5.014,62.252,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.7400,-0.009,-0.0451,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.44,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.7600,-0.033,-0.1655,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.454,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.7800,-0.035,-0.1755,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.454,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.8000,-0.023,-0.1153,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.44,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.8200,-0.013,-0.0652,5.014,-0.062,-0.3107,0,62.927,0.0501,5.014,62.508,0,0,-0.062,-0.3107,0,62.927,0.0501,5.014
0.8400,-0.023,-0.1153,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.44,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
0.8600,-0.031,-0.1554,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.413,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
0.8800,-0.027,-0.1353,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.48,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
0.9000,-0.016,-0.0802,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.412,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
0.9200,-0.019,-0.0952,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.291,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
0.9400,-0.026,-0.1303,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.399,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
0.9600,-0.026,-0.1303,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.196,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
0.9800,-0.023,-0.1153,5.014,-0.062,-0.3107,0,62.927,0.0652,5.016,62.399,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
1.0000,-0.025,-0.1253,5.014,-0.062,-0.3107,0,62.927,0.0652,5.016,62.385,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
1.0200,-0.029,-0.1453,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.426,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
1.0400,-0.006,-0.0301,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.264,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
1.0600,-0.037,-0.1854,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.453,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
1.0800,-0.046,-0.2306,5.014,-0.062,-0.3107,0,62.927,0.0652,5.016,62.439,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
1.1000,-0.023,-0.1153,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.466,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
1.1200,-0.024,-0.1203,5.012,-0.062,-0.3107,0,62.927,0.0652,5.016,62.25,0,0,-0.062,-0.3107,0,62.927,0.0652,5.016
