Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),Main Min Current (mA),Main Min Power (mW),Main Min Voltage (V),Main Max Current (mA),Main Max Power (mW),Main Max Voltage (V),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V),USB Min Current (mA),USB Min Power (mW),USB Min Voltage (V),USB Max Current (mA),USB Max Power (mW),USB Max Voltage (V)
0.0000,-0.016,-0.0804,5.028,-0.016,-0.0804,5.028,-0.016,-0.0804,5.028,56.006,0,0,-0.016,-0.0804,0,56.006,0,5.028
0.2000,-0.012,-0.0603,5.028,-0.058,-0.2916,0,57.368,0.0905,5.03,56.02,0,0,-0.058,-0.2916,0,57.368,0.0905,5.03
0.4000,-0.029,-0.1458,5.028,-0.058,-0.2916,0,57.368,0.0955,5.03,54.752,0,0,-0.058,-0.2916,0,57.368,0.0955,5.03
0.6000,-0.034,-0.171,5.028,-0.06,-0.3022,0,57.368,0.0955,5.036,55.736,0,0,-0.06,-0.3022,0,57.368,0.0955,5.036
0.8000,-0.03,-0.1508,5.028,-0.067,-0.3369,0,57.368,0.0955,5.036,56.045,0,0,-0.067,-0.3369,0,57.368,0.0955,5.036
1.0000,-0.029,-0.1458,5.028,-0.067,-0.3369,0,57.446,0.0955,5.036,56.193,0,0,-0.067,-0.3369,0,57.446,0.0955,5.036
1.2000,-0.027,-0.1357,5.026,-0.067,-0.3369,0,57.607,0.0955,5.036,56.542,0,0,-0.067,-0.3369,0,57.607,0.0955,5.036
1.4000,-0.014,-0.0704,5.028,-0.067,-0.3369,0,57.619,0.0955,5.036,56.743,0,0,-0.067,-0.3369,0,57.619,0.0955,5.036
1.6000,-0.003,-0.0151,5.028,-0.067,-0.3369,0,57.849,0.0955,5.036,57.134,0,0,-0.067,-0.3369,0,57.849,0.0955,5.036
1.8000,-0.016,-0.0804,5.026,-0.067,-0.3369,0,57.916,0.0955,5.036,57.026,0,0,-0.067,-0.3369,0,57.916,0.0955,5.036
2.0000,-0.001,-0.005,5.028,-0.067,-0.3369,0,58.199,0.0955,5.036,57.336,0,0,-0.067,-0.3369,0,58.199,0.0955,5.036
2.2000,-0.022,-0.1106,5.028,-0.067,-0.3369,0,58.214,0.0955,5.036,57.176,0,0,-0.067,-0.3369,0,58.214,0.0955,5.036
2.4000,-0.025,-0.1256,5.024,-0.067,-0.3369,0,58.374,0.0955,5.036,57.444,0,0,-0.067,-0.3369,0,58.374,0.0955,5.036
2.6000,-0.006,-0.0302,5.026,-0.067,-0.3369,0,58.415,0.1156,5.036,57.444,0,0,-0.067,-0.3369,0,58.415,0.1156,5.036
2.8000,-0.014,-0.0704,5.026,-0.067,-0.3369,0,58.442,0.1156,5.036,57.578,0,0,-0.067,-0.3369,0,58.442,0.1156,5.036
3.0000,-0.029,-0.1458,5.028,-0.067,-0.3369,0,58.481,0.1156,5.036,57.605,0,0,-0.067,-0.3369,0,58.481,0.1156,5.036
3.2000,-0.021,-0.1055,5.026,-0.067,-0.3369,0,58.521,0.1156,5.036,57.874,0,0,-0.067,-0.3369,0,58.521,0.1156,5.036
3.4000,-0.005,-0.0251,5.026,-0.067,-0.3369,0,58.547,0.1156,5.036,57.658,0,0,-0.067,-0.3369,0,58.547,0.1156,5.036
3.6000,-0.022,-0.1106,5.026,-0.067,-0.3369,0,58.83,0.1156,5.036,57.981,0,0,-0.067,-0.3369,0,58.83,0.1156,5.036
3.8000,-0.015,-0.0754,5.028,-0.067,-0.3369,0,59.005,0.1156,5.036,58.061,0,0,-0.067,-0.3369,0,59.005,0.1156,5.036
4.0000,-0.015,-0.0754,5.028,-0.067,-0.3369,0,59.005,0.1156,5.036,58.276,0,0,-0.067,-0.3369,0,59.005,0.1156,5.036
4.2000,-0.001,-0.005,5.026,-0.067,-0.3369,0,59.085,0.1156,5.036,58.398,0,0,-0.067,-0.3369,0,59.085,0.1156,5.036
4.4000,-0.056,-0.2813,5.024,-0.067,-0.3369,0,59.097,0.1156,5.036,58.841,0,0,-0.067,-0.3369,0,59.097,0.1156,5.036
4.6000,-0.013,-0.0654,5.03,-0.067,-0.3369,0,173.456,0.1156,5.036,55.581,0,0,-0.067,-0.3369,0,173.456,0.1156,5.036
4.8000,-0.004,-0.0201,5.028,-0.067,-0.3369,0,173.456,0.1156,5.036,55.392,0,0,-0.067,-0.3369,0,173.456,0.1156,5.036
5.0000,-0.037,-0.1861,5.03,-0.067,-0.3369,0,173.456,0.1156,5.036,55.298,0,0,-0.067,-0.3369,0,173.456,0.1156,5.036
5.2000,-0.022,-0.1106,5.026,-0.067,-0.3369,0,173.456,0.1156,5.036,55.204,0,0,-0.067,-0.3369,0,173.456,0.1156,5.036
5.4000,-0.043,-0.2163,5.03,-0.067,-0.3369,0,173.456,0.1156,5.036,55.069,0,0,-0.067,-0.3369,0,173.456,0.1156,5.036
5.6000,-0.022,-0.1107,5.03,-0.067,-0.3369,0,173.456,0.1156,5.036,55.217,0,0,-0.067,-0.3369,0,173.456,0.1156,5.036
5.8000,-0.018,-0.0905,5.028,-0.067,-0.3369,0,173.456,0.1408,5.036,55.231,0,0,-0.067,-0.3369,0,173.456,0.1408,5.036
6.0000,-0.008,-0.0402,5.028,-0.067,-0.3369,0,173.456,0.1408,5.036,55.554,0,0,-0.067,-0.3369,0,173.456,0.1408,5.036
6.2000,-0.02,-0.1006,5.03,-0.067,-0.3369,0,173.456,0.1408,5.036,55.501,0,0,-0.067,-0.3369,0,173.456,0.1408,5.036
6.4000,-0.013,-0.0654,5.028,-0.067,-0.3369,0,173.456,0.1408,5.036,55.609,0,0,-0.067,-0.3369,0,173.456,0.1408,5.036
6.6000,-0.029,-0.1458,5.028,-0.067,-0.3369,0,173.456,0.1408,5.036,55.474,0,0,-0.067,-0.3369,0,173.456,0.1408,5.036
6.8000,-0.029,-0.1458,5.028,-0.067,-0.3369,0,173.456,0.171,5.036,55.717,0,0,-0.067,-0.3369,0,173.456,0.171,5.036
7.0000,0.005,0.0251,5.028,-0.067,-0.3369,0,173.456,0.171,5.036,55.784,0,0,-0.067,-0.3369,0,173.456,0.171,5.036
7.2000,-0.012,-0.0603,5.028,-0.067,-0.3369,0,173.456,0.171,5.036,55.73,0,0,-0.067,-0.3369,0,173.456,0.171,5.036
7.4000,-0.024,-0.1207,5.028,-0.067,-0.3369,0,173.456,0.171,5.036,55.649,0,0,-0.067,-0.3369,0,173.456,0.171,5.036
7.6000,-0.035,-0.1759,5.026,-0.067,-0.3369,0,173.456,0.171,5.036,55.825,0,0,-0.067,-0.3369,0,173.456,0.171,5.036
7.8000,-0.016,-0.0804,5.026,-0.067,-0.3369,0,173.456,0.171,5.036,56.013,0,0,-0.067,-0.3369,0,173.456,0.171,5.036
8.0000,0.01,0.0503,5.03,-0.067,-0.3369,0,173.456,0.171,5.036,55.798,0,0,-0.067,-0.3369,0,173.456,0.171,5.036
8.2000,-0.015,-0.0754,5.028,-0.067,-0.3369,0,173.456,0.171,5.036,55.811,0,0,-0.067,-0.3369,0,173.456,0.171,5.036
