TotalTime(ms),Flag,EE1,EE2,EE3,EE4,EE5,EE6,EE7,EE8,minEE,Fair index,Loopcount,SF1,TP1,PRR1,InstantPRR1,Received1,TotalTime1,TotalPower1,InstantEE1,SF2,TP2,PRR2,InstantPRR2,Received2,TotalTime2,TotalPower2,InstantEE2,SF3,TP3,PRR3,InstantPRR3,Received3,TotalTime3,TotalPower3,InstantEE3,SF4,TP4,PRR4,InstantPRR4,Received4,TotalTime4,TotalPower4,InstantEE4,SF5,TP5,PRR5,InstantPRR5,Received5,TotalTime5,TotalPower5,InstantEE5,SF6,TP6,PRR6,InstantPRR6,Received6,TotalTime6,TotalPower6,InstantEE6,SF7,TP7,PRR7,InstantPRR7,Received7,TotalTime7,TotalPower7,InstantEE7,SF8,TP8,PRR8,InstantPRR8,Received8,TotalTime8,TotalPower8,InstantEE8,time
44475,0,0.603275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.603275,NaN,32.000000,10.000000,1.000000,1.000000,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,896.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-01-13T11:17:40Z
45477,1,0.603275,1.133521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.603275,NaN,32.000000,10.000000,1.000000,1.000000,1.000000,1120.000000,0.000000,0.000000,0.000000,9.000000,4.000000,0.636720,1.000000,1120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-01-13T11:17:41Z
94566,0,1.434497,1.133521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.133521,0.986450,32.000000,9.000000,3.000000,0.873899,1.000000,2240.000000,2.058240,1856.532480,0.603275,9.000000,4.000000,0.636720,1.000000,1344.000000,0.226304,125.825024,1.780250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-01-13T11:18:30Z
125646,1,1.434497,1.253300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.253300,0.995476,32.000000,9.000000,3.000000,0.873899,1.000000,2464.000000,2.284544,1992.993792,0.674362,9.000000,4.000000,0.704002,0.769231,2240.000000,1.131520,629.125120,1.780250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-01-13T11:19:01Z
164749,0,1.312008,1.253300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.253300,0.999477,32.000000,9.000000,3.000000,0.799278,0.882353,3360.000000,3.189760,2538.839040,0.882293,9.000000,4.000000,0.704002,0.769231,2912.000000,1.810432,1006.600192,1.780250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-01-13T11:19:40Z
185816,1,1.312008,1.267827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.267827,0.999707,32.000000,9.000000,3.000000,0.799278,0.882353,3584.000000,3.416064,2675.300352,0.921018,9.000000,4.000000,0.712162,0.789474,3360.000000,2.263040,1258.250240,1.780250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-01-13T11:20:01Z
234955,0,1.324310,1.267827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.267827,0.999525,32.000000,9.000000,3.000000,0.806773,0.833333,4480.000000,4.321280,3221.145600,1.043107,9.000000,4.000000,0.712162,0.789474,4032.000000,2.941952,1635.725312,1.780250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-01-13T11:20:51Z
266040,1,1.324310,1.091176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.091176,0.990771,32.000000,9.000000,3.000000,0.806773,0.833333,4928.000000,4.773888,3494.068224,1.089847,9.000000,4.000000,0.612934,0.740741,4480.000000,3.394560,1887.375360,1.780250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-01-13T11:21:22Z
295096,0,1.236610,1.091176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.091176,0.996112,32.000000,9.000000,3.000000,0.753345,0.833333,5600.000000,5.452800,3903.452160,1.147702,9.000000,4.000000,0.612934,0.740741,4704.000000,3.620864,2013.200384,1.780250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-01-13T11:21:51Z
395389,0,1.327813,1.091176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.091176,0.990521,32.000000,9.000000,3.000000,0.808907,0.750000,6720.000000,6.584320,4585.758720,1.221172,9.000000,4.000000,0.612934,0.740741,5376.000000,4.299776,2390.675456,1.780250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-01-13T11:23:31Z
