TotalTime(ms),Throughput(kbp),PDR,data,time
14827,0.015108,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:00:07Z
27457,0.016316,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:00:20Z
40128,0.016746,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:00:32Z
52803,0.016969,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:00:45Z
65472,0.017107,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:00:58Z
90820,0.014798,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:01:23Z
103485,0.015152,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:01:36Z
116234,0.015417,0.888889,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:01:48Z
128841,0.015647,0.900000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:02:01Z
141496,0.015831,0.909091,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:02:14Z
154168,0.015983,0.916667,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:02:26Z
179732,0.014956,0.857143,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:02:52Z
192199,0.015151,0.866667,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:03:04Z
204872,0.015307,0.875000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:03:17Z
217548,0.015445,0.882353,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:03:30Z
230202,0.015569,0.888889,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:03:42Z
242880,0.015679,0.894737,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:03:55Z
255546,0.015778,0.900000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:04:08Z
268250,0.015866,0.904762,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:04:20Z
280927,0.015947,0.909091,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:04:33Z
293601,0.016022,0.913043,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:04:46Z
306240,0.016092,0.916667,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:04:58Z
318912,0.016155,0.920000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:05:11Z
331576,0.016213,0.923077,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:05:24Z
344242,0.016268,0.925926,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:05:36Z
356929,0.016317,0.928571,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:05:49Z
369624,0.016363,0.931034,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:06:02Z
382261,0.016408,0.933333,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:06:14Z
394947,0.016448,0.935484,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:06:27Z
420315,0.015988,0.909091,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:06:52Z
432954,0.016039,0.911765,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:07:05Z
445625,0.016085,0.914286,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:07:18Z
458331,0.016128,0.916667,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:07:30Z
470987,0.016170,0.918919,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:07:43Z
483663,0.016210,0.921053,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:07:56Z
496342,0.016247,0.923077,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:08:08Z
509024,0.016282,0.925000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:08:21Z
521658,0.016317,0.926829,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:08:34Z
534322,0.016350,0.928571,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:08:46Z
547235,0.016373,0.930233,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:08:59Z
559668,0.016410,0.931818,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:09:12Z
572347,0.016438,0.933333,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:09:25Z
585012,0.016465,0.934783,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:09:37Z
597690,0.016490,0.936170,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:09:50Z
610369,0.016515,0.937500,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:10:03Z
623036,0.016538,0.938776,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:10:15Z
635711,0.016561,0.940000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:10:28Z
648369,0.016583,0.941176,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:10:41Z
661044,0.016604,0.942308,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:10:53Z
673734,0.016624,0.943396,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:11:06Z
686388,0.016644,0.944444,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:11:19Z
699059,0.016662,0.945455,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:11:31Z
711736,0.016680,0.946429,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:11:44Z
724400,0.016698,0.947368,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:11:57Z
737073,0.016715,0.948276,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:12:09Z
749747,0.016731,0.949153,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:12:22Z
762417,0.016747,0.950000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:12:35Z
775097,0.016762,0.950820,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:12:47Z
787790,0.016776,0.951613,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:13:00Z
800448,0.016791,0.952381,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:13:13Z
813183,0.016803,0.953125,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:13:25Z
825779,0.016818,0.953846,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:13:38Z
838446,0.016831,0.954545,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:13:51Z
851129,0.016844,0.955224,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:14:03Z
863797,0.016856,0.955882,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:14:16Z
876472,0.016868,0.956522,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:14:29Z
889141,0.016879,0.957143,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:14:41Z
901843,0.016890,0.957746,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:14:54Z
914481,0.016901,0.958333,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:15:07Z
927151,0.016912,0.958904,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:15:19Z
939827,0.016922,0.959459,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:15:32Z
952554,0.016931,0.960000,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:15:45Z
965175,0.016942,0.960526,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:15:57Z
977876,0.016951,0.961039,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:16:10Z
990525,0.016961,0.961538,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:16:23Z
1003187,0.016970,0.962025,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:16:35Z
1015856,0.016979,0.962500,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:16:48Z
1028550,0.016987,0.962963,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:17:01Z
1041209,0.016996,0.963415,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:17:13Z
1053876,0.017004,0.963855,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:17:26Z
1066541,0.017012,0.964286,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:17:39Z
1079217,0.017020,0.964706,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:17:51Z
1091887,0.017027,0.965116,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:18:04Z
1104558,0.017035,0.965517,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:18:17Z
1117230,0.017042,0.965909,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:18:29Z
1129901,0.017049,0.966292,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:18:42Z
1142573,0.017056,0.966667,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:18:55Z
1155382,0.017061,0.967033,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:19:08Z
1167927,0.017070,0.967391,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:19:20Z
1180603,0.017076,0.967742,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:19:33Z
1193268,0.017082,0.968085,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:19:45Z
1205938,0.017089,0.968421,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:19:58Z
1218621,0.017095,0.968750,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:20:11Z
1231360,0.017100,0.969072,AWcAAAJoAAMCAAAEAgAA,2022-06-10T14:20:24Z
