TotalTime(ms),Throughput(kbp),PDR,data,time
15251,0.014687,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:23:40Z
27920,0.016046,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:23:52Z
40582,0.016559,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:24:05Z
53260,0.016823,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:24:18Z
65937,0.016986,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:24:30Z
78606,0.017098,1.000000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:24:43Z
129292,0.012128,0.700000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:25:34Z
142170,0.012605,0.727273,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:25:47Z
154844,0.013020,0.750000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:25:59Z
205552,0.010897,0.625000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:26:50Z
218243,0.011290,0.647059,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:27:03Z
230659,0.011654,0.666667,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:27:15Z
243543,0.011957,0.684211,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:27:28Z
255998,0.012250,0.700000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:27:40Z
268913,0.012495,0.714286,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:27:53Z
281560,0.012729,0.727273,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:28:06Z
294013,0.012952,0.739130,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:28:18Z
306683,0.013147,0.750000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:28:31Z
319570,0.013318,0.760000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:28:44Z
332037,0.013492,0.769231,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:28:56Z
344912,0.013638,0.777778,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:29:09Z
357392,0.013789,0.785714,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:29:22Z
370059,0.013922,0.793103,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:29:34Z
382713,0.014047,0.800000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:29:47Z
408055,0.013724,0.781250,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:30:12Z
420733,0.013842,0.787879,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:30:25Z
433545,0.013950,0.794118,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:30:38Z
446068,0.014061,0.800000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:30:50Z
458959,0.014154,0.805556,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:31:03Z
471421,0.014255,0.810811,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:31:16Z
484085,0.014345,0.815789,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:31:28Z
496756,0.014430,0.820513,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:31:41Z
522315,0.014152,0.804878,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:32:07Z
534772,0.014242,0.809524,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:32:19Z
547652,0.014316,0.813953,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:32:32Z
560112,0.014397,0.818182,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:32:44Z
573001,0.014464,0.822222,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:32:57Z
598127,0.014231,0.808511,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:33:22Z
610802,0.014303,0.812500,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:33:35Z
636360,0.014080,0.800000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:34:01Z
661484,0.013884,0.788462,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:34:26Z
686906,0.013696,0.777778,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:34:51Z
699716,0.013766,0.781818,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:35:04Z
712311,0.013837,0.785714,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:35:17Z
725059,0.013902,0.789474,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:35:29Z
737508,0.013971,0.793103,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:35:42Z
750185,0.014034,0.796610,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:35:55Z
762850,0.014095,0.800000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:36:07Z
775533,0.014153,0.803279,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:36:20Z
788199,0.014210,0.806452,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:36:33Z
800875,0.014264,0.809524,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:36:45Z
826452,0.014094,0.800000,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:37:11Z
839107,0.014148,0.803030,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:37:23Z
851579,0.014204,0.805970,AWcAAAJoAAMCAAAEAgAA,2022-06-02T21:37:36Z
