Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-23T14:04:35Z, 14700, 0.015238
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-23T14:04:48Z, 27396, 0.016353
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-23T14:05:00Z, 40039, 0.016784
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-23T14:05:13Z, 52793, 0.016972
QBXq3gAABAABsgROlhZJHbP3pEj3WWsTsuPXdA==,QBXq3gAABAABsgROlhb3HbMipEj3WWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsT9+PXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWfcTsuPXdA==,0.800000, 2022-05-23T14:05:26Z, 65606, 0.013657
QBXq3gAABQABE/I4jZO9THwxHEIxebips0vGGQ==,QBXq3gAABQABE/I4jZMxTHyFHEIxebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebipMUvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneTGps0vGGQ==,0.833333, 2022-05-23T14:05:39Z, 78219, 0.014319
QBXq3gAABgABVMNJJTl9QPrub77ueSSSBfr7Wg==,QBXq3gAABgABVMNJJTnuQPqKb77ueSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSS7vr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74Gee6SBfr7Wg==,0.857143, 2022-05-23T14:05:51Z, 90952, 0.014777
QBXq3gAABwAB5OQ9879Hguyt2PGt9KkBAKGMUg==,QBXq3gAABwAB5OQ987+tguzm2PGt9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBraGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9K0BAKGMUg==,0.750000, 2022-05-23T14:06:04Z, 103620, 0.012970
QBXq3gAACAABtnEGYBSOZlQ6zkM6XEJY0/5Czg==,QBXq3gAACAABtnEGYBQ6ZlRdzkM6XEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYOv5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXDpY0/5Czg==,0.666667, 2022-05-23T14:06:17Z, 116304, 0.011556
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.700000, 2022-05-23T14:06:29Z, 128743, 0.012179
QBXq3gAACgAB4J5MGLcM8Ibxa9HxYNx4zhIZKg==,QBXq3gAACgAB4J5MGLfx8IZxa9HxYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx48RIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYPF4zhIZKg==,0.727273, 2022-05-23T14:06:42Z, 141661, 0.012650
QBXq3gAACwABeiMIbZ4A4j/S98LSNMwB/n6ucg==,QBXq3gAACwABeiMIbZ7S4j9r98LSNMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB0n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NNIB/n6ucg==,0.750000, 2022-05-23T14:06:54Z, 154101, 0.013082
QBXq3gAADAABPKsQO4Q7vVncTGbcU8OQcmtdZA==,QBXq3gAADAABPKsQO4TcvVkXTGbcU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQ3GtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU9yQcmtdZA==,0.769231, 2022-05-23T14:07:07Z, 167028, 0.013411
QBXq3gAADQAB5bM7t6M2OWvJffXJ3B2UDcVbbw==,QBXq3gAADQAB5bM7t6PJOWuZffXJ3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UycVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3MmUDcVbbw==,0.785714, 2022-05-23T14:07:20Z, 179431, 0.013732
QBXq3gAADgABme9SPmYig5PvLaLvC385ivmH7g==,QBXq3gAADgABme9SPmbvg5MJLaLvC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC3857/mH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC+85ivmH7g==,0.733333, 2022-05-23T14:07:33Z, 192317, 0.012812
QBXq3gAADwABlTZyzE3lFJRHdZRHU6Vm85mKEw==,QBXq3gAADwABlTZyzE1HFJR/dZRHU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6VmR5mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU0dm85mKEw==,0.687500, 2022-05-23T14:07:45Z, 205024, 0.012018
