Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-31T15:48:41Z, 13439, 0.016668
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-31T15:48:54Z, 26106, 0.017161
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-31T15:49:07Z, 38782, 0.017328
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-31T15:49:19Z, 51454, 0.017414
QBXq3gAABAABsgROlhZJHbPMpEjMWWsTsuPXdA==,QBXq3gAABAABsgROlhbMHbMipEjMWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTzOPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWcwTsuPXdA==,0.800000, 2022-05-31T15:49:32Z, 64395, 0.013914
QBXq3gAABQABE/I4jZO9THzFHELFebips0vGGQ==,QBXq3gAABQABE/I4jZPFTHyFHELFebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebipxUvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnecWps0vGGQ==,0.666667, 2022-05-31T15:49:45Z, 77015, 0.011634
QBXq3gAABgABVMNJJTl9QPqOb76OeSSSBfr7Wg==,QBXq3gAABgABVMNJJTmOQPqKb76OeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSjvr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeY6SBfr7Wg==,0.571429, 2022-05-31T15:49:58Z, 89682, 0.009991
QBXq3gAABwAB5OQ9879HguxL2PFL9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Lguzm2PFL9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBS6GMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9EsBAKGMUg==,0.500000, 2022-05-31T15:50:10Z, 102396, 0.008750
QBXq3gAACAABtnEGYBSOZlRgzkNgXEJY0/5Czg==,QBXq3gAACAABtnEGYBRgZlRdzkNgXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYYP5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXGBY0/5Czg==,0.555556, 2022-05-31T15:50:23Z, 115034, 0.009736
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.600000, 2022-05-31T15:50:35Z, 127481, 0.010543
