Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-23T15:06:05Z, 13324, 0.016812
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-23T15:06:18Z, 25999, 0.017231
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-23T15:06:30Z, 38672, 0.017377
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-23T15:06:43Z, 51344, 0.017451
QBXq3gAABAABsgROlhZJHbOBpEiBWWsTsuPXdA==,QBXq3gAABAABsgROlhaBHbMipEiBWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTgePXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWYETsuPXdA==,1.000000, 2022-05-23T15:06:56Z, 64243, 0.017434
QBXq3gAABQABE/I4jZO9THwwHEIwebips0vGGQ==,QBXq3gAABQABE/I4jZMwTHyFHEIwebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebipcEvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneTCps0vGGQ==,0.833333, 2022-05-23T15:07:09Z, 76914, 0.014562
QBXq3gAABgABVMNJJTl9QPrjb77jeSSSBfr7Wg==,QBXq3gAABgABVMNJJTnjQPqKb77jeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSS4/r7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeeOSBfr7Wg==,0.714286, 2022-05-23T15:07:21Z, 89573, 0.012504
QBXq3gAABwAB5OQ9879Hguwq2PEq9KkBAKGMUg==,QBXq3gAABwAB5OQ9878qguzm2PEq9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBKqGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9CoBAKGMUg==,0.625000, 2022-05-23T15:07:34Z, 102253, 0.010953
QBXq3gAACAABtnEGYBSOZlTezkPeXEJY0/5Czg==,QBXq3gAACAABtnEGYBTeZlRdzkPeXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYbv5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXN5Y0/5Czg==,0.666667, 2022-05-23T15:07:47Z, 114913, 0.011696
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.700000, 2022-05-23T15:07:59Z, 127368, 0.012311
