Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-25T20:59:54Z, 13897, 0.016119
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-25T21:00:06Z, 26569, 0.016862
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-25T21:00:19Z, 39235, 0.017128
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-25T21:00:32Z, 51911, 0.017260
QBXq3gAABAABsgROlhZJHbMqpEgqWWsTsuPXdA==,QBXq3gAABAABsgROlhYqHbMipEgqWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTKuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWSoTsuPXdA==,1.000000, 2022-05-25T21:00:44Z, 64615, 0.017333
QBXq3gAABQABE/I4jZO9THydHEKdebips0vGGQ==,QBXq3gAABQABE/I4jZOdTHyFHEKdebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebipnUvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneZ2ps0vGGQ==,1.000000, 2022-05-25T21:00:57Z, 77255, 0.017397
QBXq3gAABgABVMNJJTl9QPrZb77ZeSSSBfr7Wg==,QBXq3gAABgABVMNJJTnZQPqKb77ZeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSS2fr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GedmSBfr7Wg==,1.000000, 2022-05-25T21:01:10Z, 90134, 0.017396
QBXq3gAABwAB5OQ9879Hguyh2PGh9KkBAKGMUg==,QBXq3gAABwAB5OQ987+hguzm2PGh9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBoaGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KEBAKGMUg==,0.875000, 2022-05-25T21:01:23Z, 102842, 0.015247
QBXq3gAACAABtnEGYBSOZlQizkMiXEJY0/5Czg==,QBXq3gAACAABtnEGYBQiZlRdzkMiXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYIv5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXCJY0/5Czg==,0.888889, 2022-05-25T21:01:35Z, 115480, 0.015518
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.900000, 2022-05-25T21:01:48Z, 127930, 0.015759
