TotalTime(ms),Throughput(kbp),PDR,time
17323,0.012931,1.000000,2022-06-07T15:00:26Z
29998,0.014934,1.000000,2022-06-07T15:00:39Z
42661,0.015752,1.000000,2022-06-07T15:00:51Z
55332,0.016193,1.000000,2022-06-07T15:01:04Z
80679,0.013882,0.833333,2022-06-07T15:01:29Z
93565,0.014364,0.857143,2022-06-07T15:01:42Z
106235,0.014760,0.875000,2022-06-07T15:01:55Z
118849,0.015078,0.888889,2022-06-07T15:02:08Z
131377,0.015345,0.900000,2022-06-07T15:02:20Z
144033,0.015552,0.909091,2022-06-07T15:02:33Z
156716,0.015723,0.916667,2022-06-07T15:02:45Z
169593,0.015850,0.923077,2022-06-07T15:02:58Z
182266,0.015977,0.928571,2022-06-07T15:03:11Z
194723,0.016105,0.933333,2022-06-07T15:03:23Z
207387,0.016202,0.937500,2022-06-07T15:03:36Z
220059,0.016287,0.941176,2022-06-07T15:03:49Z
232728,0.016362,0.944444,2022-06-07T15:04:01Z
245431,0.016428,0.947368,2022-06-07T15:04:14Z
258076,0.016491,0.950000,2022-06-07T15:04:27Z
270966,0.016533,0.952381,2022-06-07T15:04:40Z
283635,0.016585,0.954545,2022-06-07T15:04:52Z
296316,0.016631,0.956522,2022-06-07T15:05:05Z
308754,0.016686,0.958333,2022-06-07T15:05:17Z
321434,0.016725,0.960000,2022-06-07T15:05:30Z
334097,0.016762,0.961538,2022-06-07T15:05:43Z
346774,0.016795,0.962963,2022-06-07T15:05:55Z
359440,0.016826,0.964286,2022-06-07T15:06:08Z
372331,0.016845,0.965517,2022-06-07T15:06:21Z
384842,0.016880,0.966667,2022-06-07T15:06:34Z
397495,0.016906,0.967742,2022-06-07T15:06:46Z
410125,0.016931,0.968750,2022-06-07T15:06:59Z
422804,0.016953,0.969697,2022-06-07T15:07:12Z
435700,0.016966,0.970588,2022-06-07T15:07:24Z
448183,0.016993,0.971429,2022-06-07T15:07:37Z
461026,0.017006,0.972222,2022-06-07T15:07:50Z
473705,0.017023,0.972973,2022-06-07T15:08:02Z
486156,0.017048,0.973684,2022-06-07T15:08:15Z
498832,0.017064,0.974359,2022-06-07T15:08:28Z
511718,0.017072,0.975000,2022-06-07T15:08:40Z
524182,0.017093,0.975610,2022-06-07T15:08:53Z
536838,0.017108,0.976190,2022-06-07T15:09:06Z
549732,0.017114,0.976744,2022-06-07T15:09:18Z
562192,0.017133,0.977273,2022-06-07T15:09:31Z
574865,0.017145,0.977778,2022-06-07T15:09:44Z
587527,0.017157,0.978261,2022-06-07T15:09:56Z
600207,0.017167,0.978723,2022-06-07T15:10:09Z
612873,0.017178,0.979167,2022-06-07T15:10:22Z
625759,0.017182,0.979592,2022-06-07T15:10:34Z
638226,0.017198,0.980000,2022-06-07T15:10:47Z
650878,0.017208,0.980392,2022-06-07T15:11:00Z
663622,0.017215,0.980769,2022-06-07T15:11:12Z
676472,0.017219,0.981132,2022-06-07T15:11:25Z
688900,0.017233,0.981481,2022-06-07T15:11:38Z
701781,0.017236,0.981818,2022-06-07T15:11:50Z
714243,0.017249,0.982143,2022-06-07T15:12:03Z
726926,0.017256,0.982456,2022-06-07T15:12:16Z
739590,0.017264,0.982759,2022-06-07T15:12:28Z
752263,0.017271,0.983051,2022-06-07T15:12:41Z
764932,0.017277,0.983333,2022-06-07T15:12:54Z
777820,0.017279,0.983607,2022-06-07T15:13:07Z
790277,0.017290,0.983871,2022-06-07T15:13:19Z
802947,0.017296,0.984127,2022-06-07T15:13:32Z
815618,0.017302,0.984375,2022-06-07T15:13:44Z
828298,0.017308,0.984615,2022-06-07T15:13:57Z
841176,0.017309,0.984848,2022-06-07T15:14:10Z
853658,0.017318,0.985075,2022-06-07T15:14:22Z
866299,0.017324,0.985294,2022-06-07T15:14:35Z
879186,0.017325,0.985507,2022-06-07T15:14:48Z
891653,0.017334,0.985714,2022-06-07T15:15:00Z
904526,0.017335,0.985915,2022-06-07T15:15:13Z
916981,0.017344,0.986111,2022-06-07T15:15:26Z
929656,0.017348,0.986301,2022-06-07T15:15:38Z
942328,0.017353,0.986486,2022-06-07T15:15:51Z
954994,0.017357,0.986667,2022-06-07T15:16:04Z
967700,0.017361,0.986842,2022-06-07T15:16:16Z
980558,0.017362,0.987013,2022-06-07T15:16:29Z
993023,0.017369,0.987179,2022-06-07T15:16:42Z
1005688,0.017373,0.987342,2022-06-07T15:16:54Z
1018356,0.017377,0.987500,2022-06-07T15:17:07Z
1043693,0.017170,0.975610,2022-06-07T15:17:32Z
1056377,0.017176,0.975904,2022-06-07T15:17:45Z
1069038,0.017182,0.976190,2022-06-07T15:17:58Z
1081732,0.017187,0.976471,2022-06-07T15:18:10Z
1094383,0.017193,0.976744,2022-06-07T15:18:23Z
1107057,0.017199,0.977011,2022-06-07T15:18:36Z
1119722,0.017204,0.977273,2022-06-07T15:18:48Z
1132448,0.017209,0.977528,2022-06-07T15:19:01Z
1145065,0.017215,0.977778,2022-06-07T15:19:14Z
1157744,0.017220,0.978022,2022-06-07T15:19:26Z
1170418,0.017225,0.978261,2022-06-07T15:19:39Z
1183087,0.017229,0.978495,2022-06-07T15:19:52Z
1195763,0.017234,0.978723,2022-06-07T15:20:04Z
1208427,0.017239,0.978947,2022-06-07T15:20:17Z
1221099,0.017243,0.979167,2022-06-07T15:20:30Z
1233764,0.017248,0.979381,2022-06-07T15:20:42Z
1246441,0.017252,0.979592,2022-06-07T15:20:55Z
1259328,0.017254,0.979798,2022-06-07T15:21:08Z
1271916,0.017259,0.980000,2022-06-07T15:21:21Z
1284460,0.017265,0.980198,2022-06-07T15:21:33Z
1297141,0.017269,0.980392,2022-06-07T15:21:46Z
1309805,0.017273,0.980583,2022-06-07T15:21:59Z
1322474,0.017277,0.980769,2022-06-07T15:22:11Z
1335148,0.017280,0.980952,2022-06-07T15:22:24Z
1360478,0.017123,0.971963,2022-06-07T15:22:49Z
1373155,0.017128,0.972222,2022-06-07T15:23:02Z
1385890,0.017133,0.972477,2022-06-07T15:23:15Z
1398501,0.017138,0.972727,2022-06-07T15:23:27Z
1411384,0.017141,0.972973,2022-06-07T15:23:40Z
1423839,0.017148,0.973214,2022-06-07T15:23:53Z
1436514,0.017153,0.973451,2022-06-07T15:24:05Z
1449200,0.017157,0.973684,2022-06-07T15:24:18Z
1462072,0.017159,0.973913,2022-06-07T15:24:31Z
1474527,0.017166,0.974138,2022-06-07T15:24:43Z
1500122,0.017023,0.966102,2022-06-07T15:25:09Z
1512539,0.017031,0.966387,2022-06-07T15:25:21Z
1525478,0.017033,0.966667,2022-06-07T15:25:34Z
1537904,0.017041,0.966942,2022-06-07T15:25:47Z
1550773,0.017044,0.967213,2022-06-07T15:25:59Z
1563237,0.017052,0.967480,2022-06-07T15:26:12Z
1575899,0.017057,0.967742,2022-06-07T15:26:25Z
1588607,0.017061,0.968000,2022-06-07T15:26:37Z
1601237,0.017067,0.968254,2022-06-07T15:26:50Z
1614128,0.017069,0.968504,2022-06-07T15:27:03Z
1626585,0.017076,0.968750,2022-06-07T15:27:15Z
1639475,0.017079,0.968992,2022-06-07T15:27:28Z
1651924,0.017086,0.969231,2022-06-07T15:27:41Z
1664598,0.017090,0.969466,2022-06-07T15:27:53Z
1677272,0.017094,0.969697,2022-06-07T15:28:06Z
1689948,0.017099,0.969925,2022-06-07T15:28:19Z
1702726,0.017102,0.970149,2022-06-07T15:28:31Z
1715295,0.017107,0.970370,2022-06-07T15:28:44Z
1727954,0.017112,0.970588,2022-06-07T15:28:57Z
1753299,0.016992,0.963768,2022-06-07T15:29:22Z
1766004,0.016997,0.964029,2022-06-07T15:29:35Z
1778646,0.017002,0.964286,2022-06-07T15:29:47Z
1791308,0.017007,0.964539,2022-06-07T15:30:00Z
1804055,0.017011,0.964789,2022-06-07T15:30:13Z
