PDR,time,TotalTime(ms),Throughput(kbp)
1.000000, 2022-06-14T14:31:35Z, 12373, 0.018104
1.000000, 2022-06-14T14:31:48Z, 25046, 0.017887
1.000000, 2022-06-14T14:32:01Z, 37715, 0.017818
1.000000, 2022-06-14T14:32:13Z, 50388, 0.017782
1.000000, 2022-06-14T14:32:26Z, 63062, 0.017760
0.833333, 2022-06-14T14:32:39Z, 75963, 0.014744
0.714286, 2022-06-14T14:32:52Z, 88621, 0.012638
0.750000, 2022-06-14T14:33:04Z, 101075, 0.013297
0.777778, 2022-06-14T14:33:17Z, 113749, 0.013785
0.800000, 2022-06-14T14:33:29Z, 126425, 0.014174
0.727273, 2022-06-14T14:33:42Z, 139310, 0.012863
0.750000, 2022-06-14T14:33:55Z, 151793, 0.013281
0.692308, 2022-06-14T14:34:08Z, 164652, 0.012244
0.714286, 2022-06-14T14:34:20Z, 177102, 0.012648
0.733333, 2022-06-14T14:34:33Z, 189771, 0.012984
0.687500, 2022-06-14T14:34:46Z, 202665, 0.012158
0.705882, 2022-06-14T14:34:58Z, 215120, 0.012495
0.666667, 2022-06-14T14:35:11Z, 228007, 0.011789
0.631579, 2022-06-14T14:35:24Z, 240692, 0.011168
0.600000, 2022-06-14T14:35:36Z, 253357, 0.010610
0.571429, 2022-06-14T14:35:49Z, 266030, 0.010104
0.590909, 2022-06-14T14:36:01Z, 278480, 0.010457
0.608696, 2022-06-14T14:36:14Z, 291152, 0.010771
0.625000, 2022-06-14T14:36:27Z, 303818, 0.011059
0.600000, 2022-06-14T14:36:40Z, 316721, 0.010609
0.615385, 2022-06-14T14:36:52Z, 329182, 0.010888
0.629630, 2022-06-14T14:37:05Z, 341836, 0.011140
0.642857, 2022-06-14T14:37:17Z, 354513, 0.011373
0.655172, 2022-06-14T14:37:30Z, 367180, 0.011591
0.666667, 2022-06-14T14:37:43Z, 379855, 0.011794
0.645161, 2022-06-14T14:37:56Z, 392742, 0.011407
0.656250, 2022-06-14T14:38:08Z, 405219, 0.011609
0.666667, 2022-06-14T14:38:21Z, 417874, 0.011793
0.676471, 2022-06-14T14:38:33Z, 430567, 0.011966
0.657143, 2022-06-14T14:38:46Z, 443434, 0.011618
0.638889, 2022-06-14T14:38:59Z, 456106, 0.011296
0.621622, 2022-06-14T14:39:12Z, 468772, 0.010990
0.631579, 2022-06-14T14:39:24Z, 481230, 0.011171
0.615385, 2022-06-14T14:39:37Z, 494136, 0.010880
0.625000, 2022-06-14T14:39:50Z, 506623, 0.011054
0.609756, 2022-06-14T14:40:02Z, 519468, 0.010780
0.619048, 2022-06-14T14:40:15Z, 531915, 0.010949
0.604651, 2022-06-14T14:40:28Z, 544817, 0.010690
0.613636, 2022-06-14T14:40:40Z, 557269, 0.010853
0.622222, 2022-06-14T14:40:53Z, 569949, 0.011004
0.608696, 2022-06-14T14:41:06Z, 582827, 0.010761
0.617021, 2022-06-14T14:41:18Z, 595284, 0.010912
0.625000, 2022-06-14T14:41:31Z, 607968, 0.011053
0.612245, 2022-06-14T14:41:44Z, 620850, 0.010824
0.620000, 2022-06-14T14:41:56Z, 633302, 0.010965
0.607843, 2022-06-14T14:42:09Z, 646186, 0.010746
0.596154, 2022-06-14T14:42:22Z, 658855, 0.010539
0.603774, 2022-06-14T14:42:34Z, 671303, 0.010678
0.611111, 2022-06-14T14:42:47Z, 683977, 0.010807
0.600000, 2022-06-14T14:43:12Z, 709560, 0.010418
0.607143, 2022-06-14T14:43:25Z, 721993, 0.010549
0.596491, 2022-06-14T14:43:38Z, 734885, 0.010364
0.603448, 2022-06-14T14:43:50Z, 747340, 0.010491
0.610169, 2022-06-14T14:44:03Z, 760014, 0.010610
0.600000, 2022-06-14T14:44:16Z, 772905, 0.010433
0.606557, 2022-06-14T14:44:28Z, 785355, 0.010553
0.612903, 2022-06-14T14:44:41Z, 798030, 0.010666
0.619048, 2022-06-14T14:44:54Z, 810762, 0.010775
0.625000, 2022-06-14T14:45:06Z, 823369, 0.010882
0.615385, 2022-06-14T14:45:19Z, 836260, 0.010714
0.606061, 2022-06-14T14:45:32Z, 848998, 0.010554
0.611940, 2022-06-14T14:45:44Z, 861396, 0.010662
0.602941, 2022-06-14T14:45:57Z, 874276, 0.010505
0.608696, 2022-06-14T14:46:10Z, 886726, 0.010610
0.600000, 2022-06-14T14:46:23Z, 899619, 0.010458
0.605634, 2022-06-14T14:46:35Z, 912071, 0.010561
0.597222, 2022-06-14T14:46:48Z, 924980, 0.010413
0.602740, 2022-06-14T14:47:00Z, 937419, 0.010514
0.608108, 2022-06-14T14:47:13Z, 950154, 0.010609
0.600000, 2022-06-14T14:47:26Z, 962983, 0.010467
0.592105, 2022-06-14T14:47:39Z, 975649, 0.010332
0.597403, 2022-06-14T14:47:51Z, 988103, 0.010428
0.589744, 2022-06-14T14:48:04Z, 1001002, 0.010294
0.594937, 2022-06-14T14:48:16Z, 1013457, 0.010388
0.587500, 2022-06-14T14:48:29Z, 1026339, 0.010258
0.592593, 2022-06-14T14:48:42Z, 1038792, 0.010350
0.597561, 2022-06-14T14:48:54Z, 1051515, 0.010438
0.602410, 2022-06-14T14:49:07Z, 1064140, 0.010525
0.595238, 2022-06-14T14:49:20Z, 1077077, 0.010399
0.588235, 2022-06-14T14:49:33Z, 1089705, 0.010278
0.593023, 2022-06-14T14:49:45Z, 1102154, 0.010365
0.597701, 2022-06-14T14:49:58Z, 1114887, 0.010448
0.602273, 2022-06-14T14:50:10Z, 1127495, 0.010530
0.606742, 2022-06-14T14:50:23Z, 1140165, 0.010609
0.600000, 2022-06-14T14:50:36Z, 1153059, 0.010490
0.604396, 2022-06-14T14:50:48Z, 1165520, 0.010570
0.608696, 2022-06-14T14:51:01Z, 1178190, 0.010647
0.612903, 2022-06-14T14:51:14Z, 1190859, 0.010722
0.617021, 2022-06-14T14:51:27Z, 1203694, 0.010793
0.610526, 2022-06-14T14:51:39Z, 1216417, 0.010681
0.604167, 2022-06-14T14:51:52Z, 1229090, 0.010570
0.608247, 2022-06-14T14:52:04Z, 1241543, 0.010645
0.612245, 2022-06-14T14:52:17Z, 1254214, 0.010716
0.616162, 2022-06-14T14:52:30Z, 1266886, 0.010786
0.610000, 2022-06-14T14:52:43Z, 1279776, 0.010677
0.613861, 2022-06-14T14:52:55Z, 1292237, 0.010747
0.607843, 2022-06-14T14:53:08Z, 1305141, 0.010641
0.611650, 2022-06-14T14:53:20Z, 1317579, 0.010711
0.615385, 2022-06-14T14:53:33Z, 1330251, 0.010777
0.609524, 2022-06-14T14:53:46Z, 1343180, 0.010673
0.613208, 2022-06-14T14:53:58Z, 1355587, 0.010741
0.616822, 2022-06-14T14:54:11Z, 1368330, 0.010804
0.611111, 2022-06-14T14:54:24Z, 1381157, 0.010704
0.614679, 2022-06-14T14:54:36Z, 1393609, 0.010769
