1.22,-0.019,5.018,66.225,0
1.24,-0.03,5.018,66.212,0
1.26,-0.014,5.018,66.198,0
1.28,-0.014,5.018,66.158,0
1.3,-0.035,5.018,66.156,0
1.32,-0.011,5.018,66.156,0
1.34,-0.015,5.018,66.237,0
1.36,-0.014,5.018,66.345,0
1.38,-0.014,5.018,66.183,0
1.4,-0.026,5.018,66.359,0
1.42,-0.022,5.018,66.332,0
1.44,-0.014,5.018,66.143,0
1.46,-0.03,5.018,66.183,0
1.48,-0.014,5.018,66.183,0
1.5,-0.019,5.018,66.17,0
1.52,-0.004,5.018,66.264,0
1.54,-0.011,5.018,66.345,0
1.56,-0.013,5.018,66.372,0
1.58,-0.028,5.018,66.278,0
1.6,-0.029,5.018,66.278,0
1.62,0,5.018,66.291,0
1.64,-0.021,5.018,66.345,0
1.66,-0.037,5.018,66.318,0
1.68,-0.014,5.018,66.359,0
1.7,-0.027,5.018,66.062,0
1.72,-0.015,5.02,66.156,0
1.74,-0.043,5.02,66.372,0
1.76,-0.004,5.018,66.143,0
1.78,-0.018,5.018,66.156,0
1.8,-0.02,5.018,66.183,0
1.82,-0.016,5.018,66.345,0
1.84,-0.007,5.018,66.17,0
1.86,-0.021,5.018,66.224,0
1.88,-0.013,5.018,66.183,0
1.9,-0.01,5.018,66.21,0
1.92,-0.027,5.018,66.359,0
1.94,-0.02,5.018,66.291,0
1.96,-0.015,5.018,66.305,0
1.98,-0.004,5.018,66.21,0
2,-0.014,5.018,66.197,0
2.02,-0.011,5.018,66.264,0
2.04,-0.017,5.018,66.264,0
2.06,-0.023,5.018,66.359,0
2.08,-0.006,5.018,66.305,0
2.1,0,5.018,66.156,0
2.12,0.002,5.018,66.318,0
2.14,-0.032,5.018,66.332,0
2.16,-0.012,5.018,66.412,0
2.18,-0.014,5.018,66.412,0
2.2,-0.016,5.018,66.345,0
2.22,-0.001,5.018,66.399,0
2.24,-0.023,5.018,66.722,0
2.26,-0.01,5.018,66.924,0
2.28,-0.021,5.018,66.898,0
2.3,-0.025,5.018,66.883,0
2.32,0.011,5.018,67.017,0
2.34,-0.02,5.018,67.058,0
2.36,0,5.018,67.031,0
2.38,-0.013,5.018,66.937,0
2.4,-0.017,5.018,67.031,0
2.42,-0.019,5.018,67.017,0
2.44,-0.033,5.018,67.112,0
2.46,-0.037,5.018,67.004,0
2.48,-0.015,5.018,66.923,0
2.5,-0.005,5.016,67.031,0
2.52,-0.014,5.018,67.098,0
2.54,-0.015,5.018,67.085,0
2.56,-0.026,5.018,67.004,0
2.58,-0.014,5.018,67.125,0
2.6,-0.013,5.012,75.87,0
2.62,-0.043,5.016,69.375,0
2.64,-0.013,5.024,58.623,0
2.66,-0.012,4.92,185.222,0
2.68,-0.015,4.922,185.235,0
2.7,-0.009,4.922,185.303,0
2.72,-0.023,4.922,185.437,0
2.74,-0.009,4.92,185.384,0
2.76,-0.005,4.922,185.424,0
2.78,-0.028,4.92,185.384,0
2.8,-0.026,4.922,185.313,0
2.82,-0.024,4.922,185.461,0
2.84,-0.02,4.922,185.313,0
2.86,-0.024,4.92,185.407,0
2.88,-0.013,4.92,185.313,0
2.9,-0.008,4.922,185.299,0
2.92,-0.022,4.92,185.38,0
2.94,-0.031,4.922,185.34,0
2.96,-0.016,4.922,185.42,0
2.98,0.011,4.922,185.299,0
3,-0.009,4.92,185.407,0
3.02,0.001,4.92,185.42,0
3.04,-0.003,4.92,185.407,0
3.06,-0.017,4.92,185.299,0
3.08,-0.013,4.922,185.353,0
3.1,-0.008,5.024,59.296,0
3.12,-0.015,5.026,57.976,0
3.14,-0.022,5.024,57.908,0
3.16,-0.017,5.026,57.854,0
3.18,-0.032,5.024,57.787,0
3.2,-0.023,5.024,57.8,0
3.22,-0.001,5.024,57.733,0
3.24,0.001,5.024,57.693,0
3.26,-0.023,5.024,57.679,0
3.28,0,5.024,57.652,0
3.3,-0.042,5.026,57.868,0
3.32,-0.008,5.024,57.814,0
3.34,-0.023,5.024,57.787,0
3.36,-0.008,5.026,57.814,0
3.38,-0.005,5.026,57.841,0
3.4,-0.018,5.024,57.679,0
3.42,-0.014,5.024,57.814,0
3.44,-0.011,5.024,57.733,0
3.46,-0.036,5.026,57.881,0
3.48,-0.014,5.024,57.827,0
3.5,-0.031,5.024,57.827,0
3.52,-0.022,5.024,57.827,0
3.54,-0.009,5.024,57.8,0
3.56,-0.02,5.024,57.746,0
3.58,-0.024,5.024,57.841,0
3.6,-0.015,5.024,57.962,0
3.62,-0.013,5.024,57.76,0
3.64,-0.028,5.026,57.895,0
3.66,-0.027,5.026,57.827,0
3.68,-0.007,5.024,57.854,0
3.7,-0.009,5.024,57.935,0
3.72,0.014,5.024,57.854,0
3.74,-0.015,5.026,57.881,0
3.76,-0.026,5.024,57.895,0
3.78,-0.018,5.026,57.868,0
3.8,-0.004,5.024,57.759,0
3.82,-0.028,5.024,57.88,0
3.84,-0.025,5.026,57.894,0
3.86,-0.018,5.024,57.786,0
3.88,-0.012,5.024,57.88,0
3.9,-0.019,5.024,57.907,0
3.92,-0.015,5.024,57.921,0
3.94,-0.018,5.024,57.947,0
3.96,-0.024,5.026,58.042,0
3.98,-0.024,5.026,57.961,0
4,-0.029,5.026,58.055,0
4.02,-0.024,5.024,58.015,0
4.04,-0.025,5.026,58.069,0
4.06,0,5.024,57.841,0
4.08,-0.01,5.024,57.895,0
4.1,-0.03,5.014,70.277,0
4.12,0.014,5.016,70.627,0
4.14,-0.021,5.014,70.438,0
4.16,-0.001,5.024,57.814,0
4.18,-0.015,5.024,57.841,0
4.2,-0.002,5.024,57.827,0
4.22,-0.022,5.024,57.827,0
4.24,-0.014,5.026,57.773,0
4.26,-0.022,5.024,57.733,0
4.28,-0.008,5.026,57.827,0
4.3,-0.028,5.026,57.907,0
4.32,-0.004,5.024,57.826,0
4.34,-0.013,5.024,57.867,0
4.36,-0.011,5.024,57.826,0
4.38,-0.038,5.024,57.907,0
4.4,-0.022,5.024,57.867,0
4.42,-0.011,5.024,57.867,0
4.44,-0.012,5.024,57.853,0
4.46,-0.023,5.026,57.947,0
4.48,-0.025,5.026,57.88,0
4.5,-0.026,5.024,57.921,0
4.52,-0.014,5.026,57.921,0
4.54,0.01,5.024,57.921,0
4.56,-0.007,5.024,57.961,0
4.58,-0.014,5.024,57.907,0
4.6,-0.007,5.024,57.84,0
4.62,0,5.024,57.974,0
4.64,-0.027,5.024,57.894,0
4.66,-0.015,5.024,57.853,0
4.68,-0.011,5.024,57.947,0
4.7,-0.02,5.024,57.988,0
4.72,-0.004,5.024,57.947,0
4.74,-0.021,5.024,57.974,0
4.76,-0.014,5.024,57.961,0
4.78,-0.022,5.024,57.947,0
4.8,-0.019,5.024,58.001,0
4.82,-0.002,5.024,58.028,0
4.84,-0.02,5.024,57.988,0
4.86,-0.014,5.024,57.988,0
4.88,0.017,5.024,58.069,0
4.9,-0.021,5.024,57.988,0
4.92,-0.025,5.024,58.028,0
4.94,-0.036,5.024,58.015,0
4.96,-0.01,5.024,57.961,0
4.98,-0.011,5.026,58.136,0
5,-0.017,5.024,58.123,0
5.02,-0.02,5.026,58.123,0
5.04,-0.002,5.026,58.123,0
5.06,-0.034,5.026,58.136,0
5.08,-0.011,5.022,60.871,0
5.1,-0.027,5.014,70.464,0
5.12,-0.036,5.014,70.504,0
5.14,-0.007,5.014,70.76,0
5.16,-0.012,5.014,70.787,0
5.18,-0.024,5.014,70.774,0
5.2,-0.018,5.016,70.895,0
5.22,-0.007,5.016,70.545,0
5.24,-0.017,5.014,70.72,0
5.26,-0.036,5.014,70.733,0
5.28,-0.026,5.014,70.814,0
5.3,-0.007,5.014,70.653,0
5.32,-0.004,5.024,58.284,0
5.34,-0.037,5.026,58.136,0
5.36,-0.009,5.026,57.988,0
5.38,-0.012,5.024,57.974,0
5.4,-0.014,5.026,58.028,0
5.42,0,5.024,58.001,0
5.44,-0.01,5.026,58.109,0
5.46,-0.002,5.024,58.055,0
5.48,-0.008,5.024,58.015,0
5.5,-0.014,5.024,58.042,0
5.52,-0.01,5.026,58.123,0
5.54,-0.027,5.026,58.055,0
5.56,-0.022,5.024,58.028,0
5.58,-0.026,5.024,58.055,0
5.6,-0.023,5.024,58.055,0
5.62,-0.021,5.024,58.055,0
5.64,-0.011,5.024,58.042,0
5.66,0.008,5.026,58.096,0
5.68,-0.013,5.026,58.163,0
5.7,-0.01,5.024,58.123,0
5.72,-0.011,5.024,58.136,0
5.74,-0.025,5.024,58.082,0
5.76,-0.016,5.024,58.096,0
5.78,-0.008,5.024,58.109,0
5.8,-0.03,5.026,58.19,0
5.82,-0.005,5.024,58.123,0
5.84,-0.022,5.024,57.961,0
5.86,-0.03,5.024,58.136,0
5.88,-0.006,5.024,58.069,0
5.9,-0.029,5.026,58.096,0
5.92,-0.027,5.024,58.15,0
5.94,-0.009,5.024,58.082,0
5.96,-0.01,5.024,58.082,0
5.98,-0.022,5.024,58.042,0
6,-0.028,5.026,58.123,0
6.02,0.009,5.026,58.203,0
6.04,-0.027,5.026,58.136,0
6.06,-0.043,5.026,58.23,0
6.08,-0.03,5.026,58.23,0
6.1,-0.042,5.024,58.298,0
6.12,-0.004,5.026,58.284,0
6.14,0.008,5.024,58.244,0
6.16,0,5.024,58.23,0
6.18,-0.016,5.024,58.163,0
6.2,-0.017,5.026,58.271,0
6.22,-0.04,5.024,58.311,0
6.24,-0.008,5.024,58.311,0
6.26,-0.01,5.024,58.352,0
6.28,-0.001,5.024,58.311,0
6.3,-0.015,5.024,58.325,0
6.32,-0.022,5.024,58.392,0
6.34,-0.014,5.024,58.298,0
6.36,-0.017,5.026,58.473,0
6.38,-0.014,5.024,58.419,0
6.4,-0.015,5.024,58.365,0
6.42,-0.025,5.024,58.365,0
6.44,-0.031,5.024,58.284,0
6.46,-0.019,5.024,58.419,0
6.48,-0.009,5.024,58.338,0
6.5,-0.019,5.024,58.419,0
6.52,-0.011,5.026,58.527,0
6.54,-0.021,5.024,58.513,0
6.56,-0.016,5.026,58.541,0
6.58,-0.025,5.026,58.514,0
6.6,-0.037,5.024,58.501,0
6.62,-0.007,5.024,58.528,0
6.64,-0.016,5.024,58.488,0
6.66,-0.028,5.024,58.528,0
6.68,-0.014,5.024,58.582,0
6.7,-0.017,5.024,58.461,0
6.72,-0.029,5.024,58.568,0
6.74,-0.01,5.024,58.555,0
6.76,-0.014,5.026,58.69,0
6.78,-0.028,5.024,58.582,0
6.8,-0.037,5.024,58.555,0
6.82,-0.02,5.024,58.568,0
6.84,-0.001,5.024,58.568,0
6.86,-0.01,5.026,58.582,0
6.88,-0.01,5.024,58.69,0
6.9,-0.013,5.026,58.69,0
6.92,-0.014,5.026,58.582,0
6.94,-0.007,5.024,58.595,0
6.96,-0.017,5.024,58.555,0
6.98,-0.023,5.024,58.609,0
7,-0.007,5.024,58.595,0
7.02,0,5.026,58.541,0
7.04,-0.015,5.024,58.663,0
7.06,-0.012,5.026,58.676,0
7.08,-0.025,5.026,58.69,0
7.1,-0.015,5.024,58.73,0
7.12,-0.024,5.024,58.757,0
7.14,-0.014,5.024,58.69,0
7.16,-0.015,5.024,58.73,0
7.18,-0.008,5.024,58.77,0
7.2,0,5.026,58.69,0
7.22,-0.04,5.024,58.717,0
7.24,-0.003,5.024,58.77,0
7.26,-0.006,5.024,58.744,0
7.28,-0.014,5.024,58.824,0
7.3,-0.009,5.024,58.73,0
7.32,-0.008,5.024,58.663,0
7.34,-0.008,5.024,58.73,0
7.36,-0.007,4.922,185.259,0
7.38,-0.015,4.922,185.367,0
7.4,-0.014,4.922,185.151,0
7.42,-0.007,4.922,185.38,0
7.44,-0.01,4.922,185.42,0
7.46,-0.018,4.92,185.393,0
7.48,-0.016,4.922,185.326,0
7.5,-0.012,4.922,185.353,0
7.52,-0.006,4.922,185.205,0
7.54,-0.002,4.922,185.245,0
7.56,0,4.922,185.259,0
7.58,-0.014,4.922,185.218,0
7.6,-0.003,4.922,185.299,0
7.62,-0.018,4.922,185.218,0
7.64,-0.001,4.92,185.34,0
7.66,-0.025,4.922,185.245,0
7.68,-0.014,4.92,185.191,0
7.7,-0.022,4.922,185.259,0
7.72,-0.027,4.922,185.232,0
7.74,-0.014,4.922,185.313,0
7.76,-0.017,4.922,185.151,0
7.78,-0.006,4.92,185.299,0
7.8,-0.016,4.922,185.286,0
7.82,-0.028,5.024,58.299,0
7.84,-0.021,5.024,58.258,0
7.86,-0.028,5.024,58.137,0
7.88,-0.011,5.026,58.07,0
7.9,-0.029,5.024,57.989,0
7.92,-0.019,5.024,58.043,0
7.94,-0.021,5.024,57.989,0
7.96,-0.007,5.026,58.11,0
7.98,-0.011,5.024,58.056,0
8,-0.01,5.024,57.989,0
8.02,-0.013,5.024,57.976,0
8.04,-0.005,5.024,58.029,0
8.06,-0.01,5.024,58.043,0
8.08,-0.009,5.026,58.083,0
8.1,-0.006,5.024,58.056,0
8.12,-0.028,5.026,58.137,0
8.14,0.01,5.026,58.124,0
8.16,-0.019,5.026,58.137,0
8.18,0.009,5.024,58.043,0
8.2,-0.013,5.024,58.016,0
8.22,-0.014,5.026,58.178,0
8.24,-0.01,5.024,58.029,0
8.26,-0.015,5.026,58.137,0
8.28,-0.008,5.024,57.989,0
8.3,-0.007,5.024,58.124,0
8.32,-0.013,5.026,58.205,0
8.34,-0.029,5.024,58.097,0
8.36,-0.033,5.024,58.016,0
8.38,-0.029,5.024,58.056,0
8.4,0.002,5.024,57.976,0
8.42,-0.021,5.024,58.016,0
8.44,-0.014,5.024,58.07,0
8.46,-0.022,5.024,58.137,0
8.48,-0.027,5.026,58.137,0
8.5,-0.01,5.024,58.097,0
8.52,-0.034,5.024,58.07,0
8.54,-0.027,5.024,58.11,0
8.56,-0.012,5.024,58.124,0
8.58,-0.006,5.024,58.07,0
8.6,-0.002,5.024,58.137,0
8.62,-0.018,5.024,58.124,0
8.64,-0.014,5.026,58.164,0
8.66,-0.007,5.024,58.056,0
8.68,0,5.024,58.137,0
8.7,-0.009,5.024,58.205,0
8.72,-0.014,5.024,58.191,0
8.74,-0.01,5.024,58.137,0
8.76,-0.01,5.026,58.191,0
8.78,-0.008,5.024,58.178,0
8.8,-0.022,5.024,59.525,0
8.82,-0.01,5.014,70.6,0
8.84,-0.03,5.016,70.937,0
8.86,-0.004,5.014,70.654,0
8.88,-0.005,5.024,57.949,0
8.9,0.006,5.026,57.881,0
8.92,-0.014,5.024,57.949,0
8.94,-0.019,5.026,57.989,0
8.96,-0.021,5.024,57.922,0
8.98,-0.024,5.026,57.935,0
9,0.001,5.026,58.029,0
9.02,-0.011,5.024,57.962,0
9.04,-0.01,5.024,57.976,0
9.06,-0.015,5.024,57.921,0
9.08,-0.014,5.024,57.947,0
9.1,-0.001,5.024,57.88,0
9.12,-0.014,5.024,57.921,0
9.14,-0.015,5.024,57.961,0
9.16,-0.017,5.026,58.001,0
9.18,0.005,5.026,58.055,0
9.2,-0.005,5.026,57.934,0
9.22,-0.018,5.024,57.84,0
9.24,-0.016,5.026,57.894,0
9.26,-0.036,5.024,57.934,0
9.28,-0.025,5.026,57.947,0
9.3,-0.036,5.026,57.88,0
9.32,-0.023,5.026,58.042,0
9.34,-0.008,5.026,57.974,0
9.36,-0.028,5.026,58.015,0
9.38,-0.026,5.026,57.867,0
9.4,-0.017,5.024,57.921,0
9.42,-0.028,5.024,57.934,0
9.44,-0.008,5.026,58.055,0
9.46,-0.025,5.024,57.907,0
9.48,-0.023,5.024,57.921,0
9.5,-0.012,5.026,58.069,0
9.52,-0.033,5.024,58.001,0
9.54,-0.04,5.024,57.988,0
9.56,-0.032,5.024,57.989,0
9.58,-0.002,5.024,57.989,0
9.6,-0.022,5.024,57.922,0
9.62,-0.032,5.026,57.976,0
9.64,-0.036,5.024,57.976,0
9.66,-0.014,5.026,57.989,0
9.68,-0.014,5.026,58.137,0
9.7,-0.021,5.026,58.083,0
9.72,-0.02,5.026,58.043,0
9.74,0,5.026,58.043,0
9.76,-0.003,5.024,58.043,0
9.78,-0.023,5.024,58.002,0
9.8,-0.025,5.024,59.296,0
9.82,-0.034,5.016,70.385,0
9.84,-0.002,5.016,70.667,0
9.86,-0.03,5.014,70.614,0
9.88,-0.009,5.016,70.667,0
9.9,-0.027,5.014,70.587,0
9.92,-0.012,5.014,70.533,0
9.94,-0.027,5.014,70.506,0
9.96,-0.027,5.014,70.465,0
9.98,-0.014,5.016,70.627,0
10,-0.008,5.016,70.667,0
10.02,-0.011,5.016,70.654,0
10.04,-0.024,5.026,58.056,0
10.06,-0.004,5.024,57.814,0
10.08,-0.016,5.024,57.827,0
10.1,-0.025,5.026,57.814,0
10.12,-0.015,5.026,57.746,0
10.14,-0.008,5.026,57.868,0
10.16,-0.014,5.024,57.733,0
10.18,-0.001,5.024,57.8,0
10.2,-0.01,5.024,57.666,0
10.22,-0.014,5.024,57.854,0
10.24,-0.017,5.026,57.841,0
10.26,-0.012,5.024,57.773,0
10.28,-0.043,5.026,57.814,0
10.3,-0.02,5.024,57.787,0
10.32,0.01,5.026,57.8,0
10.34,-0.011,5.026,57.827,0
10.36,-0.012,5.026,57.827,0
10.38,-0.014,5.026,57.787,0
10.4,-0.01,5.024,57.827,0
10.42,-0.006,5.024,57.814,0
10.44,-0.002,5.024,57.8,0
10.46,-0.007,5.024,57.827,0
10.48,-0.014,5.026,57.8,0
10.5,-0.02,5.026,57.8,0
10.52,-0.015,5.026,57.841,0
10.54,-0.003,5.024,57.8,0
10.56,-0.016,5.026,57.827,0
10.58,-0.019,5.026,57.881,0
10.6,-0.014,5.024,57.773,0
10.62,-0.044,5.024,57.841,0
10.64,-0.016,5.024,57.881,0
10.66,-0.033,5.024,57.854,0
10.68,-0.014,5.026,57.854,0
10.7,-0.022,5.024,57.908,0
10.72,-0.016,5.026,57.881,0
10.74,-0.028,5.026,57.814,0
10.76,-0.013,5.024,57.881,0
10.78,-0.017,5.026,57.868,0
10.8,-0.019,5.024,57.908,0
10.82,-0.026,5.024,57.854,0
10.84,-0.019,5.026,57.895,0
10.86,-0.016,5.026,57.962,0
10.88,-0.016,5.026,57.989,0
10.9,-0.025,5.026,57.949,0
10.92,-0.022,5.024,57.908,0
10.94,-0.017,5.024,58.043,0
10.96,-0.021,5.024,57.962,0
10.98,-0.012,5.026,57.976,0
11,0.001,5.026,57.935,0
11.02,-0.014,5.024,58.016,0
11.04,-0.016,5.024,57.895,0
11.06,-0.021,5.024,57.935,0
11.08,-0.038,5.026,57.989,0
11.1,-0.009,5.024,57.908,0
11.12,0,5.026,57.962,0
11.14,-0.003,5.024,58.016,0
11.16,-0.011,5.024,58.002,0
11.18,-0.014,5.024,57.989,0
11.2,-0.017,5.026,58.002,0
11.22,-0.013,5.026,58.056,0
11.24,-0.014,5.026,58.07,0
