PDR,time,TotalTime(ms),Throughput(kbp)
1.000000, 2022-06-18T12:08:58Z, 12989, 0.017245
1.000000, 2022-06-18T12:09:11Z, 25654, 0.017463
1.000000, 2022-06-18T12:09:23Z, 38321, 0.017536
1.000000, 2022-06-18T12:09:36Z, 50993, 0.017571
0.800000, 2022-06-18T12:09:49Z, 63886, 0.014025
0.666667, 2022-06-18T12:10:02Z, 76553, 0.011704
0.571429, 2022-06-18T12:10:14Z, 89228, 0.010042
0.625000, 2022-06-18T12:10:27Z, 101679, 0.011015
0.555556, 2022-06-18T12:10:40Z, 114644, 0.009769
0.600000, 2022-06-18T12:10:52Z, 127020, 0.010581
0.545455, 2022-06-18T12:11:05Z, 139916, 0.009606
0.500000, 2022-06-18T12:11:18Z, 152582, 0.008808
0.461538, 2022-06-18T12:11:30Z, 165256, 0.008133
0.500000, 2022-06-18T12:11:43Z, 177714, 0.008823
0.533333, 2022-06-18T12:11:55Z, 190385, 0.009413
0.500000, 2022-06-18T12:12:08Z, 203270, 0.008816
0.470588, 2022-06-18T12:12:21Z, 215961, 0.008298
0.500000, 2022-06-18T12:12:33Z, 228400, 0.008827
0.473684, 2022-06-18T12:12:46Z, 241293, 0.008355
0.500000, 2022-06-18T12:12:59Z, 253736, 0.008828
0.476190, 2022-06-18T12:13:12Z, 266641, 0.008401
0.500000, 2022-06-18T12:13:24Z, 279084, 0.008829
0.478261, 2022-06-18T12:13:37Z, 291971, 0.008439
0.500000, 2022-06-18T12:13:49Z, 304432, 0.008830
0.480000, 2022-06-18T12:14:02Z, 317326, 0.008471
0.461538, 2022-06-18T12:14:15Z, 330064, 0.008144
0.481481, 2022-06-18T12:14:27Z, 342443, 0.008504
0.500000, 2022-06-18T12:14:40Z, 355133, 0.008830
0.482759, 2022-06-18T12:14:53Z, 368002, 0.008522
0.500000, 2022-06-18T12:15:05Z, 380454, 0.008832
0.483871, 2022-06-18T12:15:18Z, 393347, 0.008542
0.500000, 2022-06-18T12:15:31Z, 405798, 0.008832
0.484848, 2022-06-18T12:15:44Z, 418700, 0.008560
0.470588, 2022-06-18T12:15:56Z, 431363, 0.008309
0.485714, 2022-06-18T12:16:09Z, 443824, 0.008580
0.472222, 2022-06-18T12:16:22Z, 456705, 0.008338
0.459459, 2022-06-18T12:16:34Z, 469387, 0.008113
