Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-04-11T10:29:55Z, 14810, 0.015125
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-04-11T10:30:08Z, 27509, 0.016286
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-04-11T10:30:33Z, 52864, 0.012712
QBXq3gAABAABsgROlhZJHbMPD0htWWsPsuPXdA==,QBXq3gAABAABsgROlhYPHbMipEgPWWsPsuPXdA==,QBXq3gAABAABsgRODxZJHbMipEhtWWsTD+PXdA==,QBXq3gAABAABsgROlhZJHbMipA9tWQ8TsuPXdA==,0.750000, 2022-04-11T10:30:46Z, 65712, 0.010226
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,0.800000, 2022-04-11T10:30:58Z, 78161, 0.011464
QBXq3gAABgABVMNJJTl9QPoFBb4GeSQFBfr7Wg==,QBXq3gAABgABVMNJJTkFQPqKb74FeSQFBfr7Wg==,QBXq3gAABgABVMNJBTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKbwUGeQWSBfr7Wg==,0.666667, 2022-04-11T10:31:11Z, 91050, 0.009841
QBXq3gAABwAB5OQ9879HguwPD/Hg9KkPAKGMUg==,QBXq3gAABwAB5OQ9878Pguzm2PEP9KkPAKGMUg==,QBXq3gAABwAB5OQ9D79Hguzm2PHg9KkBD6GMUg==,QBXq3gAABwAB5OQ9879Hguzm2A/g9A8BAKGMUg==,0.571429, 2022-04-11T10:31:24Z, 103726, 0.008638
QBXq3gAACAABtnEGYBSOZlQICEPrXEII0/5Czg==,QBXq3gAACAABtnEGYBQIZlRdzkMIXEII0/5Czg==,QBXq3gAACAABtnEGCBSOZlRdzkPrXEJYCP5Czg==,QBXq3gAACAABtnEGYBSOZlRdzgjrXAhY0/5Czg==,0.625000, 2022-04-11T10:31:36Z, 116395, 0.009622
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.666667, 2022-04-11T10:31:49Z, 128851, 0.010431
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.700000, 2022-04-11T10:32:02Z, 141519, 0.011080
QBXq3gAACwABeiMIbZ4A4j8CAsJ0NMwC/n6ucg==,QBXq3gAACwABeiMIbZ4C4j9r98ICNMwC/n6ucg==,QBXq3gAACwABeiMIAp4A4j9r98J0NMwBAn6ucg==,QBXq3gAACwABeiMIbZ4A4j9r9wJ0NAIB/n6ucg==,0.636364, 2022-04-11T10:32:15Z, 154405, 0.010155
QBXq3gAADAABPKsQO4Q7vVkJCWZFU8MJcmtdZA==,QBXq3gAADAABPKsQO4QJvVkXTGYJU8MJcmtdZA==,QBXq3gAADAABPKsQCYQ7vVkXTGZFU8OQCWtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTAlFUwmQcmtdZA==,0.583333, 2022-04-11T10:32:27Z, 167078, 0.009385
QBXq3gAADQAB5bM7t6M2OWsICPXO3B0IDcVbbw==,QBXq3gAADQAB5bM7t6MIOWuZffUI3B0IDcVbbw==,QBXq3gAADQAB5bM7CKM2OWuZffXO3B2UCMVbbw==,QBXq3gAADQAB5bM7t6M2OWuZfQjO3AiUDcVbbw==,0.538462, 2022-04-11T10:32:40Z, 179762, 0.008723
QBXq3gAADgABme9SPmYig5MJCaJEC38JivmH7g==,QBXq3gAADgABme9SPmYJg5MJLaIJC38JivmH7g==,QBXq3gAADgABme9SCWYig5MJLaJEC385CfmH7g==,QBXq3gAADgABme9SPmYig5MJLQlECwk5ivmH7g==,0.571429, 2022-04-11T10:32:53Z, 192422, 0.009313
QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,0.600000, 2022-04-11T10:33:05Z, 204883, 0.009840
QBXq3gAAEAABlNIBRlELWCICAtGbRVoCcw1G7g==,QBXq3gAAEAABlNIBRlECWCKOodECRVoCcw1G7g==,QBXq3gAAEAABlNIBAlELWCKOodGbRVqZAg1G7g==,QBXq3gAAEAABlNIBRlELWCKOoQKbRQKZcw1G7g==,0.625000, 2022-04-11T10:33:18Z, 217765, 0.010286
QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,0.647059, 2022-04-11T10:33:30Z, 230225, 0.010703
QBXq3gAAEgABj88jQzaTdZEAAO7dnHAAa/lFmg==,QBXq3gAAEgABj88jQzYAdZGE1u4AnHAAa/lFmg==,QBXq3gAAEgABj88jADaTdZGE1u7dnHBrAPlFmg==,QBXq3gAAEgABj88jQzaTdZGE1gDdnABra/lFmg==,0.666667, 2022-04-11T10:33:43Z, 243106, 0.011057
QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,0.684211, 2022-04-11T10:33:56Z, 255564, 0.011394
QBXq3gAAFAABW8ygIUNCROkGBpXUFsQGbTJxwQ==,QBXq3gAAFAABW8ygIUMGROnsq5UGFsQGbTJxwQ==,QBXq3gAAFAABW8ygBkNCROnsq5XUFsTkBjJxwQ==,QBXq3gAAFAABW8ygIUNCROnsqwbUFgbkbTJxwQ==,0.650000, 2022-04-11T10:34:09Z, 268452, 0.010847
QBXq3gAAFQAB7v3thZFtPjcGBmijZJwGHq4WmA==,QBXq3gAAFQAB7v3thZEGPjfnmGgGZJwGHq4WmA==,QBXq3gAAFQAB7v3tBpFtPjfnmGijZJxpBq4WmA==,QBXq3gAAFQAB7v3thZFtPjfnmAajZAZpHq4WmA==,0.619048, 2022-04-11T10:34:21Z, 281123, 0.010358
QBXq3gAAFgABPf91rNkW5sgICIK9ooYIoBEFXQ==,QBXq3gAAFgABPf91rNkI5sguDIIIooYIoBEFXQ==,QBXq3gAAFgABPf91CNkW5sguDIK9ooamCBEFXQ==,QBXq3gAAFgABPf91rNkW5sguDAi9ogimoBEFXQ==,0.636364, 2022-04-11T10:34:34Z, 293890, 0.010671
QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,0.652174, 2022-04-11T10:34:46Z, 306257, 0.010971
QBXq3gAAGAAB0m9KjfscKZsJCViKaAcJYVKt8w==,QBXq3gAAGAAB0m9KjfsJKZvmJ1gJaAcJYVKt8w==,QBXq3gAAGAAB0m9KCfscKZvmJ1iKaAclCVKt8w==,QBXq3gAAGAAB0m9KjfscKZvmJwmKaAklYVKt8w==,0.666667, 2022-04-11T10:34:59Z, 319043, 0.011234
QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,0.680000, 2022-04-11T10:35:12Z, 331589, 0.011484
QBXq3gAAGgABCHVadsZTcYEJCUPAwDsJmCTZRw==,QBXq3gAAGgABCHVadsYJcYG9PkMJwDsJmCTZRw==,QBXq3gAAGgABCHVaCcZTcYG9PkPAwDsGCSTZRw==,QBXq3gAAGgABCHVadsZTcYG9PgnAwAkGmCTZRw==,0.653846, 2022-04-11T10:35:25Z, 344484, 0.011054
QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,0.666667, 2022-04-11T10:35:37Z, 356941, 0.011296
QBXq3gAAHAAB1OuDfwx4n3kNDUboDXUNuzvbGQ==,QBXq3gAAHAAB1OuDfwwNn3m3hkYNDXUNuzvbGQ==,QBXq3gAAHAAB1OuDDQx4n3m3hkboDXUADTvbGQ==,QBXq3gAAHAAB1OuDfwx4n3m3hg3oDQ0AuzvbGQ==,0.642857, 2022-04-11T10:35:50Z, 369820, 0.010903
QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,0.655172, 2022-04-11T10:36:02Z, 382294, 0.011133
QBXq3gAAHgABwR7mAGpUxF0ICINYBwQIdYNF4Q==,QBXq3gAAHgABwR7mAGoIxF3p6IMIBwQIdYNF4Q==,QBXq3gAAHgABwR7mCGpUxF3p6INYBwTeCINF4Q==,QBXq3gAAHgABwR7mAGpUxF3p6AhYBwjedYNF4Q==,0.666667, 2022-04-11T10:36:15Z, 395170, 0.011337
QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,0.677419, 2022-04-11T10:36:28Z, 407620, 0.011540
QBXq3gAAIAABvB0V4fm87G8PD5TKzbYP1v0sag==,QBXq3gAAIAABvB0V4fkP7G/yfZQPzbYP1v0sag==,QBXq3gAAIAABvB0VD/m87G/yfZTKzbZvD/0sag==,QBXq3gAAIAABvB0V4fm87G/yfQ/KzQ9v1v0sag==,0.687500, 2022-04-11T10:36:41Z, 420521, 0.011719
QBXq3gAAIQABbhsX+9OS2bkDA7O8CfYDvfbGag==,QBXq3gAAIQABbhsX+9MD2blYnbMDCfYDvfbGag==,QBXq3gAAIQABbhsXA9OS2blYnbO8CfaFA/bGag==,QBXq3gAAIQABbhsX+9OS2blYnQO8CQOFvfbGag==,0.666667, 2022-04-11T10:36:53Z, 433182, 0.011376
QBXq3gAAIgABx5GZLvO6APb1E98JPqtv5ceekQ==,QBXq3gAAIgABx5GZLvO6APb1E98JPqtv5ceekQ==,QBXq3gAAIgABx5GZLvO6APb1E98JPqtv5ceekQ==,QBXq3gAAIgABx5GZLvO6APb1E98JPqtv5ceekQ==,0.676471, 2022-04-11T10:37:06Z, 445655, 0.011561
QBXq3gAAIwABLpOVrpJOweYGBnsVFvgGx6pqiQ==,QBXq3gAAIwABLpOVrpIGweZHJ3sGFvgGx6pqiQ==,QBXq3gAAIwABLpOVBpJOweZHJ3sVFvh4BqpqiQ==,QBXq3gAAIwABLpOVrpJOweZHJwYVFgZ4x6pqiQ==,0.657143, 2022-04-11T10:37:19Z, 458527, 0.011236
QBXq3gAAJAABSf3J7XlmbswAACGRLwAA+5vZnw==,QBXq3gAAJAABSf3J7XkAbsxPdyEALwAA+5vZnw==,QBXq3gAAJAABSf3JAHlmbsxPdyGRLwCqAJvZnw==,QBXq3gAAJAABSf3J7XlmbsxPdwCRLwCq+5vZnw==,0.666667, 2022-04-11T10:37:31Z, 471163, 0.011410
QBXq3gAAJQABEwfD7GBqj957tCjb54Pt+LPVqg==,QBXq3gAAJQABEwfD7GBqj957tCjb54Pt+LPVqg==,QBXq3gAAJQABEwfD7GBqj957tCjb54Pt+LPVqg==,QBXq3gAAJQABEwfD7GBqj957tCjb54Pt+LPVqg==,0.675676, 2022-04-11T10:37:44Z, 483678, 0.011578
QBXq3gAAJgABKzFGsth3ogmnBAJ/ODOQoTnbSA==,QBXq3gAAJgABKzFGsth3ogmnBAJ/ODOQoTnbSA==,QBXq3gAAJgABKzFGsth3ogmnBAJ/ODOQoTnbSA==,QBXq3gAAJgABKzFGsth3ogmnBAJ/ODOQoTnbSA==,0.684211, 2022-04-11T10:37:56Z, 496333, 0.011734
QBXq3gAAJwABFVGGQAXS2z4GBhlDj1kGRMRl6w==,QBXq3gAAJwABFVGGQAUG2z61dRkGj1kGRMRl6w==,QBXq3gAAJwABFVGGBgXS2z61dRlDj1khBsRl6w==,QBXq3gAAJwABFVGGQAXS2z61dQZDjwYhRMRl6w==,0.666667, 2022-04-11T10:38:09Z, 509215, 0.011437
QBXq3gAAKAABSS4eTr0LI4wAAGk3f+0Ayk9UCA==,QBXq3gAAKAABSS4eTr0AI4wIo2kAf+0Ayk9UCA==,QBXq3gAAKAABSS4eAL0LI4wIo2k3f+2pAE9UCA==,QBXq3gAAKAABSS4eTr0LI4wIowA3fwCpyk9UCA==,0.675000, 2022-04-11T10:38:22Z, 521888, 0.011589
