TotalTime(ms),Throughout(kbp),data,time
13711,0.016338,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:30:14Z
36372,0.012318,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:30:37Z
81664,0.008229,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:31:22Z
126978,0.007056,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:32:07Z
217595,0.005147,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:33:38Z
240234,0.005595,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:34:01Z
262887,0.005965,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:34:23Z
308193,0.005815,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:35:09Z
330875,0.006093,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:35:31Z
353499,0.006337,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:35:54Z
398806,0.006178,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:36:39Z
444113,0.006053,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:37:24Z
512080,0.005687,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:38:32Z
534728,0.005865,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:38:55Z
580035,0.005793,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:39:40Z
602691,0.005947,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:40:03Z
625338,0.006090,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:40:26Z
670649,0.006012,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:41:11Z
715984,0.005944,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:41:56Z
761263,0.005885,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:42:42Z
783920,0.006001,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:43:04Z
851878,0.005785,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:44:12Z
874531,0.005891,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:44:35Z
897179,0.005992,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:44:58Z
942493,0.005942,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:45:43Z
987793,0.005896,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:46:28Z
1033107,0.005854,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:47:13Z
1055754,0.005941,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:47:36Z
1078436,0.006024,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:47:59Z
1146369,0.005862,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:49:07Z
1169153,0.005939,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:49:30Z
1214333,0.005903,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:50:15Z
1259640,0.005868,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:51:00Z
1304940,0.005836,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:51:45Z
1327599,0.005905,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:52:08Z
1350250,0.005972,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:52:31Z
1395561,0.005939,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:53:16Z
1418225,0.006002,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:53:39Z
1486181,0.005878,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:54:47Z
1531479,0.005851,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:55:32Z
1576787,0.005825,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:56:17Z
1622096,0.005800,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:57:02Z
1667401,0.005777,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:57:48Z
1690059,0.005832,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:58:10Z
1712712,0.005885,AWcAAAJoAAMCAAAEAgAA,2022-01-11T12:58:33Z
1803327,0.005714,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:00:04Z
1848625,0.005695,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:00:49Z
1871286,0.005746,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:01:12Z
1893939,0.005795,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:01:34Z
1939268,0.005775,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:02:20Z
1961901,0.005823,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:02:42Z
1984558,0.005869,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:03:05Z
2029869,0.005849,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:03:50Z
2120485,0.005704,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:05:21Z
2143126,0.005749,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:05:44Z
2165789,0.005792,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:06:06Z
2211089,0.005775,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:06:51Z
2256395,0.005758,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:07:37Z
