Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-01-04T10:38:43Z, 17337, 0.012920
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-01-04T10:39:06Z, 39975, 0.011207
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-01-04T10:39:28Z, 62618, 0.010732
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-01-04T10:39:51Z, 85272, 0.010508
QBXq3gAABAABsgROlhZJHbMHB0htWWsHsuPXdA==,QBXq3gAABAABsgROlhYHHbMipEgHWWsHsuPXdA==,QBXq3gAABAABsgROBxZJHbMipEhtWWsTB+PXdA==,QBXq3gAABAABsgROlhZJHbMipAdtWQcTsuPXdA==,0.800000, 2022-01-04T10:40:14Z, 108004, 0.008296
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,0.833333, 2022-01-04T10:40:36Z, 130555, 0.008579
QBXq3gAABgABVMNJJTl9QPoFBb4GeSQFBfr7Wg==,QBXq3gAABgABVMNJJTkFQPqKb74FeSQFBfr7Wg==,QBXq3gAABgABVMNJBTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKbwUGeQWSBfr7Wg==,0.857143, 2022-01-04T10:40:59Z, 153298, 0.008767
QBXq3gAABwAB5OQ9879HguwKCvHg9KkKAKGMUg==,QBXq3gAABwAB5OQ9878Kguzm2PEK9KkKAKGMUg==,QBXq3gAABwAB5OQ9Cr9Hguzm2PHg9KkBCqGMUg==,QBXq3gAABwAB5OQ9879Hguzm2Arg9AoBAKGMUg==,0.875000, 2022-01-04T10:41:22Z, 175940, 0.008912
QBXq3gAACAABtnEGYBSOZlQFBUPrXEIF0/5Czg==,QBXq3gAACAABtnEGYBQFZlRdzkMFXEIF0/5Czg==,QBXq3gAACAABtnEGBRSOZlRdzkPrXEJYBf5Czg==,QBXq3gAACAABtnEGYBSOZlRdzgXrXAVY0/5Czg==,0.888889, 2022-01-04T10:41:44Z, 198587, 0.009024
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.900000, 2022-01-04T10:42:07Z, 221143, 0.009116
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.909091, 2022-01-04T10:42:29Z, 243782, 0.009189
QBXq3gAACwABeiMIbZ4A4j8ODsJ0NMwO/n6ucg==,QBXq3gAACwABeiMIbZ4O4j9r98IONMwO/n6ucg==,QBXq3gAACwABeiMIDp4A4j9r98J0NMwBDn6ucg==,QBXq3gAACwABeiMIbZ4A4j9r9w50NA4B/n6ucg==,0.833333, 2022-01-04T10:42:52Z, 266520, 0.008405
