Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2021-12-31T10:28:06Z, 25404, 0.008818
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2021-12-31T10:28:29Z, 48095, 0.009315
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2021-12-31T10:28:51Z, 70770, 0.009496
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2021-12-31T10:29:16Z, 95056, 0.009426
QBXq3gAABAABsgROlhZJHbOvr0htWWuvsuPXdA==,QBXq3gAABAABsgROlhavHbMipEivWWuvsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWuvr+PXdA==,QBXq3gAABAABsgROlhZJHbMipK9tWa8TsuPXdA==,1.000000, 2021-12-31T10:29:37Z, 116164, 0.009642
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,1.000000, 2021-12-31T10:30:00Z, 138827, 0.009681
QBXq3gAABgABVMNJJTl9QPqrq74GeSSrBfr7Wg==,QBXq3gAABgABVMNJJTmrQPqKb76reSSrBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSrq/r7Wg==,QBXq3gAABgABVMNJJTl9QPqKb6sGeauSBfr7Wg==,0.857143, 2021-12-31T10:30:37Z, 176546, 0.007613
QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,0.875000, 2021-12-31T10:30:45Z, 184402, 0.008503
QBXq3gAACAABtnEGYBSOZlQnJ0PrXEIn0/5Czg==,QBXq3gAACAABtnEGYBQnZlRdzkMnXEIn0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEInJ/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzifrXCdY0/5Czg==,0.888889, 2021-12-31T10:31:08Z, 207028, 0.008656
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.900000, 2021-12-31T10:31:30Z, 229577, 0.008781
