Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-01-04T09:44:22Z, 17523, 0.012783
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-01-04T09:44:45Z, 40159, 0.011156
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-01-04T09:45:07Z, 62807, 0.010699
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-01-04T09:45:30Z, 85450, 0.010486
QBXq3gAABAABsgROlhZJHbMDA0htWWsDsuPXdA==,QBXq3gAABAABsgROlhYDHbMipEgDWWsDsuPXdA==,QBXq3gAABAABsgROAxZJHbMipEhtWWsTA+PXdA==,QBXq3gAABAABsgROlhZJHbMipANtWQMTsuPXdA==,1.000000, 2022-01-04T09:45:53Z, 108189, 0.010352
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,1.000000, 2022-01-04T09:46:15Z, 130735, 0.010280
QBXq3gAABgABVMNJJTl9QPoNDb4GeSQNBfr7Wg==,QBXq3gAABgABVMNJJTkNQPqKb74NeSQNBfr7Wg==,QBXq3gAABgABVMNJDTl9QPqKb74GeSSSDfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKbw0GeQ2SBfr7Wg==,0.857143, 2022-01-04T09:46:38Z, 153477, 0.008757
QBXq3gAABwAB5OQ9879HguwMDPHg9KkMAKGMUg==,QBXq3gAABwAB5OQ9878Mguzm2PEM9KkMAKGMUg==,QBXq3gAABwAB5OQ9DL9Hguzm2PHg9KkBDKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2Azg9AwBAKGMUg==,0.750000, 2022-01-04T09:47:01Z, 176117, 0.007631
QBXq3gAACAABtnEGYBSOZlQNDUPrXEIN0/5Czg==,QBXq3gAACAABtnEGYBQNZlRdzkMNXEIN0/5Czg==,QBXq3gAACAABtnEGDRSOZlRdzkPrXEJYDf5Czg==,QBXq3gAACAABtnEGYBSOZlRdzg3rXA1Y0/5Czg==,0.666667, 2022-01-04T09:47:23Z, 198765, 0.006762
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.700000, 2022-01-04T09:47:46Z, 221313, 0.007085
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.727273, 2022-01-04T09:48:08Z, 243953, 0.007346
QBXq3gAACwABeiMIbZ4A4j8MDMJ0NMwM/n6ucg==,QBXq3gAACwABeiMIbZ4M4j9r98IMNMwM/n6ucg==,QBXq3gAACwABeiMIDJ4A4j9r98J0NMwBDH6ucg==,QBXq3gAACwABeiMIbZ4A4j9r9wx0NAwB/n6ucg==,0.666667, 2022-01-04T09:48:31Z, 266695, 0.006719
QBXq3gAADAABPKsQO4Q7vVkICGZFU8MIcmtdZA==,QBXq3gAADAABPKsQO4QIvVkXTGYIU8MIcmtdZA==,QBXq3gAADAABPKsQCIQ7vVkXTGZFU8OQCGtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTAhFUwiQcmtdZA==,0.615385, 2022-01-04T09:48:54Z, 289342, 0.006193
QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,0.642857, 2022-01-04T09:49:16Z, 311891, 0.006464
QBXq3gAADgABme9SPmYig5MICKJEC38IivmH7g==,QBXq3gAADgABme9SPmYIg5MJLaIIC38IivmH7g==,QBXq3gAADgABme9SCGYig5MJLaJEC385CPmH7g==,QBXq3gAADgABme9SPmYig5MJLQhECwg5ivmH7g==,0.666667, 2022-01-04T09:49:39Z, 334633, 0.006694
