TotalTime(ms),Throughout(kbp),data,time
15313,0.014629,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:49:40Z
37957,0.011803,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:50:03Z
60643,0.011081,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:50:26Z
85108,0.010528,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:50:50Z
109678,0.010212,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:51:15Z
128564,0.010454,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:51:34Z
151346,0.010360,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:51:57Z
174044,0.010296,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:52:19Z
219184,0.009198,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:53:04Z
241836,0.009262,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:53:27Z
264533,0.009315,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:53:50Z
287243,0.009358,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:54:12Z
309790,0.009400,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:54:35Z
332538,0.009431,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:54:58Z
355115,0.009462,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:55:20Z
377845,0.009485,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:55:43Z
400403,0.009510,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:56:06Z
423155,0.009528,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:56:28Z
445716,0.009549,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:56:51Z
491113,0.009122,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:57:36Z
513690,0.009157,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:57:59Z
536332,0.009188,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:58:22Z
559082,0.009215,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:58:44Z
581634,0.009243,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:59:07Z
604300,0.009267,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:59:29Z
626948,0.009289,AWcAAAJoAAMCAAAEAgAA,2022-01-11T13:59:52Z
649687,0.009309,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:00:15Z
672258,0.009330,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:00:37Z
694998,0.009347,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:01:00Z
717554,0.009365,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:01:23Z
740304,0.009380,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:01:45Z
762864,0.009396,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:02:08Z
785522,0.009410,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:02:31Z
830917,0.009166,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:03:16Z
853470,0.009186,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:03:39Z
876133,0.009204,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:04:01Z
898781,0.009221,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:04:24Z
944094,0.009016,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:05:09Z
966832,0.009036,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:05:32Z
989398,0.009056,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:05:55Z
1034706,0.008876,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:06:40Z
1057361,0.008898,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:07:03Z
1080014,0.008918,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:07:25Z
1125405,0.008758,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:08:11Z
1147975,0.008781,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:08:33Z
1170631,0.008802,AWcAAAJoAAMCAAAEAgAA,2022-01-11T14:08:56Z
