TotalTime(ms),Throughout(kbp),data,time
17415,0.012863,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:00:01Z
40057,0.011184,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:00:24Z
62712,0.010716,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:00:46Z
85371,0.010495,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:01:09Z
130676,0.008571,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:01:54Z
153419,0.008760,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:02:17Z
221293,0.007086,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:03:25Z
243930,0.007346,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:03:47Z
357199,0.005644,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:05:41Z
379943,0.005896,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:06:03Z
402505,0.006122,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:06:26Z
447813,0.006003,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:07:11Z
470599,0.006188,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:07:34Z
493212,0.006358,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:07:57Z
538441,0.006240,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:08:42Z
583727,0.006140,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:09:27Z
606477,0.006279,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:09:50Z
629038,0.006410,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:10:13Z
651790,0.006530,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:10:35Z
674351,0.006643,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:10:58Z
697093,0.006748,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:11:21Z
719650,0.006848,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:11:43Z
742409,0.006940,AWcAAAJoAAMCAAAEAgAA,2022-01-07T20:12:06Z
