TotalTime(ms),Throughout(kbp),data,time
14459,0.015493,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:16:58Z
37142,0.012062,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:17:21Z
59825,0.011233,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:17:43Z
82508,0.010860,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:18:06Z
127884,0.008758,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:18:51Z
173350,0.007753,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:19:37Z
218633,0.007172,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:20:22Z
241318,0.007426,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:20:45Z
309468,0.006514,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:21:53Z
354752,0.006314,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:22:38Z
400127,0.006158,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:23:24Z
445495,0.006034,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:24:09Z
536247,0.005430,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:25:40Z
581612,0.005392,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:26:25Z
627012,0.005359,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:27:10Z
649779,0.005516,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:27:33Z
672366,0.005664,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:27:56Z
695144,0.005800,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:28:19Z
717737,0.005930,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:28:41Z
763205,0.005870,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:29:27Z
785800,0.005986,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:29:49Z
853857,0.005771,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:30:57Z
876543,0.005878,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:31:20Z
899324,0.005978,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:31:43Z
944599,0.005928,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:32:28Z
967389,0.006020,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:32:51Z
989976,0.006109,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:33:13Z
1035350,0.006058,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:33:59Z
1058037,0.006140,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:34:22Z
1080733,0.006218,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:34:44Z
1148790,0.006045,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:35:52Z
1171479,0.006119,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:36:15Z
1216848,0.006075,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:37:00Z
1239626,0.006144,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:37:23Z
1307593,0.005996,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:38:31Z
1330309,0.006062,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:38:54Z
1352966,0.006126,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:39:16Z
1375751,0.006187,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:39:39Z
1398552,0.006246,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:40:02Z
1421027,0.006305,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:40:25Z
1443808,0.006361,AWcAAAJoAAMCAAAEAgAA,2022-01-03T14:40:47Z
