TotalTime(ms),Throughout(kbp),data,time
11946,0.018752,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:49:12Z
34625,0.012939,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:49:34Z
57313,0.011725,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:49:57Z
79997,0.011200,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:50:20Z
125363,0.008934,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:51:05Z
171802,0.007823,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:51:51Z
216107,0.007256,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:52:36Z
238801,0.007504,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:52:58Z
284454,0.007087,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:53:44Z
306851,0.007300,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:54:07Z
330531,0.007455,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:54:30Z
352221,0.007632,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:54:52Z
379490,0.007673,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:55:19Z
397596,0.007887,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:55:37Z
424838,0.007909,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:56:05Z
442971,0.008091,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:56:23Z
533721,0.007135,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:57:53Z
565384,0.007131,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:58:25Z
579104,0.007349,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:58:39Z
601774,0.007445,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:59:01Z
624462,0.007533,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:59:24Z
648213,0.007602,AWcAAAJoAAMCAAAEAgAA,2022-01-01T18:59:48Z
669835,0.007691,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:00:10Z
692788,0.007760,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:00:32Z
715207,0.007830,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:00:55Z
769351,0.007570,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:01:49Z
783281,0.007721,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:02:03Z
806519,0.007777,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:02:26Z
833036,0.007798,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:02:53Z
851342,0.007893,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:03:11Z
874014,0.007945,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:03:34Z
896719,0.007994,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:03:56Z
919915,0.008036,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:04:20Z
942083,0.008084,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:04:42Z
964775,0.008126,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:05:04Z
987473,0.008166,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:05:27Z
1032850,0.008024,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:06:13Z
1055508,0.008064,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:06:35Z
1078195,0.008102,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:06:58Z
1101170,0.008137,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:07:21Z
1125672,0.008159,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:07:45Z
1146253,0.008208,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:08:06Z
1168942,0.008240,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:08:29Z
1200026,0.008213,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:09:00Z
1214313,0.008301,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:09:14Z
1237273,0.008328,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:09:37Z
1268709,0.008298,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:10:08Z
1286592,0.008357,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:10:26Z
1305062,0.008410,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:10:45Z
1327933,0.008434,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:11:08Z
1350430,0.008460,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:11:30Z
1377572,0.008455,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:11:57Z
1395807,0.008505,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:12:15Z
1418491,0.008527,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:12:38Z
1441402,0.008547,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:13:01Z
1486558,0.008438,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:13:46Z
1509332,0.008459,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:14:09Z
1531927,0.008481,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:14:32Z
1554653,0.008501,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:14:54Z
1577303,0.008521,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:15:17Z
1600100,0.008539,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:15:40Z
1622676,0.008559,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:16:02Z
1645390,0.008577,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:16:25Z
1668044,0.008594,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:16:48Z
1690734,0.008612,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:17:10Z
1713420,0.008628,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:17:33Z
1740025,0.008625,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:18:00Z
1804170,0.008443,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:19:04Z
1827143,0.008459,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:19:27Z
1849541,0.008478,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:19:49Z
1872228,0.008495,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:20:12Z
1894911,0.008511,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:20:35Z
1917890,0.008526,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:20:58Z
1940289,0.008543,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:21:20Z
1962975,0.008558,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:21:43Z
1985667,0.008573,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:22:05Z
2008384,0.008588,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:22:28Z
2031030,0.008603,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:22:51Z
2054246,0.008614,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:23:14Z
2099644,0.008535,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:23:59Z
2121786,0.008551,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:24:21Z
2144473,0.008565,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:24:44Z
2167159,0.008579,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:25:07Z
2198508,0.008559,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:25:38Z
2212556,0.008605,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:25:52Z
2237355,0.008610,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:26:17Z
2258881,0.008627,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:26:39Z
2281592,0.008640,AWcAAAJoAAMCAAAEAgAA,2022-01-01T19:27:01Z
