Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2021-12-31T18:55:30Z, 19153, 0.011695
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2021-12-31T18:55:52Z, 41833, 0.010709
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2021-12-31T18:56:15Z, 64524, 0.010415
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2021-12-31T18:56:38Z, 87200, 0.010275
QBXq3gAABAABsgROlhZJHbMXF0htWWsTsuPXdA==,QBXq3gAABAABsgROlhYXHbMiF0htWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMiF0htWWsTF+PXdA==,QBXq3gAABAABsgROlhZJHbMipBdtWRcTsuPXdA==,1.000000, 2021-12-31T18:57:01Z, 111013, 0.010089
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,1.000000, 2021-12-31T18:57:23Z, 132576, 0.010138
QBXq3gAABgABVMNJJTl9QPoSEr4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTkSQPqKEr4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKEr4GeSSSEvr7Wg==,QBXq3gAABgABVMNJJTl9QPqKbxIGeRKSBfr7Wg==,1.000000, 2021-12-31T18:57:54Z, 163881, 0.009568
QBXq3gAABwAB5OQ9879Hguzz8/Hg9KkBAKGMUg==,QBXq3gAABwAB5OQ987/zguzm8/Hg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm8/Hg9KkB86GMUg==,QBXq3gAABwAB5OQ9879Hguzm2PPg9PMBAKGMUg==,1.000000, 2021-12-31T18:58:08Z, 178020, 0.010066
QBXq3gAACAABtnEGYBSOZlTKykPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBTKZlRdykPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdykPrXEJYyv5Czg==,QBXq3gAACAABtnEGYBSOZlRdzsrrXMpY0/5Czg==,1.000000, 2021-12-31T18:58:32Z, 201204, 0.010020
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,1.000000, 2021-12-31T18:58:54Z, 223326, 0.010030
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,1.000000, 2021-12-31T18:59:16Z, 246016, 0.010016
QBXq3gAACwABeiMIbZ4A4j9AQMJ0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ5A4j9rQMJ0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9rQMJ0NMwBQH6ucg==,QBXq3gAACwABeiMIbZ4A4j9r90B0NEAB/n6ucg==,1.000000, 2021-12-31T18:59:44Z, 273153, 0.009841
QBXq3gAADAABPKsQO4Q7vVnQ0GZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4TQvVkX0GZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkX0GZFU8OQ0GtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTNBFU9CQcmtdZA==,0.923077, 2021-12-31T19:00:17Z, 306386, 0.008773
QBXq3gAADQAB5bM7t6M2OWvj4/XO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6PjOWuZ4/XO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZ4/XO3B2U48Vbbw==,QBXq3gAADQAB5bM7t6M2OWuZfZPO3JOUDcVbbw==,0.857143, 2021-12-31T19:00:40Z, 329064, 0.008169
QBXq3gAADgABme9SPmYig5MYGKJEC385ivmH7g==,QBXq3gAADgABme9SPmYYg5MJGKJEC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJGKJEC385GPmH7g==,QBXq3gAADgABme9SPmYig5MJLRhECxg5ivmH7g==,0.800000, 2021-12-31T19:01:02Z, 351753, 0.007642
QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,0.812500, 2021-12-31T19:01:10Z, 359436, 0.008102
