TotalTime(ms),Throughout(kbp),data,time
14849,0.015085,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:26:27Z
37551,0.011930,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:26:50Z
60139,0.011174,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:27:12Z
82786,0.010823,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:27:35Z
105536,0.010613,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:27:58Z
128101,0.010492,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:28:20Z
150844,0.010395,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:28:43Z
173390,0.010335,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:29:06Z
196143,0.010278,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:29:28Z
218708,0.010242,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:29:51Z
241368,0.010209,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:30:14Z
264010,0.010181,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:30:36Z
286762,0.010155,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:30:59Z
309315,0.010139,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:31:21Z
332062,0.010119,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:31:44Z
354624,0.010106,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:32:07Z
399926,0.009522,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:32:52Z
422627,0.009540,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:33:15Z
445253,0.009559,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:33:37Z
475047,0.009431,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:34:07Z
490541,0.009589,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:34:23Z
513195,0.009603,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:34:45Z
535856,0.009615,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:35:08Z
558508,0.009626,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:35:31Z
581149,0.009636,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:35:53Z
603800,0.009646,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:36:16Z
626505,0.009654,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:36:39Z
671763,0.009337,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:37:24Z
694519,0.009353,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:37:47Z
717078,0.009371,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:38:09Z
762387,0.009108,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:38:55Z
785045,0.009131,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:39:17Z
807786,0.009151,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:39:40Z
830586,0.009169,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:40:03Z
852993,0.009191,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:40:25Z
875640,0.009209,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:40:48Z
898296,0.009226,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:41:10Z
921058,0.009242,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:41:33Z
943606,0.009258,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:41:56Z
988918,0.009060,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:42:41Z
1011561,0.009079,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:43:04Z
1034214,0.009097,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:43:26Z
1056915,0.009113,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:43:49Z
1079526,0.009130,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:44:12Z
1124831,0.008961,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:44:57Z
1147490,0.008980,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:45:20Z
1170146,0.008997,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:45:42Z
1192886,0.009013,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:46:05Z
1215438,0.009030,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:46:28Z
1260781,0.008883,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:47:13Z
1306056,0.008747,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:47:58Z
1328717,0.008766,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:48:21Z
1351380,0.008785,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:48:44Z
1374115,0.008803,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:49:06Z
1396672,0.008821,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:49:29Z
1419326,0.008838,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:49:51Z
1464634,0.008718,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:50:37Z
1487284,0.008735,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:50:59Z
1509937,0.008753,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:51:22Z
1532601,0.008769,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:51:45Z
1555283,0.008786,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:52:07Z
1577899,0.008802,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:52:30Z
1623217,0.008694,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:53:15Z
1645951,0.008710,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:53:38Z
1668509,0.008726,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:54:01Z
1691172,0.008742,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:54:23Z
1713820,0.008757,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:54:46Z
1736635,0.008771,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:55:09Z
1804434,0.008566,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:56:17Z
1849741,0.008477,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:57:02Z
1872429,0.008494,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:57:25Z
1895050,0.008511,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:57:47Z
1917706,0.008527,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:58:10Z
1940377,0.008543,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:58:33Z
1963027,0.008558,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:58:55Z
1985748,0.008573,AWcAAAJoAAMCAAAEAgAA,2022-01-11T10:59:18Z
2031198,0.008492,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:00:03Z
2053721,0.008507,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:00:26Z
2076284,0.008523,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:00:48Z
2099039,0.008537,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:01:11Z
2121594,0.008552,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:01:34Z
2144257,0.008566,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:01:56Z
2166894,0.008580,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:02:19Z
2189557,0.008594,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:02:42Z
2212204,0.008607,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:03:04Z
2257573,0.008533,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:03:50Z
2280168,0.008547,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:04:12Z
2302816,0.008560,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:04:35Z
2325472,0.008573,AWcAAAJoAAMCAAAEAgAA,2022-01-11T11:04:58Z
