Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-04-07T18:18:23Z, 36377, 0.006158
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-04-07T18:18:45Z, 59035, 0.007589
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-04-07T18:19:08Z, 81687, 0.008227
QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,1.000000, 2022-04-07T18:19:31Z, 104338, 0.008587
QBXq3gAABQABE/I4jZO9THyfn0Knebips0vGGQ==,QBXq3gAABQABE/I4jZOfTHyFn0Knebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebipn0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneZ+ps0vGGQ==,1.000000, 2022-04-07T18:19:53Z, 126993, 0.008819
QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,1.000000, 2022-04-07T18:20:16Z, 149640, 0.008982
QBXq3gAABwAB5OQ9879HguzIyPHg9KkBAKGMUg==,QBXq3gAABwAB5OQ987/IguzmyPHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkByKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9MgBAKGMUg==,1.000000, 2022-04-07T18:20:39Z, 172299, 0.009100
QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,1.000000, 2022-04-07T18:21:01Z, 194947, 0.009192
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,1.000000, 2022-04-07T18:21:24Z, 217603, 0.009265
QBXq3gAACgAB4J5MGLcM8IaYmNHrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLeY8IZxmNHrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4mBIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYJh4zhIZKg==,1.000000, 2022-04-07T18:21:47Z, 240270, 0.009323
QBXq3gAACwABeiMIbZ4A4j/w8MJ0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ7w4j9r8MJ0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB8H6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NPAB/n6ucg==,1.000000, 2022-04-07T18:22:09Z, 262922, 0.009372
QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,1.000000, 2022-04-07T18:22:32Z, 285574, 0.009413
