TotalTime(ms),Throughout(kbp),data,time
12827,0.017463,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:02:40Z
35502,0.012619,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:03:02Z
58191,0.011548,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:03:25Z
80874,0.011079,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:03:48Z
103654,0.010805,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:04:10Z
126243,0.010646,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:04:33Z
216991,0.007226,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:06:04Z
239748,0.007475,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:06:26Z
262358,0.007684,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:06:49Z
307737,0.007279,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:07:34Z
330662,0.007452,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:07:57Z
353118,0.007612,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:08:20Z
398482,0.007308,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:09:05Z
443851,0.007065,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:09:51Z
466631,0.007201,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:10:13Z
489314,0.007325,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:10:36Z
512004,0.007437,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:10:59Z
534607,0.007542,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:11:21Z
579998,0.007338,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:12:07Z
602658,0.007434,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:12:29Z
625354,0.007522,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:12:52Z
670712,0.007347,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:13:37Z
716090,0.007195,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:14:23Z
761459,0.007060,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:15:08Z
784143,0.007142,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:15:31Z
806930,0.007217,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:15:54Z
829611,0.007290,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:16:16Z
852206,0.007360,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:16:39Z
874897,0.007425,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:17:02Z
897574,0.007487,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:17:24Z
920357,0.007545,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:17:47Z
942950,0.007602,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:18:10Z
988339,0.007479,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:18:55Z
1033724,0.007368,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:19:40Z
1056379,0.007422,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:20:03Z
1079067,0.007473,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:20:26Z
1147124,0.007225,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:21:34Z
1169814,0.007276,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:21:56Z
1215194,0.007189,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:22:42Z
1260557,0.007108,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:23:27Z
1305942,0.007032,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:24:13Z
1328614,0.007081,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:24:35Z
1351307,0.007128,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:24:58Z
1374000,0.007173,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:25:21Z
1396688,0.007217,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:25:43Z
1419364,0.007260,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:26:06Z
1464832,0.007187,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:26:52Z
1487439,0.007229,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:27:14Z
1532795,0.007161,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:27:59Z
1578170,0.007097,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:28:45Z
1623543,0.007036,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:29:30Z
1668923,0.006979,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:30:16Z
1691599,0.007018,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:30:38Z
1714288,0.007056,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:31:01Z
1805032,0.006825,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:32:32Z
1850409,0.006779,AWcAAAJoAAMCAAAEAgAA,2022-01-03T11:33:17Z
