Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-04-09T09:14:53Z, 15335, 0.014607
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-04-09T09:15:05Z, 28003, 0.015998
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-04-09T09:15:18Z, 40704, 0.016509
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-04-09T09:15:31Z, 53354, 0.016793
QBXq3gAABAABsgROlhZJHbMpKUhtWWsTsuPXdA==,QBXq3gAABAABsgROlhYpHbMiKUhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMiKUhtWWsTKePXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWSkTsuPXdA==,0.800000, 2022-04-09T09:15:43Z, 66231, 0.013528
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,0.833333, 2022-04-09T09:15:56Z, 78733, 0.014225
QBXq3gAABgABVMNJJTl9QPqDg74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTmDQPqKg74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKg74GeSSSg/r7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeYOSBfr7Wg==,0.857143, 2022-04-09T09:16:09Z, 91381, 0.014708
QBXq3gAABwAB5OQ9879HguxERPHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879EguzmRPHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879HguzmRPHg9KkBRKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9EQBAKGMUg==,0.875000, 2022-04-09T09:16:21Z, 104044, 0.015071
QBXq3gAACAABtnEGYBSOZlQpKUPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBQpZlRdKUPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdKUPrXEJYKf5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXClY0/5Czg==,0.888889, 2022-04-09T09:16:34Z, 116808, 0.015341
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.900000, 2022-04-09T09:16:47Z, 129380, 0.015582
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.909091, 2022-04-09T09:16:59Z, 142051, 0.015769
QBXq3gAACwABeiMIbZ4A4j+MjMJ0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ6M4j9rjMJ0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9rjMJ0NMwBjH6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NIwB/n6ucg==,0.916667, 2022-04-09T09:17:12Z, 154781, 0.015919
QBXq3gAADAABPKsQO4Q7vVk2NmZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q2vVkXNmZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXNmZFU8OQNmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFUzaQcmtdZA==,0.923077, 2022-04-09T09:17:25Z, 167461, 0.016051
QBXq3gAADQAB5bM7t6M2OWuqqvXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6OqOWuZqvXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZqvXO3B2UqsVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3KqUDcVbbw==,0.857143, 2022-04-09T09:17:37Z, 180287, 0.014910
QBXq3gAADgABme9SPmYig5Pk5KJEC385ivmH7g==,QBXq3gAADgABme9SPmbkg5MJ5KJEC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJ5KJEC3855PmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC+Q5ivmH7g==,0.866667, 2022-04-09T09:17:50Z, 192865, 0.015099
QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,0.875000, 2022-04-09T09:18:03Z, 205428, 0.015266
QBXq3gAAEAABlNIBRlELWCIiItGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlEiWCKOItGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOItGbRVqZIg1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRSKZcw1G7g==,0.882353, 2022-04-09T09:18:15Z, 218078, 0.015407
QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,0.888889, 2022-04-09T09:18:28Z, 230736, 0.015533
QBXq3gAAEgABj88jQzaTdZFnZ+7dnHBra/lFmg==,QBXq3gAAEgABj88jQzZndZGEZ+7dnHBra/lFmg==,QBXq3gAAEgABj88jQzaTdZGEZ+7dnHBrZ/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnGdra/lFmg==,0.894737, 2022-04-09T09:18:41Z, 243454, 0.015642
QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,0.900000, 2022-04-09T09:18:53Z, 256090, 0.015744
QBXq3gAAFAABW8ygIUNCROmZmZXUFsTkbTJxwQ==,QBXq3gAAFAABW8ygIUOZROnsmZXUFsTkbTJxwQ==,QBXq3gAAFAABW8ygIUNCROnsmZXUFsTkmTJxwQ==,QBXq3gAAFAABW8ygIUNCROnsq5XUFpnkbTJxwQ==,0.904762, 2022-04-09T09:19:06Z, 268873, 0.015829
QBXq3gAAFQAB7v3thZFtPjdeXmijZJxpHq4WmA==,QBXq3gAAFQAB7v3thZFePjfnXmijZJxpHq4WmA==,QBXq3gAAFQAB7v3thZFtPjfnXmijZJxpXq4WmA==,QBXq3gAAFQAB7v3thZFtPjfnmGijZF5pHq4WmA==,0.909091, 2022-04-09T09:19:19Z, 281419, 0.015919
QBXq3gAAFgABPf91rNkW5shlZYK9ooamoBEFXQ==,QBXq3gAAFgABPf91rNll5sguZYK9ooamoBEFXQ==,QBXq3gAAFgABPf91rNkW5sguZYK9ooamZREFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9omWmoBEFXQ==,0.913043, 2022-04-09T09:19:31Z, 294118, 0.015994
QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,0.916667, 2022-04-09T09:19:44Z, 306786, 0.016063
QBXq3gAAGAAB0m9KjfscKZv9/ViKaAclYVKt8w==,QBXq3gAAGAAB0m9Kjfv9KZvm/ViKaAclYVKt8w==,QBXq3gAAGAAB0m9KjfscKZvm/ViKaAcl/VKt8w==,QBXq3gAAGAAB0m9KjfscKZvmJ1iKaP0lYVKt8w==,0.920000, 2022-04-09T09:19:57Z, 319562, 0.016122
QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,0.923077, 2022-04-09T09:20:09Z, 332102, 0.016188
QBXq3gAAGgABCHVadsZTcYEdHUPAwDsGmCTZRw==,QBXq3gAAGgABCHVadsYdcYG9HUPAwDsGmCTZRw==,QBXq3gAAGgABCHVadsZTcYG9HUPAwDsGHSTZRw==,QBXq3gAAGgABCHVadsZTcYG9PkPAwB0GmCTZRw==,0.925926, 2022-04-09T09:20:22Z, 344800, 0.016241
QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,0.928571, 2022-04-09T09:20:35Z, 357464, 0.016293
QBXq3gAAHAAB1OuDfwx4n3lQUEboDXUAuzvbGQ==,QBXq3gAAHAAB1OuDfwxQn3m3UEboDXUAuzvbGQ==,QBXq3gAAHAAB1OuDfwx4n3m3UEboDXUAUDvbGQ==,QBXq3gAAHAAB1OuDfwx4n3m3hkboDVAAuzvbGQ==,0.931034, 2022-04-09T09:20:47Z, 370135, 0.016340
QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,0.933333, 2022-04-09T09:21:00Z, 382788, 0.016385
QBXq3gAAHgABwR7mAGpUxF05OYNYBwTedYNF4Q==,QBXq3gAAHgABwR7mAGo5xF3pOYNYBwTedYNF4Q==,QBXq3gAAHgABwR7mAGpUxF3pOYNYBwTeOYNF4Q==,QBXq3gAAHgABwR7mAGpUxF3p6INYBznedYNF4Q==,0.935484, 2022-04-09T09:21:13Z, 395473, 0.016426
